bnuber,gene,gene_description,copy_number,growth_rate_hr-1
b4310,"nanm, eck4301, jw5777, yjht",conserved protein,,0.4
b4311,"nanc, eck4302, jw5778, yjha",n-acetylnuraminic acid outer membrane channel protein,,0.4
b4312,"fimb, eck4303, jw4275",tyrosine recombinase/inversion of on/off regulator of fima,,0.4
b4313,"fime, eck4304, hyp, jw4276",tyrosine recombinase/inversion of on/off regulator of fima,,0.4
b4314,"fima, eck4305, fimd, fmaa, jw4277, pila",major type 1 subunit fimbrin (pilin),,0.4
b4315,"fimi, eck4306, fmaw, jw5779",fimbrial protein involved in type 1 pilus biosynthesis,,0.4
b4316,"fimc, eck4307, jw4279","chaperone, periplasmic",,0.4
b4317,"fimd, eck4308, jw5780","outer membrane usher protein, type 1 fimbrial synthesis",,0.4
b4318,"fimf, eck4309, fmax, jw4281",minor component of type 1 fimbriae,,0.4
b4319,"fimg, eck4310, fmay, jw4282",minor component of type 1 fimbriae,,0.4
b4320,"fimh, eck4311, jw4283",minor component of type 1 fimbriae,,0.4
b4321,"gntp, eck4312, jw4284, yjib",fructuronate transporter,,0.4
b4322,"uxua, eck4313, jw4285","mannonate hydrolase (ec:4,2,1,8)",387,0.4
b4323,"uxub, eck4314, jw4286","d-mannonate oxidoreductase, nad-binding (ec:1,1,1,57)",62,0.4
b4324,"uxur, eck4315, jw4287",dna-binding transcriptional repressor,,0.4
b4325,"yjic, eck4316, jw4288",predicted protein,,0.4
b4326,"irad, eck4317, jw5782, yjid",dna replication/recombination/repair protein,,0.4
b4327,"yjie, eck4318, jw4290",predicted dna-binding transcriptional regulator,,0.4
b4328,"iada, eck4319, jw4291, yjif","isoaspartyl dipeptidase (ec:3,4,19,5)",,0.4
b4329,"yjig, eck4320, jw4292",conserved inner membrane protein,,0.4
b4330,"yjih, eck4321, jw5783",conserved inner membrane protein,,0.4
b4331,"kpta, eck4322, jw5784, yjii","2'-phosphotransferase (ec:2,7,-,-)",,0.4
b4332,"yjij, eck4323, jw4295",predicted inner membrane protein,,0.4
b4333,"yjik, eck4324, jw5869",conserved protein,,0.4
b4334,"yjil, eck4325, jw5785","predicted atpase, activator of (r)-hydroxyglutaryl-coa dehydratase",,0.4
b4335,"yjim, eck4326, jw5786",predicted 2-hydroxyglutaryl-coa dehydratase,,0.4
b4336,"yjin, eck4327, jw4299",conserved inner membrane protein,,0.4
b4337,"mdtm, eck4328, jw4300, yjio",multidrug efflux system protein,,0.4
b4339,"yjip, eck4329, jw5953, yjiq",pseudogene,,0.4
b4340,"yjir, eck4331, jw4303",fused predicted dna-binding transcriptional regulator/predicted,,0.4
b4341,"yjis, eck4332, jw4304",conserved protein,,0.4
b4342,"yjit, eck4333, jw5787",pseudogene,,0.4
b4345,"mcrc, eck4335, jw5789","5-methylcytosine-specific restriction enzyme mcrbc, subunit mcrc",,0.4
b4346,"mcrb, eck4336, jw5871, rglb","5-methylcytosine-specific restriction enzyme mcrbc, subunit mcrb",,0.4
b4347,"syme, dinl, eck4337, jw4310, sosc, yjiw",conserved protein,,0.4
b4348,"hsds, eck4338, hsp, hss, jw4311",specificity determinant for hsdm and hsdr,,0.4
b4349,"hsdm, eck4339, hsm, hsp, jw4312","dna methylase m (ec:2,1,1,72)",,0.4
b4350,"hsdr, eck4340, hsp, hsr, jw4313","endonuclease r (ec:3,1,21,3)",60,0.4
b4351,"mrr, eck4341, jw4314, mcrf",methylated adenine and cytosine restriction protein,,0.4
b4352,"yjia, eck4342, jw5790",predicted gtpase,,0.4
b4353,"yjix, eck4343, jw4316",conserved protein,,0.4
b4354,"yjiy, eck4344, jw5791",predicted inner membrane protein,,0.4
b4355,"tsr, ched, eck4345, jw4318","methyl-accepting chemotaxis protein i, serine sensor receptor",,0.4
b4356,"yjjl, eck4346, jw4319, yjiz",predicted transporter,,0.4
b4357,"yjjm, eck4347, jw5792",predicted dna-binding transcriptional regulator,,0.4
b4358,"yjjn, eck4348, jw5793","predicted oxidoreductase, zn-dependent and nad(p)-binding",,0.4
b4359,"opgb, eck4349, jw5794, mdob, yjjo","phosphoglycerol transferase i (ec:2,7,8,20)",,0.4
b4360,"yjja, eck4350, jw5795",conserved protein,,0.4
b4361,"dnac, dnad, eck4351, jw4325",dna biosynthesis protein,,0.4
b4362,"dnat, eck4352, jw4326",dna biosynthesis protein (primosomal protein i),,0.4
b4363,"yjjb, eck4353, jw4327",conserved inner membrane protein,,0.4
b4364,"yjjp, eck4354, jw5796",predicted inner membrane protein,,0.4
b4365,"yjjq, eck4355, jw4329",predicted dna-binding transcriptional regulator,,0.4
b4366,"bglj, eck4356, jw5955, yjjr",dna-binding transcriptional activator,,0.4
b4367,"fhuf, eck4357, jw4331, yjjs",ferric iron reductase involved in ferric hydroximate transport,,0.4
b4369,"leup, eck4360, jwr0222, leuvbeta",trna-leu,,0.4
b4370,"leuq, eck4361, jwr0223, leuvgamma",trna-leu,,0.4
b4371,"rsmc, eck4362, jw4333, yjjt","16s rrna m(2)g1207 methyltransferase (ec:2,1,1,52)",334,0.4
b4372,"hold, eck4363, jw4334","dna polymerase iii, psi subunit (ec:2,7,7,7)",,0.4
b4373,"rimi, eck4364, jw4335","acetylase for 30s ribosomal subunit protein s18 (ec:2,3,1,128)",,0.4
b4374,"yjjg, eck4365, jw4336",dump phosphatase,,0.4
b4375,"prfc, eck4366, jw5873, sra, srb, tos",peptide chain release factor rf-3,614,0.4
b4376,"osmy, eck4367, jw4338",periplasmic protein,14377,0.4
b4377,"yjju, eck4369, jw4340",predicted esterase,,0.4
b4378,"yjjv, eck4370, jw4341",predicted dnase,,0.4
b4379,"yjjw, eck4371, jw4342",predicted pyruvate formate lyase activating enzyme,,0.4
b4380,"yjji, eck4372, jw4343, yjjh",conserved protein,,0.4
b4381,"deoc, dra, eck4373, jw4344, thyr, tlr","2-deoxyribose-5-phosphate aldolase, nad(p)-linked (ec:4,1,2,4)",1060,0.4
b4382,"deoa, eck4374, jw4345, tp, tpp, ttg","thymidine phosphorylase (ec:2,4,2,4)",168,0.4
b4383,"deob, drm, eck4375, jw4346, thyr, tlr","phosphopentomutase (ec:5,4,2,7)",1425,0.4
b4384,"deod, eck4376, jw4347, pup","purine-nucleoside phosphorylase (ec:2,4,2,1)",2952,0.4
b4385,"yjjj, eck4377, jw4348",predicted dna-binding transcriptional regulator,,0.4
b4386,"lpla, eck4378, jw4349, slr, yjjf","lipoate-protein ligase a (ec:6,3,2,-)",,0.4
b4387,"ytjb, eck4379, jw4350, smp",conserved protein,,0.4
b4388,"serb, eck4380, jw4351","3-phosphoserine phosphatase (ec:3,1,3,3)",138,0.4
b4389,"rada, eck4381, jw4352, sms",predicted repair protein,,0.4
b4390,"nadr, eck4382, jw5800, nadi",bifunctional dna-binding transcriptional repressor/nmn,46,0.4
b4391,"yjjk, eck4383, jw4354",fused predicted transporter subunits of abc superfamily: atp-binding,2840,0.4
b4392,"slt, eck4384, jw4355, slty","lytic murein transglycosylase, soluble (ec:3,2,1,-)",142,0.4
b4393,"trpr, eck4385, jw4356","dna-binding transcriptional repressor, tryptophan-binding",512,0.4
b4394,"yjjx, eck4386, jw5801",thiamin metabolism associated protein,,0.4
b4395,"ytjc, eck4387, gpmb, jw4358","phosphoglyceromutase 2, co-factor independent",438,0.4
b4396,"rob, cbpb, eck4388, jw4359, roba",dna-binding transcriptional activator,385,0.4
b4397,"crea, eck4389, jw4360, yjjd",conserved protein,,0.4
b4398,"creb, eck4390, jw4361, orf2, yjje",dna-binding response regulator in two-component regulatory system,,0.4
b4399,"crec, eck4391, jw4362, phom",sensory histidine kinase in two-component regulatory system with,,0.4
b4400,"cred, cet, eck4392, jw4363, refii",inner membrane protein,,0.4
b4401,"arca, cpxc, dye, eck4393, fexa, jw4364, msp, seg, sfra",dna-binding response regulator in two-component regulatory system,4467,0.4
b4402,"yjjy, eck4394, jw4365",predicted protein,,0.4
b4403,"yjtd, eck4395, jw4366, last",predicted rrna methyltransferase,,0.4
b4406,"yaep, eck0189, jw0185",conserved protein,,0.4
b4407,"this, eck3983, jw3955",sulphur carrier protein,,0.4
b4408,"csrb, eck2787, jwr0062",csra-binding srna,,0.4
b4409,"blr, eck1620, jw5963",beta-lactam resistance membrane protein,,0.4
b4410,"ecna, eck4142, jw5737","entericidin a membrane lipoprotein, antidote entericidin b",,0.4
b4411,"ecnb, eck4143, jw4108, yjeu",entericidin b membrane lipoprotein,,0.4
b4412,"hokc, eck0018, gef, jw5879","toxic membrane protein, small",,0.4
b4414,"tff, eck0167, jwr0225, t44","novel srna, function unknown",,0.4
b4415,"hoke, eck0574, jw5084, ybdy","toxic polypeptide, small",,0.4
b4416,"ryba, eck0806, jwr0226","novel srna, function unknown",,0.4
b4417,"rybb, eck0837, jwr0227, p25",srna effector of ompc and ompw mrna instability; requires hfq,,0.4
b4418,"psrd, eck1073, jwr0228, pke20, psra4, srab","novel srna, function unknown",,0.4
b4420,"rdla, eck1205, jwr0229",antisense srna rdla,,0.4
b4421,"ldrb, eck1206, jw5958","toxic polypeptide, small",,0.4
b4422,"rdlb, eck1207, jwr0230",antisense srna rdlb,,0.4
b4423,"ldrc, eck1208, jw5959","toxic polypeptide, small",,0.4
b4424,"rdlc, eck1209, jwr0231",antisense srna rdlc,,0.4
b4425,"rttr, eck1223, jwr0232, rtt, rtv1",rtt srna,,0.4
b4426,"isra, eck1336, is061, jwr0233","novel srna, function unknown",,0.4
b4427,"micc, eck1373, is063, jwr0234, tke8",micc srna regulator of ompc translation,,0.4
b4428,"hokb, eck1412, jw5225, ydcb","toxic polypeptide, small",,0.4
b4430,"rydb, eck1681, is082, jwr0236, tpe7","novel srna, function unknown",,0.4
b4431,"rpra, eck1686, is083, jwr0203, psra5",positive regulatory srna for rpos translation; non-essential gene,,0.4
b4432,"ryea, eck1838, is091, jwr0237, psra8, srac, tpke79","novel srna, function unknown",,0.4
b4433,"ryeb, eck1839, jwr0238, tpke79","novel srna, function unknown",,0.4
b4435,"isrc, eck1992, is102, jwr0240","novel srna, function unknown, cp4-44; putative prophage remnant",,0.4
b4436,"ryec, eck2068, jwr0241, quad1a, tp11","novel srna, function unknown; paralogous to the other quad srna",,0.4
b4437,"ryed, eck2069, jwr0242, quad1b, tpe60","novel srna, function unknown; paralogous to the other quad srna",,0.4
b4438,"cyar, eck2078, jwr0243, ryee","srna effector of ompx mrna instability, camp-induced; hfq-dependent",,0.4
b4439,"micf, eck2208, is113, jwr0043, stc",regulatory antisense srna affecting ompf expression,,0.4
b4440,"ryfa, eck2518, jwr0244, pair3b, tp1","novel srna, function unknown",,0.4
b4441,"glmy, eck2554, jwr0245, srof, tke1",srna activator of glms mrna,,0.4
b4442,"mica, eck2682, jwr0246, psra10, srad",srna effector of ompa mrna instability in stationary phase; requires,,0.4
b4443,"gcvb, eck2804, is145, jwr0247, psra11",gcvb srna gene divergent from gcva,,0.4
b4444,"omra, eck2833, jwr0248, pair2a, psra12, ryga, srae, t59",srna down regulates om proteins; positively regulated by ompr/envz;,,0.4
b4445,"omrb, eck2834, jwr0249, pair2b, rygb, t59",srna down regulates om proteins; positively regulated by ompr/envz;,,0.4
b4446,"rygc, eck2908, jwr0250, quad1c, t27","novel srna, function unknown; paralogous to the other quad srna",,0.4
b4447,"rygd, c0730, eck3041, is156, jwr0251, quad1d, tp8","putative srna, function unknown; paralogous to the other quad srna",,0.4
b4448,"psrn, eck3078, is160, jwr0252, psra14, sraf, tpk1","novel srna, function unknown",,0.4
b4449,"psro, eck3153, jwr0253, p3, psra15, srag","novel srna, function unknown",,0.4
b4450,"ryha, eck3199, jwr0254, psra16, srah","novel srna, function unknown",,0.4
b4451,"ryhb, eck3426, jwr0219, psra18, srai",regulatory srna mediating positive fur regulon response,,0.4
b4452,"gady, eck3500, is183, jwr0255",srna regulator of gadab transcriptional activator gadx mrna,,0.4
b4453,"ldrd, eck3524, jw5966","toxic polypeptide, small",,0.4
b4454,"rdld, eck3525, jwr0256",antisense srna rdld,,0.4
b4455,"hoka, eck3544, jw3526, yiaz","toxic polypeptide, small",,0.4
b4456,"glmz, eck3795, jwr0257, k19, psra20, ryia, sraj","srna activator of glms mrna, hfq-dependent",,0.4
b4457,"csrc, eck3858, is198, jwr0214, psra21, ryib, srak, tpk2",csrc srna,,0.4
b4458,"oxys, eck3952, jwr0098",oxys srna,,0.4
b4459,"ryja, eck4056, eg31166, jwr0258, sral","novel srna, function unknown",,0.4
b4460,"arah, eck1897, jw1887",fused l-arabinose transporter subunits of abc superfamily: membrane,,0.4
b4461,"yfjd, corb, corf, eck2609, jw5415, ypje",predicted inner membrane protein,,0.4
b4462,"ygaq, eck2649, jw5425, ygar, yqac, yqad",pseudogene,,0.4
b4463,"ygcu, eck2767, jw5442, ygct, ygcv",predicted fad containing dehydrogenase,,0.4
b4464,"ygfq, eck2880, jw5467, ygfr",predicted transporter,,0.4
b4465,"yggp, eck2927, jw5477",predicted dehydrogenase,,0.4
b4466,"yghj, acfd, eck2968, jw5925",predicted inner membrane lipoprotein,,0.4
b4467,"glcf, eck2972, gox, jw5486, yghl",glycolate oxidase iron-sulfur subunit,,0.4
b4468,"glce, eck2973, gox, jw5487, yghl",glycolate oxidase fad binding subunit,,0.4
b4469,"ygiq, eck3007, jw5501, ygir",conserved protein,,0.4
b4470,"yham, eck3099, jw5518, yhan",conserved protein,,0.4
b4471,"tdcg, eck3101, jw5520, yhap, yhaq","l-serine dehydratase 3 (ec:4,3,1,17)",,0.4
b4472,"yhdp, eck3234, jw5542, yhdq, yhdr","conserved membrane protein, predicted transporter",,0.4
b4473,"smf, eck3272, jw5708",conserved protein,,0.4
b4474,"frlc, eck3360, jw5699, yhfo, yhfp",predicted isomerase,,0.4
b4475,"rtca, eck3406, jw5688, yhgj, yhgk","rna 3'-terminal phosphate cyclase (ec:6,5,1,4)",,0.4
b4476,"gntu, eck3421, jw5686","gluconate transporter, low affinity gnt 1 system",,0.4
b4477,"dgoa, eck3685, jw5628, yidu","2-oxo-3-deoxygalactonate 6-phosphate aldolase (ec:4,1,2,21)",,0.4
b4478,"dgod, eck3684, jw5629, yidu","galactonate dehydratase (ec:4,2,1,6)",,0.4
b4479,"dgor, eck3687, jw5627, yidw",predicted dna-binding transcriptional regulator,,0.4
b4480,"hdfr, eck3756, jw5607, yifa, yifd",dna-binding transcriptional regulator,,0.4
b4481,"rfft, eck3785, jw5596, rff, wecf, yifm","tdp-fuc4nac:lipidiifuc4nac transferase (ec:2,4,1,-)",,0.4
b4482,"yige, eck3809, jw5591",predicted protein,,0.4
b4483,"tatd, eck3833, jw5931, mttc, yigw, yigx","dnase, magnesium-dependent (ec:3,1,21,-)",,0.4
b4484,"cpxp, eck3906, jw5558, yiio",periplasmic protein combats stress,,0.4
b4485,"ytfr, eck4224, jw5752, ytfs",predicted sugar transporter subunit: atp-binding component of abc,,0.4
b4486,"yjiv, eck4467, mcrd, yjiu",pseudogene,,0.4
b4487,"yjdp, eck4084, jw5890",conserved protein,,0.4
b4488,"ilvg, eck3760, ilvo, jw3740, jw3741",pseudogene,,0.4
b4490,"efeu, eck1007, jw1002, jw5141, ycdn",pseudogene,,0.4
b4491,"ycgh, eck1157, jw5176, jw5901",pseudogene,,0.4
b4492,"ydba, eck1398, jw1402, jw5802",pseudogene,,0.4
b4493,"gapc, eck1409, jw1413, jw5906",pseudogene,,0.4
b4494,"arpb, eck1718, jw1710, jw5278, ydiw, ydix",pseudogene,,0.4
b4495,"yedn, eck1932, jw1918, jw5912, yedm",pseudogene,,0.4
b4496,"yeds, eck1962, jw1948, jw1949, jw5319, yedt",pseudogene,,0.4
b4497,"yeel, eck1975, jw1961, jw5325, yeek",pseudogene,,0.4
b4498,"gatr, eck2083, jw2074, jw5340",pseudogene,,0.4
b4499,"yehh, dino, eck2108, jw2102, jw5915, jw5916, molr, sosf, yehf, yehg",pseudogene,,0.4
b4500,"yfas, eck2220, jw2221, jw2222, yfar",pseudogene,,0.4
b4501,"tori, eck2359, jw5387",response regulator inhibitor for tor operon,,0.4
b4502,"yeiw, eck2164, jw5361",conserved protein,,0.4
b4503,"yaff, eck0219, jw0208",pseudogene,,0.4
b4504,"ykfh, eck0248, jw5956",predicted protein,,0.4
b4505,"insx, eck4473, ykgn",pseudogene,,0.4
b4506,"ykgo, eck0295, jw5034, rpmj2",rpmj (l36) paralog,,0.4
b4509,"ylcg, eck0542, jw5076",dlp12 prophage; predicted protein,,0.4
b4511,"ybdz, eck0578, jw0577",conserved protein,,0.4
b4512,"ybdd, eck0592, jw0591",conserved protein,,0.4
b4513,"kdpf, eck0687, jw0687",potassium ion accessory transporter subunit,,0.4
b4514,"ybfq, eck4474",pseudogene,,0.4
b4515,"ybgt, eck0723, jw0724",conserved protein,,0.4
b4517,"gnsa, eck0982, jw0976, sfa, yccl",predicted regulator of phosphatidylethanolamine synthesis,,0.4
b4518,"ymdf, eck0996, jw5136",conserved protein,,0.4
b4519,"icdc, eck1146, icd, jw5173",pseudogene,,0.4
b4520,"ymgf, eck1156, jw1156",predicted protein,,0.4
b4521,"ycgi, eck1161, jw1162, ymgh",pseudogene,,0.4
b4522,"ymia, eck4433",hypothetical protein,,0.4
b4523,"ycix, eck1270, jw5198, jw5199",hypothetical protein,,0.4
b4524,"ycjv, eck1313, jw1311, ymjb",pseudogene,,0.4
b4525,"ymjc, eck1323, jw5960",pseudogene,,0.4
b4526,"ydae, eck1349, jw1346",rac prophage; conserved protein,,0.4
b4527,"ydaf, eck1352, jw1349",rac prophage; predicted protein,,0.4
b4529,"ydbj, eck1375, jw5215",predicted protein,,0.4
b4532,"yncn, eck1431, hica, jw5230",predicted protein,,0.4
b4533,"ynfo, eck1542, jw5251","hypothetical protein, qin prophage",,0.4
b4535,"ynid, eck1719, jw5911",predicted protein,,0.4
b4536,"yobh, eck1825, jw5298",predicted protein,,0.4
b4537,"yecj, eck1901, jw1891",predicted protein,,0.4
b4538,"yoef, eck2000, jw5328",pseudogene,,0.4
b4539,"yoeb, eck2011, jw5331",toxin of the yoeb-yefm toxin-antitoxin system,,0.4
b4541,"yehk, eck2110, jw2106",predicted protein,,0.4
b4542,"yoho, eck2120, jw5354",predicted protein,,0.4
b4543,"ypaa, eck2237, jw5964",predicted protein,,0.4
b4544,"arne, eck2251, jw2252, pbge2, yfbw",conserved protein,,0.4
b4546,"ypeb, eck2405, jw5877",predicted protein,,0.4
b4547,"ypfn, eck2468, jw2457",predicted protein,,0.4
b4548,"ypjj, eck2641, jw5421",predicted protein,,0.4
b4550,"yhdl, eck3278, jw3253",conserved protein,,0.4
b4551,"yhev, eck3337, jw3312",predicted protein,,0.4
b4552,"yrhc, eck3468, jw5678",pseudogene,,0.4
b4553,"ysab, eck3549, jw3532",predicted protein,,0.4
b4554,"yibt, eck3591, jw3576",predicted protein,,0.4
b4555,"yics, eck3652, jw5965",predicted protein,,0.4
b4556,"glvg, eck3673, jw3658, yidm, ysdc",pseudogene,,0.4
b4557,"yidd, eck3697, jw3682",predicted protein,,0.4
b4558,"yifl, eck3803, jw3781",predicted lipoprotein,,0.4
b4559,"yjdo, eck4122, jw5732",predicted protein,,0.4
b4561,"insm, eck4273",pseudogene,,0.4
b4565,"sgcb, eck4294, jw5967",predicted enzyme iib component of pts,,0.4
b4566,"yjhx, eck4298, jw5968",conserved protein,,0.4
b4567,"yjjz, eck4358, jw5797",predicted protein,,0.4
b4568,"ytja, eck4368, jw5891",predicted protein,,0.4
b4569,"yhce, eck3207, jw3184, jw3187",pseudogene,,0.4
b4570,"lomr, eck1366, jw5884, jw5904",pseudogene,,0.4
b4571,"wbbl, eck2025, jw2012, jw2016, yefj",pseudogene,,0.4
b4572,"ylbe, eck0512, jw0507, jw0508",pseudogene,,0.4
b4573,"insz, eck1234, jw1227, jw5883, ychg, ychr",pseudogene,,0.4
b4575,"yjgx, eck4266, jw4234, jw5763, jw5764, yjgy",pseudogene,,0.4
b4577,"sgrs, eck0071, jwr0259, ryaa",srna that destabilzes ptsg mrna; regulated by sgrr,,0.4
b4578,"ynck, eck1425, jw5227, jw5961",pseudogene,,0.4
b4579,"yaix, eck0356, jw0350, yaif",pseudogene,,0.4
b4580,"yait, eck0368, jw0362, yaiu",pseudogene,,0.4
b4581,"ybem, eck0618, jw0620, ybeh",pseudogene,,0.4
b4582,"yoea, eck1989, jw5326, yoee",pseudogene,,0.4
b4585,"srob, eck4396, er13, rybc","novel srna, function unknown",,0.4
b4586,"ykfm, eck4397","hypothetical protein, no homologs",,0.4
b4587,"insn, eck0257, inso, orfab",pseudogene,,0.4
b4588,"ylch, eck4398","hypothetical protein, dlp12 prophage",,0.4
b4590,"ybfk, eck4400",hypothetical protein,,0.4
b4592,"yccb, eck4402",hypothetical protein,,0.4
b4593,"ymgi, eck4403",hypothetical protein,,0.4
b4594,"ymgj, eck4404",hypothetical protein,,0.4
b4595,"yciy, eck4405",hypothetical protein,,0.4
b4596,"yciz, eck4406",hypothetical protein,,0.4
b4597,"rydc, eck4407",srna regulator of yejabef,,0.4
b4598,"yncl, eck4408",hypothetical protein,,0.4
b4599,"ynem, eck4409",hypothetical protein,,0.4
b4600,"ydfj, eck1536, jw1536, ynfp",pseudogene,,0.4
b4601,"ydgu, eck4410",hypothetical protein,,0.4
b4602,"ynhf, eck4411",hypothetical protein,,0.4
b4603,"rsex, eck4412, is96","srna regulating ompa and ompc translation, with hfq",,0.4
b4604,"yojo, eck4413",hypothetical protein,,0.4
b4606,"ypfm, eck4415",hypothetical protein,,0.4
b4608,"ryfc, eck4417","novel srna, function unknown",,0.4
b4609,"ryfd, eck4418","novel srna, function unknown",,0.4
b4611,"ryge, eck4420, quad1e","putative srna, function unknown; paralogous to the other quad srna",,0.4
b4612,"yrhd, eck4421",hypothetical protein,,0.4
b4613,"dinq, eck4422","damage inducible, function unknown",,0.4
b4615,"yibv, eck4424","hypothetical protein, no homologs",,0.4
