cog,gene_name,gene_product
No Specific COG Annotation,ygdR,DUF903 domain-containing lipoprotein YgdR
Cell wall/membrane/envelope biogenesis,ygeA,amino acid racemase YgeA
Cell wall/membrane/envelope biogenesis,ygeR,LysM domain-containing putative peptidase lipoprotein YgeR
Transcription,ygeV,putative &sigma;54-dependent transcriptional regulator YgeV
Aminio acid transport and metabolism,ygeY,putative peptidase YgeY
Coenzyme transport and metabolism,ygfA,putative 5-formyltetrahydrofolate cyclo-ligase
Function unknown,ygfB,UPF0149 family protein YgfB
"Secondary metabolites, biosynthesis, transport, and catabolism",ygfF,putative oxidoreductase YgfF
Transcription,ygfI,putative LysR-type DNA-binding transcriptional regulator YgfI
Energy production and conversion,ygfM,putative oxidoreductase
Nucleotide transport and metabolism,ygfQ,guanine/hypoxanthine transporter GhxQ
No Specific COG Annotation,ygfX,protein YgfX
"Post-translational modification, protein turnover, and chaperones",ygfY,FAD assembly factor
"Post-translational modification, protein turnover, and chaperones",ygfZ,folate-binding protein
Coenzyme transport and metabolism,yggC,P-loop NTPase domain-containing protein YggC
Transcription,yggD,fumarase E
Function unknown,yggE,uncharacterized protein YggE
General function prediction only,yggI,protein YggI
Function unknown,yggL,protein YggL
No Specific COG Annotation,yggN,putative EcfF
Aminio acid transport and metabolism,yggP,putative zinc-binding dehydrogenase YggP
Extracellular structures,yggR,Type II/IV secretion system family protein
General function prediction only,yggS,PLP homeostasis protein
Function unknown,yggT,uncharacterized protein YggT
Function unknown,yggU,DUF167 domain-containing protein YggU
Coenzyme transport and metabolism,yggW,heme chaperone HemW
Inorganic ion transport and metabolism,yggX,putative Fe2+-trafficking protein
"Secondary metabolites, biosynthesis, transport, and catabolism",yghA,NADP+-dependent aldehyde reductase
Function unknown,yghB,DedA family protein YghB
"Intracellular trafficking, secretion, and vesicular transport",yghD,putative type II secretion system M-type protein YghD
No Specific COG Annotation,yghG,lipoprotein YghG
No Specific COG Annotation,yghJ,putative lipoprotein YghJ
"Post-translational modification, protein turnover, and chaperones",yghU,disulfide reductase / organic hydroperoxide reductase
No Specific COG Annotation,yghW,DUF2623 domain-containing protein YghW
Function unknown,ygiB,DUF1190 domain-containing protein YgiB
Aminio acid transport and metabolism,ygiC,putative acid-amine ligase YgiC
"Secondary metabolites, biosynthesis, transport, and catabolism",ygiD,"4,5-DOPA dioxygenase extradiol"
Inorganic ion transport and metabolism,ygiF,inorganic triphosphatase
Cell motility,ygiL,putative fimbrial protein YgiL
General function prediction only,ygiM,putative signal transduction protein (SH3 domain)
Energy production and conversion,ygiN,putative quinol monooxygenase YgiN
No Specific COG Annotation,ygiQ,radical SAM superfamily protein YgiQ
Aminio acid transport and metabolism,ygiS,putative deoxycholate binding periplasmic protein
"Replication, recombination, and repair",ygiV,DNA-binding transcriptional repressor YgiV
Function unknown,ygiW,BOF family protein YgiW
"Translation, ribosomal structure, and biogenesis",ygjH,putative tRNA-binding protein YgjH
General function prediction only,ygjP,putative metal-dependent hydrolase
General function prediction only,ygjR,putative oxidoreductase YgjR
No Specific COG Annotation,ygjV,inner membrane protein
Function unknown,yhaH,putative inner membrane protein
Transcription,yhaJ,DNA-binding transcriptional activator YhaJ
General function prediction only,yhaK,bicupin-related protein
No Specific COG Annotation,yhaL,uncharacterized protein YhaL
Aminio acid transport and metabolism,yhaM,putative L-cysteine desulfidase CyuA
Aminio acid transport and metabolism,yhaO,putative D/L-serine transporter
No Specific COG Annotation,yhaV,ribosome-dependent mRNA interferase toxin YhaV
Function unknown,yhbE,putative transporter YhbE
Signal transduction mechanisms,yhbJ,RNase adaptor protein
General function prediction only,yhbO,protein/nucleic acid deglycase 2
Function unknown,yhbP,putative FMN binding protein YhbP
"Replication, recombination, and repair",yhbQ,DNA damage response nuclease YhbQ
General function prediction only,yhbS,putative N-acetyltransferase YhbS
Lipid transport and metabolism,yhbT,anaerobic ubiquinone biosynthesis accessory factor UbiT
"Post-translational modification, protein turnover, and chaperones",yhbV,ubiquinone biosynthesis protein UbiV
General function prediction only,yhbW,putative luciferase-like monooxygenase YhbW
Cell wall/membrane/envelope biogenesis,yhbX,putative hydrolase YhbX
"Translation, ribosomal structure, and biogenesis",yhbY,ribosome assembly factor YhbY
Extracellular structures,yhcA,putative fimbrial chaperone YhcA
Function unknown,yhcB,DUF1043 domain-containing protein YhcB
Extracellular structures,yhcD,putative fimbrial usher protein YhcD
No Specific COG Annotation,yhcF,DUF1120 domain-containing protein YhcF
General function prediction only,yhcG,DUF1016 domain-containing protein YhcG
Carbohydrate transport and metabolism,yhcH,DUF386 domain-containing protein YhcH
No Specific COG Annotation,yhcN,DUF1471 domain-containing stress-induced protein YhcN
Transcription,yhcO,putative barnase inhibitor
"Secondary metabolites, biosynthesis, transport, and catabolism",yhdE,nucleoside triphosphate pyrophosphatase YhdE
"Translation, ribosomal structure, and biogenesis",yhdL,alternative ribosome-rescue factor A
No Specific COG Annotation,yhdN,DUF1992 domain-containing protein YhdN
Function unknown,yhdP,outer membrane permeability factor YhdP
Function unknown,yhdT,DUF997 domain-containing protein YhdT
No Specific COG Annotation,yhdU,DUF2556 domain-containing protein YhdU
No Specific COG Annotation,yhdV,lipoprotein YhdV
Aminio acid transport and metabolism,yhdZ,putative ABC transporter ATP-binding subunit YhdZ
"Post-translational modification, protein turnover, and chaperones",yheL,sulfurtransferase complex subunit TusB
Inorganic ion transport and metabolism,yheN,sulfurtransferase complex subunit TusD
Transcription,yheO,DNA-binding transcriptional regulator YheO
General function prediction only,yheS,putative ATP-binding protein YheS
General function prediction only,yheT,putative hydrolase YheT
Function unknown,yheU,UPF0270 family protein YheU
General function prediction only,yheV,DUF2387 domain-containing protein YheV
General function prediction only,yhfA,OsmC family protein YhfA
No Specific COG Annotation,yhfG,DUF2559 domain-containing protein YhfG
Function unknown,yhfK,putative transporter YhfK
No Specific COG Annotation,yhfL,DUF4223 domain-containing lipoprotein YhfL
No Specific COG Annotation,yhfY,PRD domain-containing protein YhfY
No Specific COG Annotation,yhfZ,putative DNA-binding transcriptional regulator YhfZ
Carbohydrate transport and metabolism,yhfw,putative mutase YhfW
"Replication, recombination, and repair",yhgA,recombination-promoting nuclease RpnA
No Specific COG Annotation,yhgE,putative transport protein YhgE
Transcription,yhgF,putative RNA-binding protein YhgF
Aminio acid transport and metabolism,yhgN,putative inner membrane protein
No Specific COG Annotation,yhhA,DUF2756 domain-containing protein YhhA
Defense Mechanisms,yhhJ,ABC transporter family protein YhhJ
No Specific COG Annotation,yhhK,"acetyl-CoA-bound PanD maturation factor // ""PanD maturation factor"""
Function unknown,yhhL,DUF1145 domain-containing protein YhhL
No Specific COG Annotation,yhhM,DUF2500 domain-containing protein YhhM
Function unknown,yhhN,PF07947 family protein YhhN
Function unknown,yhhQ,putative queuosine precursor transporter
Carbohydrate transport and metabolism,yhhS,putative transporter YhhS
General function prediction only,yhhT,putative transporter YhhT
General function prediction only,yhhW,"quercetin 2,3-dioxygenase"
General function prediction only,yhhX,putative oxidoreductase YhhX
"Translation, ribosomal structure, and biogenesis",yhhY,N-acetyltransferase YhhY
Function unknown,yhiD,inner membrane protein YhiD
Defense Mechanisms,yhiI,putative membrane fusion protein YhiI
No Specific COG Annotation,yhiJ,DUF4049 domain-containing protein YhiJ
No Specific COG Annotation,yhiM,inner membrane protein with a role in acid resistance
General function prediction only,yhiN,putative oxidoreductase YhiN
"Post-translational modification, protein turnover, and chaperones",yhjA,cytochrome c peroxidase
Transcription,yhjB,putative DNA-binding transcriptional regulator YhjB
Transcription,yhjC,putative DNA-binding transcriptional regulator YhjC
Function unknown,yhjD,putative transporter YhjD
Carbohydrate transport and metabolism,yhjE,putative transporter YhjE
Cell wall/membrane/envelope biogenesis,yhjG,AsmA family protein YhjG
General function prediction only,yhjJ,peptidase M16 family protein YhjJ
Signal transduction mechanisms,yhjK,putative c-di-GMP phosphodiesterase PdeK
No Specific COG Annotation,yhjR,PF10945 family protein YhjR
Aminio acid transport and metabolism,yhjV,putative transporter YhjV
General function prediction only,yhjY,protein YhjY
Aminio acid transport and metabolism,yiaC,peptidyl-lysine N-acetyltransferase YiaC
Cell wall/membrane/envelope biogenesis,yiaD,PF13488 family lipoprotein YiaD
No Specific COG Annotation,yiaF,DUF3053 domain-containing protein YiaF
Transcription,yiaG,putative DNA-binding transcriptional regulator YiaG
Transcription,yiaJ,DNA-binding transcriptional repressor YiaJ
Carbohydrate transport and metabolism,yiaQ,3-keto-L-gulonate-6-phosphate decarboxylase SgbH
Carbohydrate transport and metabolism,yiaR,putative L-xylulose 5-phosphate 3-epimerase
Carbohydrate transport and metabolism,yiaS,L-ribulose-5-phosphate 4-epimerase SgbE
Cell wall/membrane/envelope biogenesis,yiaT,outer membrane protein YiaT
Transcription,yiaU,putative LysR-type DNA-binding transcriptional regulator YiaU
General function prediction only,yibA,putative lyase containing HEAT-repeat
No Specific COG Annotation,yibB,protein HtrL
Cell wall/membrane/envelope biogenesis,yibD,EG11266-MONOMER
"Post-translational modification, protein turnover, and chaperones",yibF,glutathione transferase-like protein YibF
Defense Mechanisms,yibH,inner membrane protein YibH
No Specific COG Annotation,yibI,DUF3302 domain-containing protein YibI
No Specific COG Annotation,yibL,DUF2810 domain-containing protein YibL
Inorganic ion transport and metabolism,yibN,putative sulfurtransferase YibN
Carbohydrate transport and metabolism,yibQ,divergent polysaccharide deacetylase domain-containing protein YibQ
No Specific COG Annotation,yibT,protein YibT
Function unknown,yicC,UPF0701 family protein YicC
Function unknown,yicG,PF03458 family inner membrane protein YicG
No Specific COG Annotation,yicH,AsmA famly protein YicH
Carbohydrate transport and metabolism,yicI,α-D-xyloside xylohydrolase
Aminio acid transport and metabolism,yicL,putative transporter YicL
No Specific COG Annotation,yicN,DUF1198 domain-containing protein YicN
"Replication, recombination, and repair",yicR,RadC-like JAB domain-containing protein YicR
No Specific COG Annotation,yicS,uncharacterized protein YicS
General function prediction only,yidA,sugar phosphatase YidA
Function unknown,yidB,DUF937 domain-containing protein YidB
Cell wall/membrane/envelope biogenesis,yidC,membrane protein insertase YidC
Cell wall/membrane/envelope biogenesis,yidD,membrane protein insertion efficiency factor
General function prediction only,yidE,putative transport protein YidE
No Specific COG Annotation,yidF,uncharacterized protein YidF
No Specific COG Annotation,yidG,inner membrane protein YidG
Function unknown,yidH,DUF202 domain-containing inner membrane protein YidH
No Specific COG Annotation,yidI,putative inner membrane protein
Inorganic ion transport and metabolism,yidJ,putative sulfatase/phosphatase YidJ
Transcription,yidL,putative DNA-binding transcriptional regulator YidL
Function unknown,yidQ,DUF1375 domain-containing putative lipoprotein YidQ
No Specific COG Annotation,yidR,DUF3748 domain-containing galacturonate catabolism protein YidR
No Specific COG Annotation,yidX,putative lipoprotein YidX
Transcription,yidZ,putative LysR-type transcriptional regulator YidZ
Coenzyme transport and metabolism,yieE,putative phosphopantetheinyl transferase
Energy production and conversion,yieF,chromate reductase
General function prediction only,yieH,6-phosphogluconate phosphatase
Carbohydrate transport and metabolism,yieK,putative glucosamine-6-phosphate deaminase YieK
Inorganic ion transport and metabolism,yieL,putative hydrolase YieL
Transcription,yieP,DNA-binding transcriptional regulator YieP
Function unknown,yifE,macrodomain Ori protein
Aminio acid transport and metabolism,yifK,putative transporter YifK
Function unknown,yifL,putative lipoprotein YifL
Function unknown,yigA,DUF484 domain-containing protein YigA
Coenzyme transport and metabolism,yigB,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
Function unknown,yigE,DUF2233 domain-containing protein YigE
No Specific COG Annotation,yigF,DUF2628 domain-containing protein YigF
"Secondary metabolites, biosynthesis, transport, and catabolism",yigI,putative thioesterase YigI
General function prediction only,yigL,phosphosugar phosphatase YigL
Aminio acid transport and metabolism,yigM,biotin transporter
Coenzyme transport and metabolism,yigP,ubiquinone biosynthesis accessory factor UbiJ
General function prediction only,yigZ,IMPACT family member YigZ
Function unknown,yihD,DUF1040 domain-containing protein YihD
Lipid transport and metabolism,yihG,putative acyltransferase YihG
"Translation, ribosomal structure, and biogenesis",yihI,Der GTPase-activating protein YihI
Transcription,yihL,putative transcriptional regulator YihL
No Specific COG Annotation,yihM,putative TIM barrel domain-containing protein YihM
No Specific COG Annotation,yihN,putative transporter YihN
Carbohydrate transport and metabolism,yihQ,sulfoquinovosidase
Carbohydrate transport and metabolism,yihS,sulfoquinovose isomerase
