annotation,cog_id,cog_letter,gene_name
DMSO reductase anchor subunit,COG3302,R,ynfH
"Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit",COG3303,P,nrfA
Predicted membrane protein,COG3304,S,yccF
Lipid A core - O-antigen ligase and related enzymes,COG3307,M,rfaL
Predicted transcriptional regulator,COG3311,K,alpA
"F0F1-type ATP synthase, subunit I",COG3312,C,atpI
Predicted Fe-S protein,COG3313,R,ydhL
Uncharacterized protein conserved in bacteria,COG3314,S,yjiH
Uncharacterized lipoprotein,COG3317,M,nlpB
Predicted metal-binding protein related to the C-terminal domain of SecA,COG3318,R,yecA
Thioesterase domains of type I polyketide synthases or non-ribosomal peptide synthetases,COG3319,Q,entF_2
Phenylacetic acid-responsive transcriptional repressor,COG3327,K,paaX
Peptidase E,COG3340,E,pepE
Retron-type reverse transcriptase,COG3344,L,ykfC
Uncharacterized component of anaerobic dehydrogenases,COG3381,R,torD
Uncharacterized component of anaerobic dehydrogenases,COG3381,R,ycdY
Uncharacterized component of anaerobic dehydrogenases,COG3381,R,ynfI
Uncharacterized conserved protein,COG3384,S,ygiD
FOG: Transposase and inactivated derivatives,COG3385,L,yi41
FOG: Transposase and inactivated derivatives,COG3385,L,yi81
FOG: Transposase and inactivated derivatives,COG3385,L,yi81_g1
FOG: Transposase and inactivated derivatives,COG3385,L,yi81_g2
Uncharacterized conserved protein,COG3391,S,yncE
Uncharacterized protein conserved in bacteria,COG3394,S,chbG
Uncharacterized protein conserved in bacteria,COG3395,S,ygbK
Uncharacterized conserved protein,COG3396,S,ydbO
Uncharacterized conserved protein,COG3396,S,ydbP
Endoglucanase Y,COG3405,G,yhjM
Uncharacterized protein conserved in bacteria,COG3412,S,ycgC_1
"Phosphotransferase system, galactitol-specific IIB component",COG3414,G,gatB
"Phosphotransferase system, galactitol-specific IIB component",COG3414,G,sgaB
Collagen-binding surface adhesin SpaP (antigen I/II family),COG3417,R,ycfM
Flagellar biosynthesis/type III secretory pathway chaperone,COG3418,N,flgN
Flagellar biosynthesis/type III secretory pathway chaperone,COG3418,U,flgN
Flagellar biosynthesis/type III secretory pathway chaperone,COG3418,O,flgN
Uncharacterized conserved protein,COG3422,S,yegP
Predicted transcriptional regulator,COG3423,K,sfsB
Aryl carrier domain,COG3433,Q,entB_2
Predicted periplasmic or secreted protein,COG3443,R,yodA
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB",COG3444,G,agaB
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB",COG3444,G,agaV
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB",COG3444,G,manX_2
Acid-induced glycyl radical enzyme,COG3445,R,yfiD
Predicted integral membrane sensor domain,COG3447,T,yegE_1
DNA gyrase inhibitor,COG3449,L,sbmC
DNA gyrase inhibitor,COG3449,L,ygiV
Metal-dependent hydrolase involved in phosphonate metabolism,COG3454,P,phnM
Predicted amino acid racemase,COG3457,E,yhfX
Uncharacterized enzyme of phenylacetate metabolism,COG3460,Q,ynbF
"Type V secretory pathway, adhesin AidA",COG3468,M,b1169
"Type V secretory pathway, adhesin AidA",COG3468,M,b1170
"Type V secretory pathway, adhesin AidA",COG3468,M,flu
"Type V secretory pathway, adhesin AidA",COG3468,M,yaiU
"Type V secretory pathway, adhesin AidA",COG3468,M,ycgV_2
"Type V secretory pathway, adhesin AidA",COG3468,M,ydeU
"Type V secretory pathway, adhesin AidA",COG3468,M,ydhQ
"Type V secretory pathway, adhesin AidA",COG3468,U,b1169
"Type V secretory pathway, adhesin AidA",COG3468,U,b1170
"Type V secretory pathway, adhesin AidA",COG3468,U,flu
"Type V secretory pathway, adhesin AidA",COG3468,U,yaiU
"Type V secretory pathway, adhesin AidA",COG3468,U,ycgV_2
"Type V secretory pathway, adhesin AidA",COG3468,U,ydeU
"Type V secretory pathway, adhesin AidA",COG3468,U,ydhQ
Predicted periplasmic/secreted protein,COG3477,S,yagU
Phage protein D,COG3500,R,yegZ
Beta-xylosidase,COG3507,G,yagH
"P pilus assembly protein, pilin FimA",COG3539,N,fimA
"P pilus assembly protein, pilin FimA",COG3539,N,fimF
"P pilus assembly protein, pilin FimA",COG3539,N,fimG
"P pilus assembly protein, pilin FimA",COG3539,N,fimI
"P pilus assembly protein, pilin FimA",COG3539,N,sfmA
"P pilus assembly protein, pilin FimA",COG3539,N,sfmF
"P pilus assembly protein, pilin FimA",COG3539,N,sfmH
"P pilus assembly protein, pilin FimA",COG3539,U,fimA
"P pilus assembly protein, pilin FimA",COG3539,U,fimF
"P pilus assembly protein, pilin FimA",COG3539,U,fimG
"P pilus assembly protein, pilin FimA",COG3539,U,fimI
"P pilus assembly protein, pilin FimA",COG3539,U,sfmA
"P pilus assembly protein, pilin FimA",COG3539,U,sfmF
"P pilus assembly protein, pilin FimA",COG3539,U,sfmH
Uncharacterized protein related to capsule biosynthesis enzymes,COG3550,R,hipA
Metal-dependent hydrolase,COG3568,R,ybhP
V8-like Glu-specific endopeptidase,COG3591,E,ydgD
Uncharacterized conserved protein,COG3592,S,yjdI
Predicted ATP-dependent endonuclease of the OLD family,COG3593,L,ybjD
Predicted GTPase,COG3596,R,yeeP
Predicted GTPase,COG3596,R,yfjP
Predicted GTPase,COG3596,R,ykfA
"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",COG3604,K,fhlA
"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",COG3604,K,hyfR
"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",COG3604,K,ygaA
"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",COG3604,T,fhlA
"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",COG3604,T,hyfR
"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains",COG3604,T,ygaA
Signal transduction protein containing GAF and PtsI domains,COG3605,T,ptsP
Uncharacterized conserved protein,COG3610,S,yjjB
"Uncharacterized protein/domain, possibly involved in tellurite resistance",COG3615,P,yeaR
Hydroxypyruvate isomerase,COG3622,G,gip
Hydroxypyruvate isomerase,COG3622,G,ygbM
Putative L-xylulose-5-phosphate 3-epimerase,COG3623,G,sgaU
Putative L-xylulose-5-phosphate 3-epimerase,COG3623,G,sgbU
Uncharacterized enzyme of phosphonate metabolism,COG3624,P,phnG
Uncharacterized enzyme of phosphonate metabolism,COG3625,P,phnH
Uncharacterized enzyme of phosphonate metabolism,COG3626,P,phnI
Uncharacterized enzyme of phosphonate metabolism,COG3627,P,phnJ
Na+/serine symporter,COG3633,E,sstT
"Alkyl hydroperoxide reductase, large subunit",COG3634,O,ahpF
Opacity protein and related surface antigens,COG3637,M,b1369
Opacity protein and related surface antigens,COG3637,M,b1371
Opacity protein and related surface antigens,COG3637,M,ompX
"ABC-type phosphate/phosphonate transport system, ATPase component",COG3638,P,phnC
"ABC-type phosphate/phosphonate transport system, permease component",COG3639,P,b4103
"ABC-type phosphate/phosphonate transport system, permease component",COG3639,P,phnE
Predicted membrane protein,COG3647,S,yjdF
G:T/U mismatch-specific DNA glycosylase,COG3663,L,ygjF
Transposase and inactivated derivatives,COG3677,L,insA_g1
Transposase and inactivated derivatives,COG3677,L,insA_g2
Transposase and inactivated derivatives,COG3677,L,insA_g3
Transposase and inactivated derivatives,COG3677,L,insA_g6
Transposase and inactivated derivatives,COG3677,L,insA_g5
Transposase and inactivated derivatives,COG3677,L,insA_g7
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,U,spy
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,U,yiiO
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,U,zra
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,N,spy
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,N,yiiO
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,N,zra
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,T,spy
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,T,yiiO
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,T,zra
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,P,spy
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,P,yiiO
"P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein",COG3678,P,zra
Uncharacterized conserved protein,COG3681,S,yhaN+M
"Tagatose-1,6-bisphosphate aldolase",COG3684,G,yihT
Uncharacterized protein conserved in bacteria,COG3685,S,yciE
Uncharacterized protein conserved in bacteria,COG3685,S,yciF
Uncharacterized protein conserved in bacteria,COG3691,S,yfcZ
Uncharacterized protein conserved in bacteria,COG3691,S,yiiS
Uncharacterized protein conserved in bacteria,COG3692,S,yifNm
Predicted methylated DNA-protein cysteine methyltransferase,COG3695,L,ybaZ
Putative silver efflux pump,COG3696,P,ybdE
Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase),COG3697,H,citX
Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase),COG3697,I,citX
Predicted periplasmic protein,COG3698,S,yigEm
Acid phosphatase (class B),COG3700,R,aphA
Uncharacterized protein involved in cation transport,COG3703,P,chaC
Uncharacterized component of phosphonate metabolism,COG3709,P,phnN
DNA-binding winged-HTH domains,COG3710,K,cadC_1
DNA-binding winged-HTH domains,COG3710,K,ygeH_1
DNA-binding winged-HTH domains,COG3710,K,yqeI
Transcriptional antiterminator,COG3711,K,bglG
Transcriptional antiterminator,COG3711,K,csiE
Transcriptional antiterminator,COG3711,K,frvR_1
"Fe2+-dicitrate sensor, membrane component",COG3712,P,fecR
"Fe2+-dicitrate sensor, membrane component",COG3712,T,fecR
Outer membrane protein V,COG3713,M,yeaF
Outer membrane protein V,COG3713,M,yiaT
Predicted membrane protein,COG3714,S,yhhN
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC",COG3715,G,agaC
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC",COG3715,G,agaW
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC",COG3715,G,manY
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID",COG3716,G,agaD
"Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID",COG3716,G,manZ
5-keto 4-deoxyuronate isomerase,COG3717,G,kduI
Ribonuclease I,COG3719,J,rna
Transcriptional regulator,COG3722,K,mtlR
Transcriptional regulator,COG3722,K,yggD
Recombinational DNA repair protein (RecE pathway),COG3723,L,recT
Succinylarginine dihydrolase,COG3724,E,astB
Membrane protein required for beta-lactamase induction,COG3725,V,ampE
Uncharacterized membrane protein affecting hemolysin expression,COG3726,R,smp
DNA G:T-mismatch repair endonuclease,COG3727,L,vsr
General stress protein,COG3729,R,yciG
Phosphotransferase system sorbitol-specific component IIC,COG3730,G,srlA
Phosphotransferase system sorbitol-specific component IIA,COG3731,G,srlB
Phosphotransferase system sorbitol-specific component IIBC,COG3732,G,srlE
Cu2+-containing amine oxidase,COG3733,Q,tynA
2-keto-3-deoxy-galactonokinase,COG3734,G,dgoK
Uncharacterized protein conserved in bacteria,COG3735,S,ybaP
Uncharacterized protein conserved in bacteria,COG3738,S,yijF
Uncharacterized protein conserved in bacteria,COG3753,S,yidB
Uncharacterized protein conserved in bacteria,COG3755,S,yecT
Uncharacterized protein conserved in bacteria,COG3756,S,ydaU_1
"Lyzozyme M1 (1,4-beta-N-acetylmuramidase)",COG3757,M,yegX
Uncharacterized protein conserved in bacteria,COG3758,S,ydjR
Chain length determinant protein,COG3765,M,fepE
Chain length determinant protein,COG3765,M,wzzB
Chain length determinant protein,COG3765,M,wzzE
Predicted membrane protein,COG3766,S,yjfL
Predicted membrane protein,COG3768,S,ycjF
Predicted hydrolase (HAD superfamily),COG3769,R,yedP
Murein endopeptidase,COG3770,M,mepA
Predicted membrane protein,COG3771,S,yciS
Phage-related lysozyme (muraminidase),COG3772,R,ybcS
Phage-related lysozyme (muraminidase),COG3772,R,ydfQ
"Phosphotransferase system, galactitol-specific IIC component",COG3775,G,gatC
"Phosphotransferase system, galactitol-specific IIC component",COG3775,G,sgcC
Predicted membrane protein,COG3776,S,yhhL
Uncharacterized protein conserved in bacteria,COG3778,S,ymfQ
Uncharacterized protein conserved in bacteria,COG3779,S,yegJ
Predicted membrane protein,COG3781,S,yneE
Soluble cytochrome b562,COG3783,C,cybC
Uncharacterized protein conserved in bacteria,COG3784,S,ydbL
Uncharacterized conserved protein,COG3785,S,yccV
Uncharacterized protein conserved in bacteria,COG3787,S,yhbP
"Uncharacterized relative of glutathione S-transferase, MAPEG superfamily",COG3788,R,yecN
Uncharacterized protein conserved in bacteria,COG3789,S,yjfI
Predicted membrane protein,COG3790,S,ybgE
"Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains",COG3829,K,ygeV
"Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains",COG3829,T,ygeV
Uncharacterized conserved protein,COG3831,S,molR_g1_1
Uncharacterized conserved protein,COG3831,S,yfeS_1
"ABC-type maltose transport systems, permease component",COG3833,G,malG
Sugar diacid utilization regulator,COG3835,K,yaeG
Sugar diacid utilization regulator,COG3835,T,yaeG
"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",COG3836,G,yfaU
"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",COG3836,G,yhaF
"ABC-type sugar transport systems, ATPase components",COG3839,G,malK
"ABC-type sugar transport systems, ATPase components",COG3839,G,ugpC
"ABC-type sugar transport systems, ATPase components",COG3839,G,ycjV
"ABC-type thiamine transport system, ATPase component",COG3840,H,thiQ
"ABC-type spermidine/putrescine transport systems, ATPase components",COG3842,E,afuC
"ABC-type spermidine/putrescine transport systems, ATPase components",COG3842,E,potA
"ABC-type spermidine/putrescine transport systems, ATPase components",COG3842,E,potG
"ABC-type spermidine/putrescine transport systems, ATPase components",COG3842,E,ydcT
"Signal transduction histidine kinase, nitrate/nitrite-specific",COG3850,T,narQ
"Signal transduction histidine kinase, nitrate/nitrite-specific",COG3850,T,narX
"Signal transduction histidine kinase, glucose-6-phosphate specific",COG3851,T,uhpB
"Signal transduction histidine kinase, nitrogen specific",COG3852,T,glnL
Predicted periplasmic protein,COG3895,R,ydhA
Primosomal replication protein N'',COG3923,L,priC
Predicted membrane protein,COG3924,S,yhdT
N-terminal domain of the phosphotransferase system fructose-specific component IIB,COG3925,G,fruA_1
Rod binding protein,COG3951,M,flgJ_1
Rod binding protein,COG3951,N,flgJ_1
Rod binding protein,COG3951,O,flgJ_1
Phosphoribulokinase,COG3954,C,prkB
Glyoxylate carboligase,COG3960,R,gcl
Predicted phosphoadenosine phosphosulfate sulfotransferase,COG3969,R,ybdN
2-keto-4-pentenoate hydratase,COG3971,Q,mhpD
Alanine-alpha-ketoisovalerate (or valine-pyruvate) aminotransferase,COG3977,E,avtA
"Acetolactate synthase (isozyme II), small (regulatory) subunit",COG3978,S,ilvM
"Type I site-specific restriction-modification system, R (restriction) subunit and related helicases",COG4096,V,hsdR
DNA uptake lipoprotein,COG4105,R,yfiO
Trans-aconitate methyltransferase,COG4106,R,tam
"ABC-type phosphonate transport system, ATPase component",COG4107,P,phnK
Peptide chain release factor RF-3,COG4108,J,prfC
Uncharacterized Fe-S protein,COG4114,R,fhuF
Thiosulfate reductase cytochrome B subunit (membrane anchoring protein),COG4117,C,ydhU
Uncharacterized conserved protein,COG4121,S,yfcK_1
Predicted O-methyltransferase,COG4123,R,yfiC
"ABC-type transport system involved in cytochrome c biogenesis, ATPase component",COG4133,O,ccmA
"ABC-type uncharacterized transport system, periplasmic component",COG4134,R,ynjB
"ABC-type uncharacterized transport system, permease component",COG4135,R,ynjC
"ABC-type uncharacterized transport system, ATPase component",COG4136,R,ynjD
"ABC-type uncharacterized transport system, permease component",COG4137,R,ypjD
"ABC-type cobalamin transport system, ATPase component",COG4138,H,btuD
"ABC-type cobalamin transport system, permease component",COG4139,H,btuC
"ABC-type thiamine transport system, periplasmic component",COG4143,H,tbpA
Na+/panthothenate symporter,COG4145,H,panF
Predicted symporter,COG4146,R,yidK
Predicted symporter,COG4147,R,yjcG
"ABC-type molybdate transport system, ATPase component",COG4148,P,modC
"ABC-type molybdate transport system, permease component",COG4149,P,modB
"ABC-type sulfate transport system, periplasmic component",COG4150,P,cysP
Fucose dissimilation pathway protein FucU,COG4154,G,fucU
"ABC-type arginine/histidine transport system, permease component",COG4160,E,artM
"ABC-type arginine/histidine transport system, permease component",COG4160,E,hisM
"ABC-type arginine transport system, ATPase component",COG4161,E,artP
"ABC-type oligopeptide transport system, periplasmic component",COG4166,E,mppA
"ABC-type oligopeptide transport system, periplasmic component",COG4166,E,oppA
"ABC-type oligopeptide transport system, periplasmic component",COG4166,E,sapA
"ABC-type oligopeptide transport system, periplasmic component",COG4166,E,yejA
"ABC-type oligopeptide transport system, periplasmic component",COG4166,E,ygiS
"ABC-type antimicrobial peptide transport system, ATPase component",COG4167,V,sapF
