uniprot,desc,gene,cog_class_letter,cog_desc,cog_class
P75818,Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1,ybjP,Not Assigned,Not Assigned,Not Assigned
P0A8C1,UPF0145 protein ybjQ OS=Escherichia coli (strain K12) GN=ybjQ PE=1 SV=1,ybjQ,S,Function unknown,Poorly Characterized
P75821,Uncharacterized protein ybjS OS=Escherichia coli (strain K12) GN=ybjS PE=4 SV=2,ybjS,MG,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P75822,Uncharacterized protein ybjT OS=Escherichia coli (strain K12) GN=ybjT PE=4 SV=2,ybjT,MG,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P75829,Uncharacterized protein ybjX OS=Escherichia coli (strain K12) GN=ybjX PE=4 SV=1,ybjX,S,Function unknown,Poorly Characterized
P21367,Uncharacterized protein ycaC OS=Escherichia coli (strain K12) GN=ycaC PE=1 SV=1,ycaC,Q,"Secondary metabolites biosynthesis, transport and catabolism",Metabolism
P75838,UPF0142 protein ycaO OS=Escherichia coli (strain K12) GN=ycaO PE=3 SV=2,ycaO,S,Function unknown,Poorly Characterized
P75839,UPF0702 transmembrane protein ycaP OS=Escherichia coli (strain K12) GN=ycaP PE=3 SV=1,ycaP,S,Function unknown,Poorly Characterized
P0AAZ7,UPF0434 protein ycaR OS=Escherichia coli (strain K12) GN=ycaR PE=1 SV=1,ycaR,S,Function unknown,Poorly Characterized
P75849,Uncharacterized protein ycbL OS=Escherichia coli (strain K12) GN=ycbL PE=3 SV=1,ycbL,R,General function prediction only,Poorly Characterized
P75863,Uncharacterized protein ycbX OS=Escherichia coli (strain K12) GN=ycbX PE=1 SV=1,ycbX,R,General function prediction only,Poorly Characterized
P75867,Putative Lon protease homolog OS=Escherichia coli (strain K12) GN=ycbZ PE=3 SV=1,ycbZ,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AB12,Inner membrane protein yccF OS=Escherichia coli (strain K12) GN=yccF PE=1 SV=1,yccF,S,Function unknown,Poorly Characterized
P0AB14,Uncharacterized protein yccJ OS=Escherichia coli (strain K12) GN=yccJ PE=4 SV=1,yccJ,Not Assigned,Not Assigned,Not Assigned
P75874,Uncharacterized protein yccU OS=Escherichia coli (strain K12) GN=yccU PE=1 SV=2,yccU,R,General function prediction only,Poorly Characterized
P0AB65,Acylphosphatase OS=Escherichia coli (strain K12) GN=yccX PE=1 SV=1,yccX,C,Energy production and conversion,Metabolism
P75914,Putative hydrolase ycdX OS=Escherichia coli (strain K12) GN=ycdX PE=1 SV=1,ycdX,ER,Amino acid transport and metabolism,Metabolism
P75915,Uncharacterized protein ycdY OS=Escherichia coli (strain K12) GN=ycdY PE=3 SV=1,ycdY,R,General function prediction only,Poorly Characterized
P24188,UPF0176 protein yceA OS=Escherichia coli (strain K12) GN=yceA PE=2 SV=2,yceA,R,General function prediction only,Poorly Characterized
P0AB26,Uncharacterized lipoprotein yceB OS=Escherichia coli (strain K12) GN=yceB PE=1 SV=1,yceB,Not Assigned,Not Assigned,Not Assigned
P0AB28,Uncharacterized protein yceD OS=Escherichia coli (strain K12) GN=yceD PE=4 SV=1,yceD,R,General function prediction only,Poorly Characterized
P0A729,Maf-like protein yceF OS=Escherichia coli (strain K12) GN=yceF PE=3 SV=1,yceF,D,"Cell cycle control, cell division, chromosome partitioning",Cellular Processes and Signaling
P28306,UPF0755 protein yceG OS=Escherichia coli (strain K12) GN=yceG PE=1 SV=2,yceG,R,General function prediction only,Poorly Characterized
P29217,UPF0502 protein yceH OS=Escherichia coli (strain K12) GN=yceH PE=1 SV=3,yceH,S,Function unknown,Poorly Characterized
P0A8X2,Protein yceI OS=Escherichia coli (strain K12) GN=yceI PE=1 SV=1,yceI,S,Function unknown,Poorly Characterized
P75931,Virulence factor mviM homolog OS=Escherichia coli (strain K12) GN=mviM PE=1 SV=1,yceM,R,General function prediction only,Poorly Characterized
P27431,Uncharacterized protein ycfD OS=Escherichia coli (strain K12) GN=ycfD PE=4 SV=2,ycfD,S,Function unknown,Poorly Characterized
P0AFQ7,Uncharacterized deoxyribonuclease ycfH OS=Escherichia coli (strain K12) GN=ycfH PE=1 SV=1,ycfH,L,"Replication, recombination and repair",Information Storage and Processing
P0A8E1,UPF0227 protein ycfP OS=Escherichia coli (strain K12) GN=ycfP PE=3 SV=1,ycfP,R,General function prediction only,Poorly Characterized
P75954,"Probable L,D-transpeptidase YcfS OS=Escherichia coli (strain K12) GN=ycfS PE=1 SV=1",ycfS,S,Function unknown,Poorly Characterized
P29013,Uncharacterized protein ycgB OS=Escherichia coli (strain K12) GN=ycgB PE=4 SV=2,ycgB,S,Function unknown,Poorly Characterized
P75989,HTH-type transcriptional repressor YcgE OS=Escherichia coli (strain K12) GN=ycgE PE=1 SV=1,ycgE,K,Transcription,Information Storage and Processing
P76001,Uncharacterized protein ycgJ OS=Escherichia coli (strain K12) GN=ycgJ PE=4 SV=1,ycgJ,Not Assigned,Not Assigned,Not Assigned
P0AB43,UPF0745 protein YcgL OS=Escherichia coli (strain K12) GN=ycgL PE=1 SV=2,ycgL,S,Function unknown,Poorly Characterized
P76004,Uncharacterized protein ycgM OS=Escherichia coli (strain K12) GN=ycgM PE=1 SV=1,ycgM,Q,"Secondary metabolites biosynthesis, transport and catabolism",Metabolism
P0ABU2,GTP-dependent nucleic acid-binding protein engD OS=Escherichia coli (strain K12) GN=engD PE=1 SV=2,ychF,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0AB49,Uncharacterized protein ychH OS=Escherichia coli (strain K12) GN=ychH PE=4 SV=1,ychH,Not Assigned,Not Assigned,Not Assigned
P37052,UPF0225 protein ychJ OS=Escherichia coli (strain K12) GN=ychJ PE=1 SV=2,ychJ,S,Function unknown,Poorly Characterized
P0AB52,Protein ychN OS=Escherichia coli (strain K12) GN=ychN PE=1 SV=1,ychN,P,Inorganic ion transport and metabolism,Metabolism
P0A8Z0,Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) GN=yciA PE=3 SV=1,yciA,I,Lipid transport and metabolism,Metabolism
P0A710,Probable intracellular septation protein OS=Escherichia coli (strain K12) GN=ispZ PE=1 SV=1,yciB,D,"Cell cycle control, cell division, chromosome partitioning",Cellular Processes and Signaling
P21365,UPF0259 membrane protein yciC OS=Escherichia coli (strain K12) GN=yciC PE=1 SV=2,yciC,Not Assigned,Not Assigned,Not Assigned
P21363,Protein yciE OS=Escherichia coli (strain K12) GN=yciE PE=1 SV=1,yciE,S,Function unknown,Poorly Characterized
P21362,Protein yciF OS=Escherichia coli (strain K12) GN=yciF PE=1 SV=1,yciF,S,Function unknown,Poorly Characterized
P21361,Uncharacterized protein yciG OS=Escherichia coli (strain K12) GN=yciG PE=1 SV=1,yciG,Not Assigned,Not Assigned,Not Assigned
P08245,Uncharacterized protein yciH OS=Escherichia coli (strain K12) GN=yciH PE=1 SV=1,yciH,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0AB55,Protein yciI OS=Escherichia coli (strain K12) GN=yciI PE=1 SV=1,yciI,S,Function unknown,Poorly Characterized
P31808,Uncharacterized oxidoreductase yciK OS=Escherichia coli (strain K12) GN=yciK PE=1 SV=3,yciK,IQR,Lipid transport and metabolism,Metabolism
P0AB61,Protein yciN OS=Escherichia coli (strain K12) GN=yciN PE=1 SV=1,yciN,Not Assigned,Not Assigned,Not Assigned
P0AFR4,Uncharacterized protein yciO OS=Escherichia coli (strain K12) GN=yciO PE=1 SV=1,yciO,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0ACV4,Inner membrane protein yciS OS=Escherichia coli (strain K12) GN=yciS PE=1 SV=1,yciS,S,Function unknown,Poorly Characterized
P76034,Uncharacterized HTH-type transcriptional regulator yciT OS=Escherichia coli (strain K12) GN=yciT PE=4 SV=1,yciT,KG,Transcription,Information Storage and Processing
P76035,Uncharacterized protein yciW OS=Escherichia coli (strain K12) GN=yciW PE=4 SV=2,yciW,S,Function unknown,Poorly Characterized
P0A8R7,UPF0283 membrane protein ycjF OS=Escherichia coli (strain K12) GN=ycjF PE=1 SV=1,ycjF,S,Function unknown,Poorly Characterized
P77615,Uncharacterized HTH-type transcriptional regulator ycjW OS=Escherichia coli (strain K12) GN=ycjW PE=1 SV=1,ycjW,K,Transcription,Information Storage and Processing
P76046,Uncharacterized protein ycjX OS=Escherichia coli (strain K12) GN=ycjX PE=1 SV=1,ycjX,R,General function prediction only,Poorly Characterized
P77302,Probable diguanylate cyclase YdaM OS=Escherichia coli (strain K12) GN=ydaM PE=1 SV=2,ydaM,T,Signal transduction mechanisms,Cellular Processes and Signaling
P25906,Putative oxidoreductase YdbC OS=Escherichia coli (strain K12) GN=ydbC PE=1 SV=1,ydbC,C,Energy production and conversion,Metabolism
P52647,Probable pyruvate-flavodoxin oxidoreductase OS=Escherichia coli (strain K12) GN=ydbK PE=3 SV=2,ydbK,C,Energy production and conversion,Metabolism
P76076,Uncharacterized protein ydbL OS=Escherichia coli (strain K12) GN=ydbL PE=4 SV=2,ydbL,S,Function unknown,Poorly Characterized
P34209,Protein ydcF OS=Escherichia coli (strain K12) GN=ydcF PE=1 SV=3,ydcF,S,Function unknown,Poorly Characterized
P0ACW6,Uncharacterized protein ydcH OS=Escherichia coli (strain K12) GN=ydcH PE=4 SV=2,ydcH,S,Function unknown,Poorly Characterized
P77171,Uncharacterized HTH-type transcriptional regulator ydcI OS=Escherichia coli (strain K12) GN=ydcI PE=4 SV=2,ydcI,K,Transcription,Information Storage and Processing
P76097,Uncharacterized protein ydcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1,ydcJ,S,Function unknown,Poorly Characterized
P64451,Uncharacterized lipoprotein ydcL OS=Escherichia coli (strain K12) GN=ydcL PE=4 SV=1,ydcL,Not Assigned,Not Assigned,Not Assigned
P76108,Putative ABC transporter periplasmic-binding protein ydcS OS=Escherichia coli (strain K12) GN=ydcS PE=3 SV=1,ydcS,E,Amino acid transport and metabolism,Metabolism
P77795,Uncharacterized ABC transporter ATP-binding protein YdcT OS=Escherichia coli (strain K12) GN=ydcT PE=3 SV=1,ydcT,E,Amino acid transport and metabolism,Metabolism
P64455,Uncharacterized protein ydcY OS=Escherichia coli (strain K12) GN=ydcY PE=4 SV=1,ydcY,Not Assigned,Not Assigned,Not Assigned
P37757,Uncharacterized isomerase yddE OS=Escherichia coli (strain K12) GN=yddE PE=1 SV=2,yddE,R,General function prediction only,Poorly Characterized
P76121,Uncharacterized protein yddH OS=Escherichia coli (strain K12) GN=yddH PE=3 SV=2,yddH,R,General function prediction only,Poorly Characterized
P67699,Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli (strain K12) GN=yddM PE=3 SV=1,yddM,R,General function prediction only,Poorly Characterized
P31129,Diguanylate cyclase YdeH OS=Escherichia coli (strain K12) GN=ydeH PE=1 SV=2,ydeH,T,Signal transduction mechanisms,Cellular Processes and Signaling
P31130,Uncharacterized protein ydeI OS=Escherichia coli (strain K12) GN=ydeI PE=4 SV=1,ydeI,S,Function unknown,Poorly Characterized
P31131,Protein YdeJ OS=Escherichia coli (strain K12) GN=ydeJ PE=3 SV=1,ydeJ,R,General function prediction only,Poorly Characterized
P77318,Uncharacterized sulfatase ydeN OS=Escherichia coli (strain K12) GN=ydeN PE=3 SV=2,ydeN,P,Inorganic ion transport and metabolism,Metabolism
P39831,NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) GN=ydfG PE=1 SV=2,ydfG,R,General function prediction only,Poorly Characterized
P76164,Uncharacterized protein ydfW in Qin prophage region OS=Escherichia coli (strain K12) GN=ydfW PE=5 SV=2,ydfW,Not Assigned,Not Assigned,Not Assigned
P64463,Putative selenoprotein ydfZ OS=Escherichia coli (strain K12) GN=ydfZ PE=1 SV=1,ydfZ,Not Assigned,Not Assigned,Not Assigned
P77804,Protein ydgA OS=Escherichia coli (strain K12) GN=ydgA PE=1 SV=1,ydgA,S,Function unknown,Poorly Characterized
P76177,Protein ydgH OS=Escherichia coli (strain K12) GN=ydgH PE=1 SV=1,ydgH,Not Assigned,Not Assigned,Not Assigned
P77376,Uncharacterized oxidoreductase ydgJ OS=Escherichia coli (strain K12) GN=ydgJ PE=1 SV=2,ydgJ,R,General function prediction only,Poorly Characterized
P76187,Oxidoreductase YdhF OS=Escherichia coli (strain K12) GN=ydhF PE=1 SV=2,ydhF,R,General function prediction only,Poorly Characterized
P77552,Uncharacterized protein ydhQ OS=Escherichia coli (strain K12) GN=ydhQ PE=4 SV=1,ydhQ,MU,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0ACX3,Putative monooxygenase ydhR OS=Escherichia coli (strain K12) GN=ydhR PE=1 SV=1,ydhR,Not Assigned,Not Assigned,Not Assigned
P77148,Uncharacterized protein ydhS OS=Escherichia coli (strain K12) GN=ydhS PE=1 SV=1,ydhS,S,Function unknown,Poorly Characterized
P0ACX5,Uncharacterized protein ydhZ OS=Escherichia coli (strain K12) GN=ydhZ PE=4 SV=1,ydhZ,Not Assigned,Not Assigned,Not Assigned
P0ACX9,Uncharacterized protein ydiE OS=Escherichia coli (strain K12) GN=ydiE PE=4 SV=1,ydiE,P,Inorganic ion transport and metabolism,Metabolism
P64476,Uncharacterized protein ydiH OS=Escherichia coli (strain K12) GN=ydiH PE=4 SV=2,ydiH,Not Assigned,Not Assigned,Not Assigned
P77781,Esterase YdiI OS=Escherichia coli (strain K12) GN=ydiI PE=1 SV=1,ydiI,Q,"Secondary metabolites biosynthesis, transport and catabolism",Metabolism
P77748,Uncharacterized protein ydiJ OS=Escherichia coli (strain K12) GN=ydiJ PE=4 SV=1,ydiJ,C,Energy production and conversion,Metabolism
P64479,Uncharacterized protein ydiZ OS=Escherichia coli (strain K12) GN=ydiZ PE=4 SV=1,ydiZ,Not Assigned,Not Assigned,Not Assigned
P0ACY1,Putative NAD(P)H nitroreductase ydjA OS=Escherichia coli (strain K12) GN=ydjA PE=1 SV=1,ydjA,C,Energy production and conversion,Metabolism
P77721,Uncharacterized HTH-type transcriptional regulator ydjF OS=Escherichia coli (strain K12) GN=ydjF PE=1 SV=1,ydjF,KG,Transcription,Information Storage and Processing
P77529,Uncharacterized symporter ydjN OS=Escherichia coli (strain K12) GN=ydjN PE=3 SV=1,ydjN,R,General function prediction only,Poorly Characterized
P76220,Uncharacterized protein ydjY OS=Escherichia coli (strain K12) GN=ydjY PE=4 SV=2,ydjY,Not Assigned,Not Assigned,Not Assigned
P76231,Uncharacterized protein yeaC OS=Escherichia coli (strain K12) GN=yeaC PE=4 SV=2,yeaC,S,Function unknown,Poorly Characterized
P39173,Putative glucose-6-phosphate 1-epimerase OS=Escherichia coli (strain K12) GN=yeaD PE=1 SV=2,yeaD,G,Carbohydrate transport and metabolism,Metabolism
P0ACY3,Uncharacterized protein yeaG OS=Escherichia coli (strain K12) GN=yeaG PE=3 SV=1,yeaG,T,Signal transduction mechanisms,Cellular Processes and Signaling
P76235,UPF0229 protein yeaH OS=Escherichia coli (strain K12) GN=yeaH PE=3 SV=1,yeaH,S,Function unknown,Poorly Characterized
P76237,Putative diguanylate cylase YeaJ OS=Escherichia coli (strain K12) GN=yeaJ PE=2 SV=2,yeaJ,T,Signal transduction mechanisms,Cellular Processes and Signaling
P64483,Uncharacterized protein yeaK OS=Escherichia coli (strain K12) GN=yeaK PE=4 SV=1,yeaK,S,Function unknown,Poorly Characterized
P76243,Uncharacterized protein yeaO OS=Escherichia coli (strain K12) GN=yeaO PE=1 SV=2,yeaO,S,Function unknown,Poorly Characterized
P64488,Uncharacterized protein yeaR OS=Escherichia coli (strain K12) GN=yeaR PE=1 SV=1,yeaR,P,Inorganic ion transport and metabolism,Metabolism
P0AA91,Uncharacterized lipoprotein yeaY OS=Escherichia coli (strain K12) GN=yeaY PE=4 SV=1,yeaY,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A8A0,UPF0082 protein yebC OS=Escherichia coli (strain K12) GN=yebC PE=1 SV=1,yebC,S,Function unknown,Poorly Characterized
P33218,Inner membrane protein yebE OS=Escherichia coli (strain K12) GN=yebE PE=1 SV=2,yebE,S,Function unknown,Poorly Characterized
P33219,Protein yebF OS=Escherichia coli (strain K12) GN=yebF PE=1 SV=2,yebF,Not Assigned,Not Assigned,Not Assigned
P0ACY9,Uncharacterized protein yebG OS=Escherichia coli (strain K12) GN=yebG PE=4 SV=1,yebG,S,Function unknown,Poorly Characterized
P64499,Uncharacterized protein yebO OS=Escherichia coli (strain K12) GN=yebO PE=4 SV=1,yebO,Not Assigned,Not Assigned,Not Assigned
P76272,Uncharacterized protein yebT OS=Escherichia coli (strain K12) GN=yebT PE=1 SV=2,yebT,R,General function prediction only,Poorly Characterized
P64503,Uncharacterized protein yebV OS=Escherichia coli (strain K12) GN=yebV PE=4 SV=1,yebV,Not Assigned,Not Assigned,Not Assigned
P64506,Uncharacterized protein yebY OS=Escherichia coli (strain K12) GN=yebY PE=4 SV=1,yebY,Not Assigned,Not Assigned,Not Assigned
P0AD05,Uncharacterized protein yecA OS=Escherichia coli (strain K12) GN=yecA PE=4 SV=1,yecA,R,General function prediction only,Poorly Characterized
P37774,Uncharacterized amino-acid ABC transporter ATP-binding protein YecC OS=Escherichia coli (strain K12) GN=yecC PE=3 SV=2,yecC,E,Amino acid transport and metabolism,Metabolism
P0ADI7,Isochorismatase family protein yecD OS=Escherichia coli (strain K12) GN=yecD PE=1 SV=2,yecD,Q,"Secondary metabolites biosynthesis, transport and catabolism",Metabolism
P37348,UPF0759 protein yecE OS=Escherichia coli (strain K12) GN=yecE PE=1 SV=4,yecE,S,Function unknown,Poorly Characterized
P0AD07,Uncharacterized protein yecF OS=Escherichia coli (strain K12) GN=yecF PE=4 SV=1,yecF,Not Assigned,Not Assigned,Not Assigned
P0AD10,Uncharacterized protein yecJ OS=Escherichia coli (strain K12) GN=yecJ PE=4 SV=1,yecJ,Not Assigned,Not Assigned,Not Assigned
P52007,Protein yecM OS=Escherichia coli (strain K12) GN=yecM PE=1 SV=3,yecM,S,Function unknown,Poorly Characterized
P0AFT2,Inner membrane amino-acid ABC transporter permease protein yecS OS=Escherichia coli (strain K12) GN=yecS PE=1 SV=1,yecS,E,Amino acid transport and metabolism,Metabolism
P31063,Uncharacterized lipoprotein yedD OS=Escherichia coli (strain K12) GN=yedD PE=4 SV=1,yedD,Not Assigned,Not Assigned,Not Assigned
P31064,UPF0394 inner membrane protein yedE OS=Escherichia coli (strain K12) GN=yedE PE=1 SV=1,yedE,R,General function prediction only,Poorly Characterized
P0AA31,UPF0033 protein yedF OS=Escherichia coli (strain K12) GN=yedF PE=1 SV=1,yedF,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P76318,Uncharacterized protein yedK OS=Escherichia coli (strain K12) GN=yedK PE=1 SV=2,yedK,S,Function unknown,Poorly Characterized
P76329,Putative mannosyl-3-phosphoglycerate phosphatase OS=Escherichia coli (strain K12) GN=yedP PE=1 SV=1,yedP,R,General function prediction only,Poorly Characterized
P76330,Probable diguanylate cyclase YedQ OS=Escherichia coli (strain K12) GN=yedQ PE=2 SV=2,yedQ,T,Signal transduction mechanisms,Cellular Processes and Signaling
P76339,Putative sensor-like histidine kinase yedV OS=Escherichia coli (strain K12) GN=yedV PE=1 SV=1,yedV,T,Signal transduction mechanisms,Cellular Processes and Signaling
P76342,Sulfoxide reductase catalytic subunit yedY OS=Escherichia coli (strain K12) GN=yedY PE=1 SV=1,yedY,R,General function prediction only,Poorly Characterized
P33014,UPF0033 protein yeeD OS=Escherichia coli (strain K12) GN=yeeD PE=3 SV=1,yeeD,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
