Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	searches
P0AA99	reviewed	Putative L,D-transpeptidase YafK (EC 2.-.-.-)	yafK b0224 JW0214		YAFK_ECOLI	GO:0008360; GO:0009252; GO:0016757; GO:0016787; GO:0071555	hydrolase activity [GO:0016787]; transferase activity, transferring glycosyl groups [GO:0016757]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	28,021		KW-0133; KW-0328; KW-0378; KW-0573; KW-0732; KW-0808; KW-0961; KW-1185	P0AA99
P29013	reviewed	Uncharacterized protein YcgB	ycgB b1188 JW1177		YCGB_ECOLI	GO:0006974	cellular response to DNA damage stimulus [GO:0006974]	cellular response to DNA damage stimulus [GO:0006974]	60,814		KW-1185	P29013
P13001	reviewed	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	bioH bioB b3412 JW3375		BIOH_ECOLI	GO:0005737; GO:0009102; GO:0052689; GO:0090499	cytoplasm [GO:0005737]; carboxylic ester hydrolase activity [GO:0052689]; pimelyl-[acyl-carrier protein] methyl ester esterase activity [GO:0090499]; biotin biosynthetic process [GO:0009102]	biotin biosynthetic process [GO:0009102]	28,505		KW-0002; KW-0093; KW-0378; KW-0719; KW-0963; KW-1185	P13001
P0A8Y8	reviewed	Proofreading thioesterase EntH (EC 3.1.2.-) (Enterobactin synthase component H) (p15)	entH ybdB b0597 JW0589		ENTH_ECOLI	GO:0005829; GO:0009239; GO:0016289; GO:0016788; GO:0016790; GO:0042802; GO:0061522	cytosol [GO:0005829]; 1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity [GO:0061522]; CoA hydrolase activity [GO:0016289]; hydrolase activity, acting on ester bonds [GO:0016788]; identical protein binding [GO:0042802]; thiolester hydrolase activity [GO:0016790]; enterobactin biosynthetic process [GO:0009239]	enterobactin biosynthetic process [GO:0009239]	14,970		KW-0002; KW-0378; KW-0963; KW-1185	P0A8Y8
P77554	reviewed	Uncharacterized protein YahJ	yahJ b0324 JW0316		YAHJ_ECOLI	GO:0005829; GO:0016810	cytosol [GO:0005829]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]		50,549		KW-0732; KW-1185	P77554
P77721	reviewed	Uncharacterized HTH-type transcriptional regulator YdjF	ydjF b1770 JW1759		YDJF_ECOLI	GO:0003677; GO:0003700	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		28,261		KW-0238; KW-0804; KW-0805; KW-1185	P77721
P37344	reviewed	Psp operon transcriptional activator (Phage shock protein F)	pspF ycjB b1303 JW1296		PSPF_ECOLI	GO:0000160; GO:0003677; GO:0005524; GO:0005737; GO:0008134; GO:0043565; GO:0045892; GO:0045893	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; negative regulation of transcription, DNA-templated [GO:0045892]; phosphorelay signal transduction system [GO:0000160]; positive regulation of transcription, DNA-templated [GO:0045893]	negative regulation of transcription, DNA-templated [GO:0045892]; phosphorelay signal transduction system [GO:0000160]; positive regulation of transcription, DNA-templated [GO:0045893]	36,986		KW-0002; KW-0010; KW-0067; KW-0238; KW-0547; KW-0804; KW-0805; KW-0902; KW-0963; KW-1185	P37344
P23837	reviewed	Sensor protein PhoQ (EC 2.7.13.3) (EC 3.1.3.-) (Sensor histidine protein kinase/phosphatase PhoQ)	phoQ b1129 JW1115		PHOQ_ECOLI	GO:0000155; GO:0000160; GO:0004721; GO:0005524; GO:0005886; GO:0005887; GO:0007234; GO:0010350; GO:0016301; GO:0023014; GO:0042802; GO:0046777; GO:0046872	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to magnesium starvation [GO:0010350]; osmosensory signaling via phosphorelay pathway [GO:0007234]; phosphorelay signal transduction system [GO:0000160]; protein autophosphorylation [GO:0046777]; signal transduction by protein phosphorylation [GO:0023014]	cellular response to magnesium starvation [GO:0010350]; osmosensory signaling via phosphorelay pathway [GO:0007234]; phosphorelay signal transduction system [GO:0000160]; protein autophosphorylation [GO:0046777]; signal transduction by protein phosphorylation [GO:0023014]	55,300	METAL 151;  /note="Divalent metal cation"; METAL 152;  /note="Divalent metal cation"; METAL 385;  /note="Magnesium"; METAL 442;  /note="Magnesium"	KW-0002; KW-0067; KW-0378; KW-0418; KW-0460; KW-0472; KW-0479; KW-0547; KW-0597; KW-0808; KW-0812; KW-0902; KW-0903; KW-0904; KW-0997; KW-1003; KW-1133; KW-1185	P23837
P0C0K3	reviewed	Stress response kinase A (EC 2.7.11.1) (Serine/threonine protein kinase YihE) (Serine/threonine-protein kinase SrkA)	srkA rdoA yihE b3859 JW3831	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000305|PubMed:17302814};  Note=May bind 2 Mg(2+) ions. {ECO:0000305|PubMed:17302814};	SRKA_ECOLI	GO:0000287; GO:0004674; GO:0005524; GO:0005737	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine/threonine kinase activity [GO:0004674]		38,120	METAL 206;  /note="Magnesium";  /evidence="ECO:0000255|HAMAP-Rule:MF_01497, ECO:0000305|PubMed:17302814"; METAL 217;  /note="Magnesium";  /evidence="ECO:0000255|HAMAP-Rule:MF_01497, ECO:0000305|PubMed:17302814"	KW-0002; KW-0067; KW-0346; KW-0418; KW-0460; KW-0479; KW-0547; KW-0597; KW-0723; KW-0808; KW-0963; KW-1185	P0C0K3
P37649	reviewed	Probable cyclic di-GMP phosphodiesterase PdeK (EC 3.1.4.52)	pdeK yhjK b3529 JW5943		PDEK_ECOLI	GO:0005886; GO:0007165; GO:0016021; GO:0071111	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; signal transduction [GO:0007165]	signal transduction [GO:0007165]	74,381		KW-0378; KW-0472; KW-0812; KW-0973; KW-1003; KW-1133; KW-1185	P37649
P19636	reviewed	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7) (Ethanolamine ammonia-lyase small subunit)	eutC b2440 JW2433	COFACTOR: Name=adenosylcob(III)alamin; Xref=ChEBI:CHEBI:18408; 	EUTC_ECOLI	GO:0006520; GO:0008851; GO:0009350; GO:0031419; GO:0046336	ethanolamine ammonia-lyase complex [GO:0009350]; cobalamin binding [GO:0031419]; ethanolamine ammonia-lyase activity [GO:0008851]; cellular amino acid metabolic process [GO:0006520]; ethanolamine catabolic process [GO:0046336]	cellular amino acid metabolic process [GO:0006520]; ethanolamine catabolic process [GO:0046336]	31,782		KW-0002; KW-0170; KW-0456; KW-0846; KW-0903; KW-1185	P19636
P64612	reviewed	Cell division protein ZapE (Z ring-associated protein ZapE)	zapE yhcM b3232 JW3201		ZAPE_ECOLI	GO:0005524; GO:0005737; GO:0007049; GO:0016887; GO:0032153; GO:0051301	cell division site [GO:0032153]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; cell cycle [GO:0007049]; cell division [GO:0051301]	cell cycle [GO:0007049]; cell division [GO:0051301]	43,064		KW-0067; KW-0131; KW-0132; KW-0378; KW-0547; KW-0963; KW-1185	P64612
P37659	reviewed	Cellulose biosynthesis protein BcsG	bcsG yhjU b3538 JW3506		BCSG_ECOLI	GO:0003824; GO:0005886; GO:0016021; GO:0030244	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; catalytic activity [GO:0003824]; cellulose biosynthetic process [GO:0030244]	cellulose biosynthetic process [GO:0030244]	62,032		KW-0135; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P37659
P64448	reviewed	Uncharacterized protein YnbE	ynbE b1382 JW1377		YNBE_ECOLI				6,840		KW-1185	P64448
P75713	reviewed	(S)-ureidoglycine aminohydrolase (UGHY) (UGlyAH) (EC 3.5.3.26)	allE glxB6 ylbA b0515 JW0503	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:20038185};  Note=Also able to use Co(2+)). {ECO:0000269|PubMed:20038185};	ALLE_ECOLI	GO:0005737; GO:0006144; GO:0030145; GO:0071522	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; ureidoglycine aminohydrolase activity [GO:0071522]; purine nucleobase metabolic process [GO:0006144]	purine nucleobase metabolic process [GO:0006144]	28,730	METAL 196;  /note="Manganese";  /evidence="ECO:0000250|UniProtKB:Q8GXV5"; METAL 198;  /note="Manganese";  /evidence="ECO:0000250|UniProtKB:Q8GXV5"; METAL 202;  /note="Manganese";  /evidence="ECO:0000250|UniProtKB:Q8GXV5"; METAL 236;  /note="Manganese";  /evidence="ECO:0000250|UniProtKB:Q8GXV5"	KW-0002; KW-0378; KW-0464; KW-0479; KW-0659; KW-0963; KW-1185	P75713
P0A6E9	reviewed	ATP-dependent dethiobiotin synthetase BioD 2 (EC 6.3.3.3) (DTB synthetase 2) (DTBS 2) (Dethiobiotin synthase 2)	bioD2 ynfK b1593 JW5264	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00336}; 	BIOD2_ECOLI	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102	cytosol [GO:0005829]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102]	biotin biosynthetic process [GO:0009102]	24,981	METAL 17;  /note="Magnesium 2";  /evidence="ECO:0000255|HAMAP-Rule:MF_00336"; METAL 55;  /note="Magnesium 2";  /evidence="ECO:0000255|HAMAP-Rule:MF_00336"; METAL 112;  /note="Magnesium 2";  /evidence="ECO:0000255|HAMAP-Rule:MF_00336"	KW-0067; KW-0093; KW-0436; KW-0460; KW-0479; KW-0547; KW-0963; KW-1185	P0A6E9
P05804	reviewed	Beta-glucuronidase (GUS) (EC 3.2.1.31) (Beta-D-glucuronoside glucuronosohydrolase)	uidA gurA gusA b1617 JW1609		BGLR_ECOLI	GO:0004566; GO:0005829; GO:0019391; GO:0030246; GO:0042802; GO:0051289	cytosol [GO:0005829]; beta-glucuronidase activity [GO:0004566]; carbohydrate binding [GO:0030246]; identical protein binding [GO:0042802]; glucuronoside catabolic process [GO:0019391]; protein homotetramerization [GO:0051289]	glucuronoside catabolic process [GO:0019391]; protein homotetramerization [GO:0051289]	68,447		KW-0002; KW-0326; KW-0378; KW-0903; KW-1185	P05804
P0A915	reviewed	Outer membrane protein W	ompW yciD b1256 JW1248		OMPW_ECOLI	GO:0009279; GO:0016021; GO:0055085	cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	22,928		KW-0002; KW-0472; KW-0732; KW-0812; KW-0903; KW-0998; KW-1134; KW-1185	P0A915
P0AE63	reviewed	Putative cation transport regulator ChaB	chaB b1217 JW1208		CHAB_ECOLI				8,945		KW-0804; KW-0805; KW-1185	P0AE63
P0A7Y4	reviewed	Ribonuclease HI (RNase HI) (EC 3.1.26.4) (Ribonuclease H) (RNase H)	rnhA dasF herA rnh sdrA b0214 JW0204	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:9852071};  Note=Binds 1 Mg(2+) ion per subunit in the absence of substrate. Requires millimolar levels of Mg(2+) for maximal activity. Has low activity at micromolar concentrations of Mn(2+) and is inhibited at higher Mn(2+) levels. Can bind a second metal ion at a regulatory site, or after substrate binding. {ECO:0000269|PubMed:9852071};	RNH_ECOLI	GO:0000287; GO:0003676; GO:0004519; GO:0004523; GO:0005737; GO:0043137; GO:0090502	cytoplasm [GO:0005737]; endonuclease activity [GO:0004519]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]	DNA replication, removal of RNA primer [GO:0043137]; RNA phosphodiester bond hydrolysis, endonucleolytic [GO:0090502]	17,597	METAL 10;  /note="Magnesium 1";  /evidence="ECO:0000269|PubMed:1311386"; METAL 10;  /note="Magnesium 2";  /evidence="ECO:0000269|PubMed:1311386"; METAL 48;  /note="Magnesium 1";  /evidence="ECO:0000269|PubMed:1311386"; METAL 70;  /note="Magnesium 1";  /evidence="ECO:0000269|PubMed:1311386"; METAL 134;  /note="Magnesium 2";  /evidence="ECO:0000269|PubMed:1311386"	KW-0002; KW-0255; KW-0378; KW-0460; KW-0479; KW-0540; KW-0903; KW-0963; KW-1185	P0A7Y4
P30847	reviewed	Signal transduction histidine-protein kinase BaeS (EC 2.7.13.3)	baeS b2078 JW2063		BAES_ECOLI	GO:0000155; GO:0005524; GO:0005886; GO:0016021; GO:0023014; GO:0046777	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]; protein autophosphorylation [GO:0046777]; signal transduction by protein phosphorylation [GO:0023014]	protein autophosphorylation [GO:0046777]; signal transduction by protein phosphorylation [GO:0023014]	51,991		KW-0067; KW-0346; KW-0418; KW-0472; KW-0547; KW-0597; KW-0808; KW-0812; KW-0902; KW-0997; KW-1003; KW-1133; KW-1185	P30847
P69488	reviewed	Divalent-cation tolerance protein CutA (C-type cytochrome biogenesis protein CycY)	cutA cutA1 cycY b4137 JW4097	COFACTOR: Name=Cu cation; Xref=ChEBI:CHEBI:23378; Evidence={ECO:0000305|PubMed:12949080};  Note=Binds 1 copper ion per subunit. {ECO:0000305|PubMed:12949080};	CUTA_ECOLI	GO:0005507; GO:0005737; GO:0046688; GO:0046872; GO:0051260	cytoplasm [GO:0005737]; copper ion binding [GO:0005507]; metal ion binding [GO:0046872]; protein homooligomerization [GO:0051260]; response to copper ion [GO:0046688]	protein homooligomerization [GO:0051260]; response to copper ion [GO:0046688]	12,331	METAL 16;  /note="Copper";  /evidence="ECO:0000305"; METAL 83;  /note="Copper";  /evidence="ECO:0000305"; METAL 84;  /note="Copper";  /evidence="ECO:0000305"	KW-0002; KW-0186; KW-0479; KW-0963; KW-1185	P69488
P75782	reviewed	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	rlmF ybiN b0807 JW5107		RLMF_ECOLI	GO:0005737; GO:0052907; GO:0070475	cytoplasm [GO:0005737]; 23S rRNA (adenine(1618)-N(6))-methyltransferase activity [GO:0052907]; rRNA base methylation [GO:0070475]	rRNA base methylation [GO:0070475]	34,226		KW-0489; KW-0698; KW-0808; KW-0949; KW-0963; KW-1185	P75782
P76491	reviewed	5'-deoxynucleotidase YfbR (EC 3.1.3.89) (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase)	yfbR b2291 JW2288	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:15489502}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:15489502}; Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000269|PubMed:15489502};  Note=A divalent metal cation. Highest activity with Co(2+), followed by Mn(2+) and Cu(2+). {ECO:0000269|PubMed:15489502};	5DNU_ECOLI	GO:0000166; GO:0002953; GO:0005737; GO:0006226; GO:0010139; GO:0042802; GO:0050897	cytoplasm [GO:0005737]; 5'-deoxynucleotidase activity [GO:0002953]; cobalt ion binding [GO:0050897]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; dUMP biosynthetic process [GO:0006226]; pyrimidine deoxyribonucleotide salvage [GO:0010139]	dUMP biosynthetic process [GO:0006226]; pyrimidine deoxyribonucleotide salvage [GO:0010139]	22,708	METAL 33;  /note="Cobalt; via tele nitrogen"; METAL 68;  /note="Cobalt; via tele nitrogen"; METAL 69;  /note="Cobalt"; METAL 137;  /note="Cobalt"	KW-0002; KW-0170; KW-0186; KW-0378; KW-0464; KW-0479; KW-0547; KW-0963; KW-1185	P76491
P0A9T8	reviewed	Uncharacterized ABC transporter ATP-binding protein YbbA	ybbA b0495 JW0484		YBBA_ECOLI	GO:0005524; GO:0016887	ATP binding [GO:0005524]; ATPase activity [GO:0016887]		24,533		KW-0067; KW-0547; KW-0813; KW-1185	P0A9T8
P28306	reviewed	Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase)	mltG yceG b1097 JW1083		MLTG_ECOLI	GO:0000270; GO:0005886; GO:0005887; GO:0008932; GO:0008933; GO:0009252; GO:0016829; GO:0030288; GO:0071555	integral component of plasma membrane [GO:0005887]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; lyase activity [GO:0016829]; lytic endotransglycosylase activity [GO:0008932]; lytic transglycosylase activity [GO:0008933]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan metabolic process [GO:0000270]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan metabolic process [GO:0000270]	38,247		KW-0002; KW-0456; KW-0472; KW-0812; KW-0961; KW-0997; KW-1003; KW-1133; KW-1185	P28306
P75821	reviewed	Uncharacterized protein YbjS	ybjS b0868 JW5819		YBJS_ECOLI	GO:0003824; GO:0050662	catalytic activity [GO:0003824]; coenzyme binding [GO:0050662]		38,086		KW-1185	P75821
P0AGI1	reviewed	Ribose import permease protein RbsC	rbsC b3750 JW3729		RBSC_ECOLI	GO:0005886; GO:0005887; GO:0015591; GO:0015752; GO:0016021; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; D-ribose transmembrane transporter activity [GO:0015591]; D-ribose transmembrane transport [GO:0015752]	D-ribose transmembrane transport [GO:0015752]	33,452		KW-0472; KW-0762; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P0AGI1
P0AEV1	reviewed	Regulator of RpoS	rssB hnr sprE ychL b1235 JW1223		RSSB_ECOLI	GO:0000156; GO:0000976; GO:0001216; GO:0003700; GO:0005829; GO:0016989; GO:0031648; GO:0032993; GO:0045862	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; sigma factor antagonist activity [GO:0016989]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; positive regulation of proteolysis [GO:0045862]; protein destabilization [GO:0031648]	positive regulation of proteolysis [GO:0045862]; protein destabilization [GO:0031648]	37,302		KW-0002; KW-0346; KW-0597; KW-1185	P0AEV1
P29680	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	hemE b3997 JW3961		DCUP_ECOLI	GO:0004853; GO:0005829; GO:0006779; GO:0006780; GO:0006783; GO:0019353	cytosol [GO:0005829]; uroporphyrinogen decarboxylase activity [GO:0004853]; heme biosynthetic process [GO:0006783]; porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]; uroporphyrinogen III biosynthetic process [GO:0006780]	heme biosynthetic process [GO:0006783]; porphyrin-containing compound biosynthetic process [GO:0006779]; protoporphyrinogen IX biosynthetic process from glutamate [GO:0019353]; uroporphyrinogen III biosynthetic process [GO:0006780]	39,248		KW-0210; KW-0456; KW-0627; KW-0963; KW-1185	P29680
P33650	reviewed	Fe(2+) transporter FeoB (Ferrous iron transport protein B)	feoB b3409 JW3372		FEOB_ECOLI	GO:0005525; GO:0005623; GO:0005886; GO:0005887; GO:0006974; GO:0015093; GO:0042802; GO:0055072; GO:0098711	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; ferrous iron transmembrane transporter activity [GO:0015093]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; cellular response to DNA damage stimulus [GO:0006974]; iron ion homeostasis [GO:0055072]; iron ion import across plasma membrane [GO:0098711]	cellular response to DNA damage stimulus [GO:0006974]; iron ion homeostasis [GO:0055072]; iron ion import across plasma membrane [GO:0098711]	84,474		KW-0002; KW-0342; KW-0406; KW-0408; KW-0410; KW-0472; KW-0547; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	P33650
