cog_class,cog_desc,cog_letter,desc,gene,go_number,pathway,uniprot
Energy production and conversion,METABOLISM,C,NADH-quinone oxidoreductase subunit G,nuoG,42773.0,ATP synthesis coupled electron transport,P33602
Energy production and conversion,METABOLISM,CP,NADH-quinone oxidoreductase subunit L,nuoL,42773.0,ATP synthesis coupled electron transport,P33607
Energy production and conversion,METABOLISM,CP,NADH-quinone oxidoreductase subunit L,nuoL,15990.0,electron transport coupled proton transport,P33607
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal large subunit pseudouridine synthase D,rluD,455.0,enzyme-directed rRNA pseudouridine synthesis,P33643
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal large subunit pseudouridine synthase D,rluD,27.0,ribosomal large subunit assembly,P33643
Function unknown,POORLY CHARACTERIZED,S,UPF0124 protein yfiH,yfiH,,no associated pathway,P33644
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,mRNA interferase ChpB,chpB,30308.0,negative regulation of cell growth,P33647
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,mRNA interferase ChpB,chpB,43488.0,regulation of mRNA stability,P33647
Inorganic ion transport and metabolism,METABOLISM,P,Ferrous iron transport protein B,feoB,6974.0,cellular response to DNA damage stimulus,P33650
Inorganic ion transport and metabolism,METABOLISM,P,Ferrous iron transport protein B,feoB,55072.0,iron ion homeostasis,P33650
Inorganic ion transport and metabolism,METABOLISM,P,Ferrous iron transport protein B,feoB,98711.0,iron ion import across plasma membrane,P33650
General function prediction only,POORLY CHARACTERIZED,R,tRNA 2-selenouridine synthase,selU,70329.0,tRNA seleno-modification,P33667
General function prediction only,POORLY CHARACTERIZED,R,tRNA 2-selenouridine synthase,selU,2098.0,tRNA wobble uridine modification,P33667
Amino acid transport and metabolism,METABOLISM,E,Uncharacterized protein yejA,yejA,42884.0,microcin transport,P33913
Amino acid transport and metabolism,METABOLISM,E,Uncharacterized protein yejA,yejA,6857.0,oligopeptide transport,P33913
General function prediction only,POORLY CHARACTERIZED,R,Nucleoid-associated protein YejK,yejK,,no associated pathway,P33920
Energy production and conversion,METABOLISM,C,Periplasmic nitrate reductase,napA,9061.0,anaerobic respiration,P33937
Energy production and conversion,METABOLISM,C,Periplasmic nitrate reductase,napA,6777.0,Mo-molybdopterin cofactor biosynthetic process,P33937
Energy production and conversion,METABOLISM,C,Periplasmic nitrate reductase,napA,42128.0,nitrate assimilation,P33937
General function prediction only,POORLY CHARACTERIZED,R,Malate:quinone oxidoreductase,mqo,6099.0,tricarboxylic acid cycle,P33940
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,QP,ABC transporter ATP-binding protein YojI,yojI,42884.0,microcin transport,P33941
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,QP,ABC transporter ATP-binding protein YojI,yojI,46677.0,response to antibiotic,P33941
Function unknown,POORLY CHARACTERIZED,S,Protein ydcF,ydcF,,no associated pathway,P34209
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Alkyl hydroperoxide reductase subunit F,ahpF,45454.0,cell redox homeostasis,P35340
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Alkyl hydroperoxide reductase subunit F,ahpF,302.0,response to reactive oxygen species,P35340
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,N-acetylmuramoyl-L-alanine amidase AmiA,amiA,71555.0,cell wall organization,P36548
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,N-acetylmuramoyl-L-alanine amidase AmiA,amiA,9253.0,peptidoglycan catabolic process,P36548
Coenzyme transport and metabolism,METABOLISM,H,"Coproporphyrinogen-III oxidase, aerobic",hemF,6783.0,heme biosynthetic process,P36553
Coenzyme transport and metabolism,METABOLISM,H,"Coproporphyrinogen-III oxidase, aerobic",hemF,6782.0,protoporphyrinogen IX biosynthetic process,P36553
,,-,Acid shock protein,asr,10043.0,response to zinc ion,P36560
Coenzyme transport and metabolism,METABOLISM,H,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobT,9236.0,cobalamin biosynthetic process,P36562
Coenzyme transport and metabolism,METABOLISM,H,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobT,9163.0,nucleoside biosynthetic process,P36562
Coenzyme transport and metabolism,METABOLISM,H,Protein smtA,smtA,30488.0,tRNA methylation,P36566
Coenzyme transport and metabolism,METABOLISM,H,Protein smtA,smtA,2098.0,tRNA wobble uridine modification,P36566
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,Q,Blue copper oxidase CueO,cueO,10273.0,detoxification of copper ion,P36649
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,Q,Blue copper oxidase CueO,cueO,46688.0,response to copper ion,P36649
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Curved DNA-binding protein,cbpA,51085.0,chaperone cofactor-dependent protein refolding,P36659
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Curved DNA-binding protein,cbpA,42026.0,protein refolding,P36659
,,-,"dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase",wbbL,45226.0,extracellular polysaccharide biosynthetic process,P36667
,,-,"dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase",wbbL,9103.0,lipopolysaccharide biosynthetic process,P36667
Carbohydrate transport and metabolism,METABOLISM,G,PTS system trehalose-specific EIIBC component,treB,34219.0,carbohydrate transmembrane transport,P36672
Carbohydrate transport and metabolism,METABOLISM,G,PTS system trehalose-specific EIIBC component,treB,9401.0,phosphoenolpyruvate-dependent sugar phosphotransferase system,P36672
Carbohydrate transport and metabolism,METABOLISM,G,PTS system trehalose-specific EIIBC component,treB,15771.0,trehalose transport,P36672
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional regulator treR,treR,45892.0,"negative regulation of transcription, DNA-templated",P36673
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional regulator treR,treR,5991.0,trehalose metabolic process,P36673
Function unknown,POORLY CHARACTERIZED,S,UPF0289 protein yacF,zapD,917.0,division septum assembly,P36680
Function unknown,POORLY CHARACTERIZED,S,UPF0289 protein yacF,zapD,43093.0,FtsZ-dependent cytokinesis,P36680
Energy production and conversion,METABOLISM,C,Aconitate hydratase 2,acnB,6097.0,glyoxylate cycle,P36683
Energy production and conversion,METABOLISM,C,Aconitate hydratase 2,acnB,19629.0,"propionate catabolic process, 2-methylcitrate cycle",P36683
Energy production and conversion,METABOLISM,C,Aconitate hydratase 2,acnB,6417.0,regulation of translation,P36683
Energy production and conversion,METABOLISM,C,Aconitate hydratase 2,acnB,6099.0,tricarboxylic acid cycle,P36683
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Recombination-associated protein rdgC,rdgC,6310.0,DNA recombination,P36767
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Recombination-associated protein rdgC,rdgC,18.0,regulation of DNA recombination,P36767
Transcription,INFORMATION STORAGE AND PROCESSING,K,Probable HTH-type transcriptional regulator lrhA,lrhA,45892.0,"negative regulation of transcription, DNA-templated",P36771
Transcription,INFORMATION STORAGE AND PROCESSING,K,Probable HTH-type transcriptional regulator lrhA,lrhA,45893.0,"positive regulation of transcription, DNA-templated",P36771
Transcription,INFORMATION STORAGE AND PROCESSING,K,Probable HTH-type transcriptional regulator lrhA,lrhA,6355.0,"regulation of transcription, DNA-templated",P36771
Transcription,INFORMATION STORAGE AND PROCESSING,K,Probable HTH-type transcriptional regulator lrhA,lrhA,6351.0,"transcription, DNA-templated",P36771
Defense mechanisms,CELLULAR PROCESSES AND SIGNALING,V,Uncharacterized ABC transporter ATP-binding protein YadG,yadG,10165.0,response to X-ray,P36879
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Uncharacterized chaperone protein yegD,yegD,34605.0,cellular response to heat,P36928
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Uncharacterized chaperone protein yegD,yegD,34620.0,cellular response to unfolded protein,P36928
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Uncharacterized chaperone protein yegD,yegD,51085.0,chaperone cofactor-dependent protein refolding,P36928
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Uncharacterized chaperone protein yegD,yegD,42026.0,protein refolding,P36928
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Uncharacterized chaperone protein yegD,yegD,6986.0,response to unfolded protein,P36928
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal RNA small subunit methyltransferase B,rsmB,6355.0,"regulation of transcription, DNA-templated",P36929
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal RNA small subunit methyltransferase B,rsmB,70475.0,rRNA base methylation,P36929
,,-,Galactitol utilization operon repressor,gatR,,no associated pathway,P36930
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucomutase,pgm,19388.0,galactose catabolic process,P36938
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucomutase,pgm,6006.0,glucose metabolic process,P36938
Carbohydrate transport and metabolism,METABOLISM,G,Phosphoglucomutase,pgm,5978.0,glycogen biosynthetic process,P36938
General function prediction only,POORLY CHARACTERIZED,R,Ribosomal RNA large subunit methyltransferase N,rlmN,46677.0,response to antibiotic,P36979
General function prediction only,POORLY CHARACTERIZED,R,Ribosomal RNA large subunit methyltransferase N,rlmN,70475.0,rRNA base methylation,P36979
General function prediction only,POORLY CHARACTERIZED,R,Ribosomal RNA large subunit methyltransferase N,rlmN,30488.0,tRNA methylation,P36979
Transcription,INFORMATION STORAGE AND PROCESSING,K,Cold shock-like protein CspB,cspB,9409.0,response to cold,P36995
Coenzyme transport and metabolism,METABOLISM,H,Ribosomal RNA large subunit methyltransferase A,rlmA,70475.0,rRNA base methylation,P36999
,,-,Uncharacterized tRNA/rRNA methyltransferase LasT,lasT,2128.0,tRNA nucleoside ribose methylation,P37005
Inorganic ion transport and metabolism,METABOLISM,P,Vitamin B12-binding protein,btuF,15889.0,cobalamin transport,P37028
Nucleotide transport and metabolism,METABOLISM,F,Formyltetrahydrofolate deformylase,purU,6189.0,'de novo' IMP biosynthetic process,P37051
Nucleotide transport and metabolism,METABOLISM,F,Formyltetrahydrofolate deformylase,purU,9257.0,10-formyltetrahydrofolate biosynthetic process,P37051
Nucleotide transport and metabolism,METABOLISM,F,Formyltetrahydrofolate deformylase,purU,6730.0,one-carbon metabolic process,P37051
Nucleotide transport and metabolism,METABOLISM,F,Formyltetrahydrofolate deformylase,purU,6164.0,purine nucleotide biosynthetic process,P37051
Nucleotide transport and metabolism,METABOLISM,F,Formyltetrahydrofolate deformylase,purU,9152.0,purine ribonucleotide biosynthetic process,P37051
Function unknown,POORLY CHARACTERIZED,S,UPF0225 protein ychJ,ychJ,,no associated pathway,P37052
Amino acid transport and metabolism,METABOLISM,E,Peptidase B,pepB,43171.0,peptide catabolic process,P37095
Amino acid transport and metabolism,METABOLISM,E,Peptidase B,pepB,6508.0,proteolysis,P37095
Amino acid transport and metabolism,METABOLISM,ER,Protein AegA,aegA,6537.0,glutamate biosynthetic process,P37127
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LR,GDP-mannose pyrophosphatase nudK,nudK,6753.0,nucleoside phosphate metabolic process,P37128
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LR,GDP-mannose pyrophosphatase nudK,nudK,19693.0,ribose phosphate metabolic process,P37128
Nucleotide transport and metabolism,METABOLISM,F,Ribonucleoside-diphosphate reductase 2 subunit beta,nrdF,9263.0,deoxyribonucleotide biosynthetic process,P37146
Nucleotide transport and metabolism,METABOLISM,F,Ribonucleoside-diphosphate reductase 2 subunit beta,nrdF,6260.0,DNA replication,P37146
General function prediction only,POORLY CHARACTERIZED,R,UPF0716 protein fxsA,fxsA,,no associated pathway,P37147
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Phosphoenolpyruvate-protein phosphotransferase ptsP,ptsP,9401.0,phosphoenolpyruvate-dependent sugar phosphotransferase system,P37177
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Phosphoenolpyruvate-protein phosphotransferase ptsP,ptsP,6468.0,protein phosphorylation,P37177
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Phosphoenolpyruvate-protein phosphotransferase ptsP,ptsP,10243.0,response to organonitrogen compound,P37177
Energy production and conversion,METABOLISM,C,Hydrogenase 2 maturation protease,hybD,6464.0,cellular protein modification process,P37182
Energy production and conversion,METABOLISM,C,Hydrogenase 2 maturation protease,hybD,16485.0,protein processing,P37182
Carbohydrate transport and metabolism,METABOLISM,G,Galactitol-specific phosphotransferase enzyme IIB component,gatB,19402.0,galactitol metabolic process,P37188
Carbohydrate transport and metabolism,METABOLISM,G,Galactitol-specific phosphotransferase enzyme IIB component,gatB,15796.0,galactitol transport,P37188
Carbohydrate transport and metabolism,METABOLISM,G,Galactitol-specific phosphotransferase enzyme IIB component,gatB,9401.0,phosphoenolpyruvate-dependent sugar phosphotransferase system,P37188
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Outer membrane protein slp,slp,,no associated pathway,P37194
Amino acid transport and metabolism,METABOLISM,E,Dipeptide transport ATP-binding protein DppF,dppF,15031.0,protein transport,P37313
Amino acid transport and metabolism,METABOLISM,E,Dipeptide transport ATP-binding protein DppF,dppF,9314.0,response to radiation,P37313
,,-,Uncharacterized protein ybcH,ybcH,,no associated pathway,P37325
Inorganic ion transport and metabolism,METABOLISM,P,Inner membrane protein yfdC,yfdC,15724.0,formate transport,P37327
Inorganic ion transport and metabolism,METABOLISM,P,Molybdate-binding periplasmic protein,modA,15689.0,molybdate ion transport,P37329
Inorganic ion transport and metabolism,METABOLISM,P,Molybdate-binding periplasmic protein,modA,46687.0,response to chromate,P37329
Energy production and conversion,METABOLISM,C,Malate synthase G,glcB,9436.0,glyoxylate catabolic process,P37330
Energy production and conversion,METABOLISM,C,Malate synthase G,glcB,6097.0,glyoxylate cycle,P37330
Energy production and conversion,METABOLISM,C,Malate synthase G,glcB,6099.0,tricarboxylic acid cycle,P37330
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional repressor CsiR,csiR,2000143.0,"negative regulation of DNA-templated transcription, initiation",P37338
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional repressor CsiR,csiR,6355.0,"regulation of transcription, DNA-templated",P37338
General function prediction only,POORLY CHARACTERIZED,R,L-2-hydroxyglutarate oxidase LhgO,lhgO,19477.0,L-lysine catabolic process,P37339
General function prediction only,POORLY CHARACTERIZED,R,L-2-hydroxyglutarate oxidase LhgO,lhgO,6554.0,lysine catabolic process,P37339
Defense mechanisms,CELLULAR PROCESSES AND SIGNALING,V,Multidrug resistance protein mdtK,mdtK,34614.0,cellular response to reactive oxygen species,P37340
