annotation,cog_category,cog_class,cog_id,cog_letter,gene_name,uniprot,go_ids,refseq_id,uniprot_kw_ids,mass_da
Na+/melibiose symporter and related transporters,Metabolism,Carbohydrate transport and metabolism,COG2211,G,yihP,P32137,GO:0008643; GO:0055085; GO:0005887; GO:0006814; GO:0005215; GO:0005886; GO:0016021; GO:0016020; GO:0015293; GO:0071702,YP_003046936.1,KW-0472; KW-0769; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,50982.0
"Phosphotransferase system, mannitol-specific IIBC component",Metabolism,Carbohydrate transport and metabolism,COG2213,G,cmtA,P69826,GO:0034219; GO:0022872; GO:0015797; GO:0005887; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401,YP_003045951.1,KW-0418; KW-0472; KW-0597; KW-0598; KW-0762; KW-0808; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,48971.0
"Phosphotransferase system, mannitol-specific IIBC component",Metabolism,Carbohydrate transport and metabolism,COG2213,G,mtlA,P00550,GO:0034219; GO:0022872; GO:0015795; GO:0090565; GO:0005887; GO:0015797; GO:0016310; GO:0016301; GO:0005886; GO:0016740; GO:0016021; GO:0016020; GO:0008982; GO:0008643; GO:0009401; GO:0090563,YP_003046634.1,KW-0002; KW-0418; KW-0472; KW-0597; KW-0598; KW-0762; KW-0808; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,67972.0
DnaJ-class molecular chaperone,Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG2214,O,cbpA,P36659,GO:0003681; GO:0005515; GO:0003677; GO:0051082; GO:0006457; GO:0009295; GO:0005737; GO:0051085; GO:0042026,YP_003044221.1,KW-0002; KW-0143; KW-0238; KW-0903; KW-0963; KW-1185,34455.0
"High-affinity K+ transport system, ATPase chain B",Metabolism,Inorganic ion transport and metabolism,COG2216,P,kdpB,P03960,GO:0008556; GO:0016021; GO:0006813; GO:0000287; GO:0005887; GO:0031004; GO:0098655; GO:0071805; GO:0005515; GO:0016020; GO:0006811; GO:0005886; GO:0046872; GO:0005524; GO:0000166,YP_003043873.1,KW-0002; KW-0067; KW-0406; KW-0460; KW-0472; KW-0479; KW-0547; KW-0597; KW-0630; KW-0633; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185; KW-1278,72199.0
Cation transport ATPase,Metabolism,Inorganic ion transport and metabolism,COG2217,P,zntA,P37617,GO:0010312; GO:0046686; GO:0016887; GO:0006829; GO:0006811; GO:0098655; GO:0006812; GO:0071577; GO:0070574; GO:0035444; GO:0030001; GO:0019829; GO:0016787; GO:0016020; GO:0005524; GO:0000166; GO:0015094; GO:0015087; GO:0015099; GO:0006824; GO:0015692; GO:0005886; GO:0046872; GO:0016021; GO:0008551; GO:0016463; GO:0015086; GO:0005385,YP_003046501.1,KW-0002; KW-0067; KW-0104; KW-0378; KW-0406; KW-0460; KW-0472; KW-0479; KW-0547; KW-0597; KW-0812; KW-0813; KW-0862; KW-0864; KW-0997; KW-1003; KW-1027; KW-1133; KW-1185; KW-1278,76840.0
Predicted phosphosugar isomerases,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG2222,M,agaS,P42907,GO:0016787; GO:1901135; GO:0097367; GO:0016853; GO:0009401; GO:0005887,YP_003046188.1,KW-0002; KW-0378; KW-0677; KW-1185,41783.0
Nitrate/nitrite transporter,Metabolism,Inorganic ion transport and metabolism,COG2223,P,narK,P10903,GO:0015113; GO:0005887; GO:0055085; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015706; GO:0015707; GO:0015112; GO:0005452; GO:0015513; GO:0015514,YP_003044416.1,KW-0002; KW-0472; KW-0534; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,49693.0
Nitrate/nitrite transporter,Metabolism,Inorganic ion transport and metabolism,COG2223,P,narU,P37758,GO:0005887; GO:0015113; GO:0055085; GO:0042128; GO:0005886; GO:0016021; GO:0016020; GO:0015706; GO:0015707; GO:0015112; GO:0015514,YP_003044635.1,KW-0002; KW-0472; KW-0534; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,49890.0
Isocitrate lyase,Metabolism,Energy production and conversion,COG2224,C,aceA,P0A9G6,GO:0004451; GO:0043169; GO:0006097; GO:0046872; GO:0016829; GO:0003824; GO:0019752; GO:0006099,YP_003047060.1,KW-0002; KW-0329; KW-0456; KW-0460; KW-0464; KW-0479; KW-0597; KW-0816; KW-0903; KW-1185,47522.0
Malate synthase,Metabolism,Energy production and conversion,COG2225,C,aceB,P08997,GO:0005737; GO:0004474; GO:0006097; GO:0016740; GO:0003824; GO:0006099,YP_003047059.1,KW-0002; KW-0329; KW-0808; KW-0816; KW-0963; KW-1185,60274.0
Malate synthase,Metabolism,Energy production and conversion,COG2225,C,glcB,P37330,GO:0005829; GO:0046872; GO:0016740; GO:0003824; GO:0006099; GO:0006097; GO:0005737; GO:0004474; GO:0009436; GO:0000287,YP_003046030.1,KW-0002; KW-0329; KW-0460; KW-0479; KW-0558; KW-0808; KW-0816; KW-0903; KW-0963; KW-1185,80489.0
Methylase involved in ubiquinone/menaquinone biosynthesis,Metabolism,Coenzyme transport and metabolism,COG2226,H,ubiE,P0A887,GO:0009060; GO:0008425; GO:0102955; GO:0016740; GO:0008168; GO:0032259; GO:0009234; GO:0008757; GO:0043333; GO:0006744,YP_003046900.1,KW-0474; KW-0489; KW-0808; KW-0831; KW-0949; KW-0963; KW-1185,28073.0
"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase",Metabolism,Coenzyme transport and metabolism,COG2227,H,ubiG,P17993,GO:0061542; GO:0099119; GO:1901611; GO:0042538; GO:0005515; GO:0016740; GO:0008168; GO:0008425; GO:0005829; GO:0032259; GO:0008689; GO:0043431; GO:0006744,YP_003045351.1,KW-0002; KW-0489; KW-0808; KW-0831; KW-0949; KW-0963; KW-1185,26555.0
Cyclopropane fatty acid synthase and related methyltransferases,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG2230,M,cfa,P0A9H7,GO:0016740; GO:0008168; GO:0006629; GO:0006633; GO:0005829; GO:0032259; GO:0030258; GO:0008610; GO:0005737; GO:0008825,YP_003044832.1,KW-0002; KW-0443; KW-0444; KW-0489; KW-0808; KW-0903; KW-0949; KW-0963; KW-1185,43909.0
Xanthine/uracil permeases,Metabolism,Nucleotide transport and metabolism,COG2233,F,uraA,P0AGM7,GO:1903791; GO:0098721; GO:0022857; GO:0005215; GO:0016021; GO:0055085; GO:0015857; GO:0015210; GO:0005887; GO:0015505; GO:0005886; GO:0016020,YP_003045579.1,KW-0002; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,45060.0
Xanthine/uracil permeases,Metabolism,Nucleotide transport and metabolism,COG2233,F,ybbY,P77328,GO:0022857; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0042907; GO:0042906; GO:0005887,YP_003043689.1,KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,47239.0
Predicted aminopeptidases,Poorly Characterized,General function prediction only,COG2234,R,iap,P10423,GO:0046872; GO:0043687; GO:0030288; GO:0016787; GO:0008233; GO:0006508; GO:0004177,YP_003045792.1,KW-0031; KW-0378; KW-0479; KW-0645; KW-0732; KW-0862; KW-1185,37920.0
Predicted aminopeptidases,Poorly Characterized,General function prediction only,COG2234,R,yfbL,P76482,GO:0005887; GO:0016021; GO:0016020; GO:0004177; GO:0006508,,KW-0472; KW-0812; KW-1133; KW-1185,35931.0
Pyridoxal/pyridoxine/pyridoxamine kinase,Metabolism,Coenzyme transport and metabolism,COG2240,H,pdxK,P40191,GO:0008478; GO:0008270; GO:0030170; GO:0030955; GO:0005829; GO:0016740; GO:0016301; GO:0000287; GO:0046872; GO:0009443; GO:0000166; GO:0016310; GO:0008615; GO:0005524; GO:0008902,YP_003045509.1,KW-0002; KW-0067; KW-0418; KW-0460; KW-0479; KW-0547; KW-0808; KW-0862; KW-1185,30847.0
Pyridoxal/pyridoxine/pyridoxamine kinase,Metabolism,Coenzyme transport and metabolism,COG2240,H,pdxY,P77150,GO:0009443; GO:0008478; GO:0042817; GO:0042819; GO:0000287; GO:0005829; GO:0016740; GO:0016301; GO:0042802; GO:0016310; GO:0005524; GO:0000166,YP_003044806.1,KW-0002; KW-0067; KW-0418; KW-0460; KW-0547; KW-0808; KW-1185,31322.0
Membrane protein involved in the export of O-antigen and teichoic acid,Poorly Characterized,General function prediction only,COG2244,R,rfbX,P37746,GO:0005887; GO:0009243; GO:0046677; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0009103,,KW-0448; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,45383.0
Membrane protein involved in the export of O-antigen and teichoic acid,Poorly Characterized,General function prediction only,COG2244,R,wzxC,P77377,GO:0009242; GO:0005887; GO:0005886; GO:0016021; GO:0016020; GO:0009103,YP_003045146.1,KW-0448; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,53693.0
Membrane protein involved in the export of O-antigen and teichoic acid,Poorly Characterized,General function prediction only,COG2244,R,wzxE,P0AAA7,GO:0005887; GO:0009246; GO:0005886; GO:0016021; GO:0016020,YP_003046844.1,KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,44960.0
Membrane protein involved in the export of O-antigen and teichoic acid,Poorly Characterized,General function prediction only,COG2244,R,yghQ,Q46841,GO:0005886; GO:0016021; GO:0016020,YP_003046045.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,38533.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2246,S,yfdG,P77682,GO:0008883; GO:0050661; GO:0003824; GO:0006783; GO:0003870; GO:0055114; GO:0000271; GO:0005886; GO:0016021; GO:0016020,,KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,13226.0
Putative NADPH-quinone reductase (modulator of drug activity B),Poorly Characterized,General function prediction only,COG2249,R,mdaB,P0AEY5,GO:0055114; GO:0005829; GO:0050660; GO:0008753,YP_003046085.1,KW-0274; KW-0285; KW-0560; KW-0903; KW-0963; KW-1185,21891.0
Putative NADPH-quinone reductase (modulator of drug activity B),Poorly Characterized,General function prediction only,COG2249,R,ycaK,P43340,GO:0022900; GO:0010181; GO:0055114; GO:0016491; GO:0005829; GO:0009055; GO:0003955,YP_003044123.1,KW-0560; KW-1185,23036.0
"Holliday junction resolvasome, helicase subunit",Information Storage and Processing,"Replication, recombination and repair",COG2255,L,ruvB,P0A812,GO:0009411; GO:0032508; GO:0003678; GO:0016787; GO:0006974; GO:0006310; GO:0006281; GO:0004386; GO:0003677; GO:0005737; GO:0005829; GO:0000725; GO:0048476; GO:0005515; GO:0009378; GO:0005524; GO:0000166; GO:0009432,YP_003045028.1,KW-0067; KW-0227; KW-0233; KW-0234; KW-0347; KW-0378; KW-0547; KW-0742; KW-0963; KW-1185,37174.0
Uncharacterized protein conserved in bacteria,Poorly Characterized,Function unknown,COG2258,S,yiiM,P32157,GO:0009407; GO:0005829; GO:0030170; GO:0030151; GO:0003824; GO:0009636,YP_003046969.1,KW-0002; KW-1185,25343.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2259,S,yphA,P0AD47,GO:0005886; GO:0016021; GO:0016020,YP_003045625.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,15211.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2259,S,yqjF,P42619,GO:0005886; GO:0016021; GO:0016020,YP_003046155.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,14102.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2261,S,yeaQ,P64485,GO:0005886; GO:0016021; GO:0016020,YP_003044961.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,8671.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2261,S,ymgE,P76011,GO:0005886; GO:0016021; GO:0016020,YP_003044385.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,8775.0
GTPases,Poorly Characterized,General function prediction only,COG2262,R,hflX,P25519,GO:0009408; GO:0005737; GO:0005525; GO:0005524; GO:0019042; GO:0097216; GO:0036289; GO:0072344; GO:0032790; GO:0043022; GO:0043023; GO:0016887; GO:0005829; GO:0046872; GO:0000166; GO:0003924; GO:0019843,YP_003047210.1,KW-0002; KW-0067; KW-0342; KW-0460; KW-0479; KW-0547; KW-0963; KW-1185,48327.0
Ribosomal protein L11 methylase,Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG2264,J,prmA,P0A8T1,GO:0032259; GO:0016740; GO:0008276; GO:0008168; GO:0006479; GO:0005829; GO:0016279; GO:0005515; GO:0018023; GO:0018012; GO:0005737,YP_003046302.1,KW-0489; KW-0808; KW-0963; KW-1185,31877.0
SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase,Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG2265,J,trmA,P23003,GO:0032259; GO:0016740; GO:0008173; GO:0008168; GO:0008033; GO:0006396; GO:0005829; GO:0030488; GO:0030697; GO:0000049; GO:0019843,YP_003047023.1,KW-0002; KW-0489; KW-0808; KW-0819; KW-0903; KW-0949; KW-1185,41967.0
Lysophospholipase,Metabolism,Lipid transport and metabolism,COG2267,I,pldB,P07000,GO:0016020; GO:0004622; GO:0009898; GO:0016747; GO:0005515; GO:0016787; GO:0006629; GO:0005886; GO:0016298,YP_003046878.1,KW-0378; KW-0443; KW-0444; KW-0472; KW-0997; KW-1003; KW-1185,38978.0
Lysophospholipase,Metabolism,Lipid transport and metabolism,COG2267,I,ynbC,P76092,GO:0005515; GO:0016298; GO:0016020,YP_003044575.1,KW-1185,65456.0
Uncharacterized protein conserved in bacteria,Poorly Characterized,Function unknown,COG2268,S,yqiK,P77306,GO:0005887; GO:0005829; GO:0005886; GO:0016021; GO:0016020,YP_003046106.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,60700.0
Sugar phosphate permease,Metabolism,Carbohydrate transport and metabolism,COG2271,G,glpT,P08194,GO:0022857; GO:0035435; GO:0055085; GO:0015169; GO:0005886; GO:0016021; GO:0016020; GO:0006071; GO:0015527; GO:0015315; GO:0015794; GO:0015793; GO:0006810,YP_003045359.1,KW-0002; KW-0319; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,50310.0
Sugar phosphate permease,Metabolism,Carbohydrate transport and metabolism,COG2271,G,uhpC,P09836,GO:0005886; GO:0016020; GO:0031226; GO:0022857; GO:0055085; GO:0005887; GO:0000160; GO:0016021,YP_003046728.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,48257.0
Sugar phosphate permease,Metabolism,Carbohydrate transport and metabolism,COG2271,G,uhpT,P0AGC0,GO:0022857; GO:0006817; GO:0055085; GO:0008643; GO:0005887; GO:0015712; GO:0015760; GO:0015526; GO:0005886; GO:0016021; GO:0016020,YP_003046727.1,KW-0472; KW-0592; KW-0762; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,50607.0
Citrate lyase beta subunit,Metabolism,Carbohydrate transport and metabolism,COG2301,G,citE,P0A9I1,GO:0009346; GO:0006084; GO:0003824; GO:0008816; GO:0046872; GO:0016829; GO:0008815; GO:0005737; GO:0006107; GO:0000287,YP_003043805.1,KW-0456; KW-0460; KW-0479; KW-0963; KW-1185,33110.0
Choline dehydrogenase and related flavoproteins,Metabolism,Amino acid transport and metabolism,COG2303,E,betA,P17444,GO:0008802; GO:0016614; GO:0016491; GO:0050660; GO:0055114; GO:0005886; GO:0019285; GO:0016020; GO:0008812; GO:0006970,YP_003043494.1,KW-0274; KW-0285; KW-0346; KW-0472; KW-0520; KW-0560; KW-1003; KW-1185,61878.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2311,S,yeiB,P25747,GO:0005886; GO:0016021; GO:0016020,YP_003045274.1,KW-0472; KW-0812; KW-0813; KW-1003; KW-1133; KW-1185,43394.0
Predicted metalloprotease,Poorly Characterized,General function prediction only,COG2321,R,ypfJ,P64429,GO:0005887; GO:0016021; GO:0016020,YP_003045558.1,KW-0472; KW-0812; KW-1133; KW-1185,31460.0
Predicted membrane protein,Poorly Characterized,Function unknown,COG2323,S,ycaP,P75839,GO:0005886; GO:0016021; GO:0016020,YP_003044128.1,KW-0472; KW-0812; KW-1003; KW-1133; KW-1185,26282.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG2327,S,wcaK,P71242,GO:0045228; GO:0016740; GO:0009103,YP_003045145.1,KW-0448; KW-0808; KW-1185,47344.0
Cytochrome c-type biogenesis protein CcmE,Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG2332,O,ccmE,P69490,GO:0018063; GO:0015886; GO:0016020; GO:0005886; GO:0020037; GO:0046872; GO:0017003; GO:0016021; GO:0031237; GO:0005515; GO:0017004,YP_003045317.1,KW-0002; KW-0201; KW-0349; KW-0408; KW-0472; KW-0479; KW-0735; KW-0812; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185,17698.0
Predicted hydrolase (metallo-beta-lactamase superfamily),Poorly Characterized,General function prediction only,COG2333,R,ycaI,P37443,GO:0030420; GO:0005886; GO:0016021; GO:0016020,YP_003044135.1,KW-0472; KW-0812; KW-1003; KW-1133; KW-1185,84474.0
Growth regulator,Cellular Processes and Signaling,Signal transduction mechanisms,COG2336,T,chpS,P08365,GO:0097351; GO:0005515; GO:0030307; GO:0003677,,KW-0238; KW-0678; KW-0804; KW-0805; KW-1185; KW-1277,9272.0
Growth inhibitor,Cellular Processes and Signaling,Signal transduction mechanisms,COG2337,T,chpB,P33647,GO:0090502; GO:0090305; GO:0016787; GO:0004519; GO:0004518; GO:0003723; GO:0043488; GO:0004521; GO:0016891; GO:0030308; GO:0003677; GO:0006402; GO:0016075,,KW-0238; KW-0255; KW-0378; KW-0540; KW-0694; KW-1185; KW-1277,12492.0
Uncharacterized protein conserved in bacteria,Poorly Characterized,Function unknown,COG2350,S,yciI,P0AB55,GO:0005829,YP_003044438.1,KW-0903; KW-1185,10602.0
Transthyretin-like protein,Poorly Characterized,General function prediction only,COG2351,R,yedX,P76341,GO:0042802; GO:0033971; GO:0016787; GO:0006144; GO:0042597,YP_003045082.1,KW-0002; KW-0378; KW-0574; KW-0659; KW-0732; KW-0903; KW-1185,15460.0
Phosphoenolpyruvate carboxylase,Metabolism,Energy production and conversion,COG2352,C,ppc,P00864,GO:0006107; GO:0000287; GO:0006099; GO:0003824; GO:0005829; GO:0008152; GO:0016829; GO:0015977; GO:0008964,YP_003047014.1,KW-0002; KW-0021; KW-0120; KW-0456; KW-0460; KW-1185,99063.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG2353,S,yceI,P0A8X2,GO:0030288; GO:0042597,YP_003044270.1,KW-0002; KW-0574; KW-0732; KW-0903; KW-1185,20912.0
Uncharacterized protein conserved in bacteria,Poorly Characterized,Function unknown,COG2354,S,yedI,P46125,GO:0005886; GO:0016021; GO:0016020,,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,32191.0
Endonuclease I,Information Storage and Processing,"Replication, recombination and repair",COG2356,L,endA,P25736,GO:0090305; GO:0006308; GO:0016888; GO:0016787; GO:0004518; GO:0042597; GO:0004519; GO:0004530,YP_003045963.1,KW-0255; KW-0378; KW-0540; KW-0574; KW-0732; KW-1185,26709.0
Leu/Phe-tRNA-protein transferase,Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG2360,O,aat,P0A8P1,GO:0008914; GO:0005737; GO:0016755; GO:0016746; GO:0016740; GO:0030163,YP_003044107.1,KW-0002; KW-0012; KW-0808; KW-0963; KW-1185,26619.0
Uncharacterized small membrane protein,Poorly Characterized,Function unknown,COG2363,S,ygdD,P0ADR2,GO:0005886; GO:0016021; GO:0016020,YP_003045846.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,14333.0
"Uncharacterized protein, homolog of Cu resistance protein CopC",Poorly Characterized,General function prediction only,COG2372,R,yobA,P0AA57,GO:0006825; GO:0030288; GO:0046688; GO:0005507; GO:0046872; GO:0042597,YP_003045009.1,KW-0186; KW-0479; KW-0574; KW-0732; KW-1185,13410.0
Large extracellular alpha-helical protein,Poorly Characterized,General function prediction only,COG2373,R,yfhM,P76578,GO:0030414; GO:0010466; GO:0005615; GO:0031362; GO:0010951; GO:0016020; GO:0005886; GO:0004866,YP_003045602.1,KW-0002; KW-0175; KW-0449; KW-0472; KW-0564; KW-0646; KW-0732; KW-0882; KW-0997; KW-1003; KW-1185,181585.0
Predicted transcriptional regulator,Information Storage and Processing,Transcription,COG2378,K,yafY,P77365,GO:0005886; GO:0016020,,KW-0449; KW-0472; KW-0564; KW-0732; KW-0997; KW-1003; KW-1185,16815.0
Predicted transcriptional regulator,Information Storage and Processing,Transcription,COG2378,K,yfjR,P52133,GO:1900190; GO:0003700; GO:0006355; GO:0003677,,KW-0238; KW-0804; KW-0805; KW-1185,26606.0
Enterochelin esterase and related enzymes,Metabolism,Inorganic ion transport and metabolism,COG2382,P,fes,P13039,GO:0008849; GO:0033214; GO:0006826; GO:0006811; GO:0005506; GO:0046214; GO:0055072; GO:0005737,YP_003043773.1,KW-0406; KW-0408; KW-0410; KW-0813; KW-0903; KW-0963; KW-1185,45652.0
Enterochelin esterase and related enzymes,Metabolism,Inorganic ion transport and metabolism,COG2382,P,yieL,P31471,GO:0005975; GO:0004553,YP_003046779.1,KW-1185,42755.0
"ABC-type transport system involved in cytochrome c biogenesis, permease component",Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG2386,O,ccmB,P0ABL8,GO:0005887; GO:0042623; GO:0016020; GO:0015232; GO:0015886; GO:0005886; GO:0043190; GO:0016021; GO:0005515; GO:0017004,YP_003045320.1,KW-0201; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,23619.0
"Transcriptional regulator, contains sigma factor-related N-terminal domain",Information Storage and Processing,Transcription,COG2390,K,yjhU,P39356,GO:0005829; GO:0030246; GO:0003677,,KW-0238; KW-0804; KW-0805; KW-1185,36112.0
