cog_class,cog_class_letter,cog_desc,desc,gene,process,uniprot
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-ketoacyl-CoA thiolase ,fadI,Lipid degradation,P76503
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-ketoacyl-CoA thiolase ,fadI,Lipid metabolism,P76503
Poorly Characterized,General function prediction only,General function prediction only,N-acetylmuramic acid 6-phosphate etherase ,murQ,Carbohydrate metabolism,P76535
Not Assigned,Not Assigned,Not Assigned,Bifunctional protein hldE ,hldE,Carbohydrate metabolism,P76658
Not Assigned,Not Assigned,Not Assigned,Bifunctional protein hldE ,hldE,Lipopolysaccharide biosynthesis,P76658
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ydcI ,ydcI,Transcription,P77171
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ydcI ,ydcI,Transcription regulation,P77171
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ZipA ,zipA,Cell cycle,P77173
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ZipA ,zipA,Cell division,P77173
Poorly Characterized,Function unknown,Function unknown,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein mnmC ,mnmC,tRNA processing,P77182
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cation efflux system protein CusC ,cusC,Ion transport,P77211
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cation efflux system protein CusC ,cusC,Transport,P77211
Metabolism,Energy production and conversion,Energy production and conversion,Probable pyridine nucleotide-disulfide oxidoreductase ykgC ,rclA,Stress response,P77212
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cation efflux system protein CusB ,cusB,Copper transport,P77239
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cation efflux system protein CusB ,cusB,Ion transport,P77239
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cation efflux system protein CusB ,cusB,Transport,P77239
Poorly Characterized,General function prediction only,General function prediction only,2-methylcitrate dehydratase ,prpD,Tricarboxylic acid cycle,P77243
Poorly Characterized,General function prediction only,General function prediction only,Phosphatase YniC ,yniC,Carbohydrate metabolism,P77247
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Autoinducer 2 import ATP-binding protein LsrA ,lsrA,Transport,P77257
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized ABC transporter ATP-binding protein YbbL ,fetA,Ion transport,P77279
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized ABC transporter ATP-binding protein YbbL ,fetA,Iron transport,P77279
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized ABC transporter ATP-binding protein YbbL ,fetA,Transport,P77279
Metabolism,Energy production and conversion,Energy production and conversion,Electron transport complex protein rnfG ,rsxG,Electron transport,P77285
Metabolism,Energy production and conversion,Energy production and conversion,Electron transport complex protein rnfG ,rsxG,Transport,P77285
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide and tripeptide permease A ,dtpA,Peptide transport,P77304
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide and tripeptide permease A ,dtpA,Protein transport,P77304
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Dipeptide and tripeptide permease A ,dtpA,Transport,P77304
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Potassium efflux system KefA ,mscK,Ion transport,P77338
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Potassium efflux system KefA ,mscK,Potassium transport,P77338
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Potassium efflux system KefA ,mscK,Transport,P77338
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Periplasmic murein peptide-binding protein ,mppA,Peptide transport,P77348
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Periplasmic murein peptide-binding protein ,mppA,Protein transport,P77348
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Periplasmic murein peptide-binding protein ,mppA,Transport,P77348
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Uncharacterized protein ybbN ,ybbN,Stress response,P77395
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Bifunctional polymyxin resistance protein ArnA ,arnA,Antibiotic resistance,P77398
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Bifunctional polymyxin resistance protein ArnA ,arnA,Lipid A biosynthesis,P77398
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Bifunctional polymyxin resistance protein ArnA ,arnA,Lipid metabolism,P77398
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Bifunctional polymyxin resistance protein ArnA ,arnA,Lipid biosynthesis,P77398
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Bifunctional polymyxin resistance protein ArnA ,arnA,Lipopolysaccharide biosynthesis,P77398
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Fatty acid oxidation complex subunit alpha ,fadJ,Fatty acid metabolism,P77399
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Fatty acid oxidation complex subunit alpha ,fadJ,Lipid degradation,P77399
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Fatty acid oxidation complex subunit alpha ,fadJ,Lipid metabolism,P77399
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Sensor kinase CusS ,cusS,Two-component regulatory system,P77485
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,1-deoxy-D-xylulose-5-phosphate synthase ,dxs,Isoprene biosynthesis,P77488
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,1-deoxy-D-xylulose-5-phosphate synthase ,dxs,Thiamine biosynthesis,P77488
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Probable ATP-dependent transporter SufC ,sufC,Transport,P77499
Metabolism,"Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism",Uncharacterized ABC transporter permease ybbP ,ybbP,Transport,P77504
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized symporter ydjN ,ydjN,Amino-acid transport,P77529
Poorly Characterized,General function prediction only,General function prediction only,Uncharacterized symporter ydjN ,ydjN,Transport,P77529
Information Storage and Processing,Transcription,Transcription,Mhp operon transcriptional activator ,mhpR,Aromatic hydrocarbons catabolism,P77569
Information Storage and Processing,Transcription,Transcription,Mhp operon transcriptional activator ,mhpR,Transcription,P77569
Information Storage and Processing,Transcription,Transcription,Mhp operon transcriptional activator ,mhpR,Transcription regulation,P77569
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Anhydro-N-acetylmuramic acid kinase ,anmK,Carbohydrate metabolism,P77570
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Succinylornithine transaminase ,astC,Arginine metabolism,P77581
Metabolism,Energy production and conversion,Energy production and conversion,Electron transport complex protein rnfC ,rsxC,Electron transport,P77611
Metabolism,Energy production and conversion,Energy production and conversion,Electron transport complex protein rnfC ,rsxC,Transport,P77611
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ycjW ,ycjW,Transcription,P77615
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ycjW ,ycjW,Transcription regulation,P77615
Poorly Characterized,General function prediction only,General function prediction only,Phosphatase YfbT ,yfbT,Carbohydrate metabolism,P77625
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase ,arnB,Antibiotic resistance,P77690
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase ,arnB,Lipid A biosynthesis,P77690
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase ,arnB,Lipid metabolism,P77690
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase ,arnB,Lipid biosynthesis,P77690
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase ,arnB,Lipopolysaccharide biosynthesis,P77690
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Putative beta-xylosidase ,yagH,Carbohydrate metabolism,P77713
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Putative beta-xylosidase ,yagH,Polysaccharide degradation,P77713
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Putative beta-xylosidase ,yagH,Xylan degradation,P77713
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,tRNA sulfurtransferase ,thiI,Thiamine biosynthesis,P77718
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ydjF ,ydjF,Transcription,P77721
Information Storage and Processing,Transcription,Transcription,Uncharacterized HTH-type transcriptional regulator ydjF ,ydjF,Transcription regulation,P77721
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport ATP-binding protein OppF ,oppF,Peptide transport,P77737
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport ATP-binding protein OppF ,oppF,Protein transport,P77737
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Oligopeptide transport ATP-binding protein OppF ,oppF,Transport,P77737
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Spheroplast protein Y ,spy,Stress response,P77754
Poorly Characterized,General function prediction only,General function prediction only,7-cyano-7-deazaguanine synthase ,queC,Queuosine biosynthesis,P77756
Metabolism,"Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism",Esterase YdiI ,ydiI,Menaquinone biosynthesis,P77781
