gene_name,b_number,gene_product,mw_fg,go_terms,cog_class,cog_letter,cog_category,cog_desc
ycbe,b0933,aliphatic sulfonate ABC transporter ATP binding subunit,4.6045079999999996e-05,GO:0055085; GO:0022857; GO:0098656; GO:0008509; GO:0006820; GO:0055052; GO:0006790; GO:0043190; GO:0042959; GO:0016887; GO:0005829; GO:0042918; GO:0005886; GO:0016787; GO:0016020; GO:0005524; GO:0000166,metabolism,P,inorganic ion transport and metabolism,alkanesulfonate transporter subunit
ssuc,b0934,aliphatic sulfonate ABC transporter membrane subunit,4.80155e-05,GO:0055085; GO:0005887; GO:0055052; GO:0006790; GO:0042918; GO:0042959; GO:0005886; GO:0016021; GO:0016020,metabolism,P,inorganic ion transport and metabolism,putative alkanesulfonate transporter subunit
ycbm,b0934,aliphatic sulfonate ABC transporter membrane subunit,4.80155e-05,GO:0055085; GO:0005887; GO:0055052; GO:0006790; GO:0042918; GO:0042959; GO:0005886; GO:0016021; GO:0016020,metabolism,P,inorganic ion transport and metabolism,putative alkanesulfonate transporter subunit
ssud,b0935,FMNH2-dependent alkanesulfonate monooxygenase,6.928175999999999e-05,GO:0051289; GO:1990201; GO:0009408; GO:0016705; GO:0016491; GO:0004497; GO:0042802; GO:0005515; GO:0055114; GO:0008726; GO:0046306,poorly characterized,R,general function prediction only,alkanesulfonate monooxygenase (EC 1.14.14.5)
ycbn,b0935,FMNH2-dependent alkanesulfonate monooxygenase,6.928175999999999e-05,GO:0051289; GO:1990201; GO:0009408; GO:0016705; GO:0016491; GO:0004497; GO:0042802; GO:0005515; GO:0055114; GO:0008726; GO:0046306,poorly characterized,R,general function prediction only,alkanesulfonate monooxygenase (EC 1.14.14.5)
ssue,b0937,NADPH-dependent FMN reductase,3.527998e-05,GO:1990202; GO:0005829; GO:0016491; GO:0005515; GO:0042803; GO:0052873; GO:0006974; GO:0055114; GO:0046306; GO:0009970; GO:0008752,metabolism,C,energy production and conversion,NAD(P)H-dependent FMN reductase
ycbp,b0937,NADPH-dependent FMN reductase,3.527998e-05,GO:1990202; GO:0005829; GO:0016491; GO:0005515; GO:0042803; GO:0052873; GO:0006974; GO:0055114; GO:0046306; GO:0009970; GO:0008752,metabolism,C,energy production and conversion,NAD(P)H-dependent FMN reductase
stfe,b1157,e14 prophage; putative side tail fiber protein fragment,,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ycfe,b1157,e14 prophage; putative side tail fiber protein fragment,,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
stfq,b1547,Qin prophage; putative prophage side tail fiber protein StfQ,5.4617320000000004e-05,GO:0005198,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ydfn,b1547,Qin prophage; putative prophage side tail fiber protein StfQ,5.4617320000000004e-05,GO:0005198,Not Assigned,Not Assigned,Not Assigned,Not Assigned
stfr,b1372,Rac prophage; putative prophage side tail fiber protein StfR,0.0001888748,GO:0005576; GO:0005198,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ynab,b1372,Rac prophage; putative prophage side tail fiber protein StfR,0.0001888748,GO:0005576; GO:0005198,Not Assigned,Not Assigned,Not Assigned,Not Assigned
rac prophage; putative membrane protein,b1372,Rac prophage; putative prophage side tail fiber protein StfR,0.0001888748,GO:0005576; GO:0005198,Not Assigned,Not Assigned,Not Assigned,Not Assigned
stha,b3962,soluble pyridine nucleotide transhydrogenase,8.55896e-05,GO:0006739; GO:0005623; GO:0022900; GO:0009055; GO:1902600; GO:0016491; GO:0042802; GO:0008746; GO:0050660; GO:0005829; GO:0055114; GO:0045454; GO:0003957; GO:0005737,metabolism,C,energy production and conversion,"pyridine nucleotide transhydrogenase, soluble"
sth,b3962,soluble pyridine nucleotide transhydrogenase,8.55896e-05,GO:0006739; GO:0005623; GO:0022900; GO:0009055; GO:1902600; GO:0016491; GO:0042802; GO:0008746; GO:0050660; GO:0005829; GO:0055114; GO:0045454; GO:0003957; GO:0005737,metabolism,C,energy production and conversion,"pyridine nucleotide transhydrogenase, soluble"
udha,b3962,soluble pyridine nucleotide transhydrogenase,8.55896e-05,GO:0006739; GO:0005623; GO:0022900; GO:0009055; GO:1902600; GO:0016491; GO:0042802; GO:0008746; GO:0050660; GO:0005829; GO:0055114; GO:0045454; GO:0003957; GO:0005737,metabolism,C,energy production and conversion,"pyridine nucleotide transhydrogenase, soluble"
stpa,b2669,DNA-binding transcriptional repressor StpA with RNA chaperone activity,2.547602e-05,GO:0045892; GO:0032993; GO:0016458; GO:0003681; GO:0003680; GO:0001217; GO:0000976; GO:0009295; GO:0005737; GO:0003723; GO:0005515; GO:0046983; GO:0006355; GO:0005829; GO:0003677,information storage and processing,K,transcription,nucleoid protein StpA
hnsb,b2669,DNA-binding transcriptional repressor StpA with RNA chaperone activity,2.547602e-05,GO:0045892; GO:0032993; GO:0016458; GO:0003681; GO:0003680; GO:0001217; GO:0000976; GO:0009295; GO:0005737; GO:0003723; GO:0005515; GO:0046983; GO:0006355; GO:0005829; GO:0003677,information storage and processing,K,transcription,nucleoid protein StpA
h-ns-like dna-binding transcriptional repressor with rna chaperone activity,b2669,DNA-binding transcriptional repressor StpA with RNA chaperone activity,2.547602e-05,GO:0045892; GO:0032993; GO:0016458; GO:0003681; GO:0003680; GO:0001217; GO:0000976; GO:0009295; GO:0005737; GO:0003723; GO:0005515; GO:0046983; GO:0006355; GO:0005829; GO:0003677,information storage and processing,K,transcription,nucleoid protein StpA
suca,b0726,subunit of E1(0) component of 2-oxoglutarate dehydrogenase,0.00017440292,GO:0000166; GO:0045252; GO:0000287; GO:0042802; GO:0005515; GO:0016624; GO:0016491; GO:0030976; GO:0006099; GO:0055114; GO:0005829; GO:0004591,metabolism,C,energy production and conversion,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)
lys,b0726,subunit of E1(0) component of 2-oxoglutarate dehydrogenase,0.00017440292,GO:0000166; GO:0045252; GO:0000287; GO:0042802; GO:0005515; GO:0016624; GO:0016491; GO:0030976; GO:0006099; GO:0055114; GO:0005829; GO:0004591,metabolism,C,energy production and conversion,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)
e1(o) subunit,b0726,subunit of E1(0) component of 2-oxoglutarate dehydrogenase,0.00017440292,GO:0000166; GO:0045252; GO:0000287; GO:0042802; GO:0005515; GO:0016624; GO:0016491; GO:0030976; GO:0006099; GO:0055114; GO:0005829; GO:0004591,metabolism,C,energy production and conversion,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)
sucb,b0727,"SucB-dihydrolipoate // ""SucB-S-succinyldihydrolipoate"" // ""SucB-lipoate"" // ""dihydrolipoyltranssuccinylase""",7.305826000000001e-05,GO:0005829; GO:0005515; GO:0016746; GO:0016740; GO:0033512; GO:0045252; GO:0031405; GO:0006099; GO:0004149,metabolism,C,energy production and conversion,2-oxoglutarate dehydrogenase E2 component (EC 2.3.1.61)
b0727,b0727,"SucB-dihydrolipoate // ""SucB-S-succinyldihydrolipoate"" // ""SucB-lipoate"" // ""dihydrolipoyltranssuccinylase""",7.305826000000001e-05,GO:0005829; GO:0005515; GO:0016746; GO:0016740; GO:0033512; GO:0045252; GO:0031405; GO:0006099; GO:0004149,metabolism,C,energy production and conversion,2-oxoglutarate dehydrogenase E2 component (EC 2.3.1.61)
e2(o) subunit,b0727,"SucB-dihydrolipoate // ""SucB-S-succinyldihydrolipoate"" // ""SucB-lipoate"" // ""dihydrolipoyltranssuccinylase""",7.305826000000001e-05,GO:0005829; GO:0005515; GO:0016746; GO:0016740; GO:0033512; GO:0045252; GO:0031405; GO:0006099; GO:0004149,metabolism,C,energy production and conversion,2-oxoglutarate dehydrogenase E2 component (EC 2.3.1.61)
succ,b0728,succinyl-CoA synthetase subunit &beta;,6.871238e-05,GO:0042709; GO:0006104; GO:0003824; GO:0000287; GO:0005829; GO:0009361; GO:0016874; GO:0005515; GO:0000166; GO:0046872; GO:0005524; GO:0004775; GO:0006099,metabolism,C,energy production and conversion,succinyl-CoA synthetase (ADP-forming) beta subunit (EC 6.2.1.5)
&beta; subunit,b0728,succinyl-CoA synthetase subunit &beta;,6.871238e-05,GO:0042709; GO:0006104; GO:0003824; GO:0000287; GO:0005829; GO:0009361; GO:0016874; GO:0005515; GO:0000166; GO:0046872; GO:0005524; GO:0004775; GO:0006099,metabolism,C,energy production and conversion,succinyl-CoA synthetase (ADP-forming) beta subunit (EC 6.2.1.5)
sucd,b0729,succinyl-CoA synthetase subunit &alpha;,4.942982e-05,GO:0009142; GO:0006165; GO:0006105; GO:0006104; GO:0004550; GO:0005829; GO:0009361; GO:0046777; GO:0048037; GO:0003824; GO:0005515; GO:0016874; GO:0000166; GO:0004775; GO:0006099,metabolism,C,energy production and conversion,succinyl-CoA synthetase (ADP-forming) alpha subunit (EC 6.2.1.5)
&alpha; subunit,b0729,succinyl-CoA synthetase subunit &alpha;,4.942982e-05,GO:0009142; GO:0006165; GO:0006105; GO:0006104; GO:0004550; GO:0005829; GO:0009361; GO:0046777; GO:0048037; GO:0003824; GO:0005515; GO:0016874; GO:0000166; GO:0004775; GO:0006099,metabolism,C,energy production and conversion,succinyl-CoA synthetase (ADP-forming) alpha subunit (EC 6.2.1.5)
sufa,b1684,iron-sulfur cluster insertion protein SufA,2.2078e-05,GO:0097428; GO:0051536; GO:0005198; GO:0005829; GO:0051537; GO:0042803; GO:0005515; GO:0006979; GO:0016226,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",FeS assembly scaffold SufA
ydic,b1684,iron-sulfur cluster insertion protein SufA,2.2078e-05,GO:0097428; GO:0051536; GO:0005198; GO:0005829; GO:0051537; GO:0042803; GO:0005515; GO:0006979; GO:0016226,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",FeS assembly scaffold SufA
fe-s transport protein in fe-s cluster assembly,b1684,iron-sulfur cluster insertion protein SufA,2.2078e-05,GO:0097428; GO:0051536; GO:0005198; GO:0005829; GO:0051537; GO:0042803; GO:0005515; GO:0006979; GO:0016226,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",FeS assembly scaffold SufA
sufb,b1683,Fe-S cluster scaffold complex subunit SufB,9.08767e-05,GO:1990229; GO:0051537; GO:0005829; GO:0051539; GO:0016226; GO:0005515,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter membrane component SufB
ynhe,b1683,Fe-S cluster scaffold complex subunit SufB,9.08767e-05,GO:1990229; GO:0051537; GO:0005829; GO:0051539; GO:0016226; GO:0005515,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter membrane component SufB
sufb component of sufbcd fe-s cluster scaffold complex,b1683,Fe-S cluster scaffold complex subunit SufB,9.08767e-05,GO:1990229; GO:0051537; GO:0005829; GO:0051539; GO:0016226; GO:0005515,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter membrane component SufB
sufc,b1682,Fe-S cluster scaffold complex subunit SufC,4.578612e-05,GO:1990229; GO:0009314; GO:0005515; GO:0016887; GO:0005829; GO:0016226; GO:0005524; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter ATPase subunit SufC
ynhd,b1682,Fe-S cluster scaffold complex subunit SufC,4.578612e-05,GO:1990229; GO:0009314; GO:0005515; GO:0016887; GO:0005829; GO:0016226; GO:0005524; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter ATPase subunit SufC
sufc component of sufbcd fe-s cluster scaffold complex,b1682,Fe-S cluster scaffold complex subunit SufC,4.578612e-05,GO:1990229; GO:0009314; GO:0005515; GO:0016887; GO:0005829; GO:0016226; GO:0005524; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter ATPase subunit SufC
sufd,b1681,Fe-S cluster scaffold complex subunit SufD,7.772618e-05,GO:1990229; GO:0006979; GO:0016226; GO:0005515,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter permease protein SufD
ynhc,b1681,Fe-S cluster scaffold complex subunit SufD,7.772618e-05,GO:1990229; GO:0006979; GO:0016226; GO:0005515,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter permease protein SufD
sufd component of sufbcd fe-s cluster scaffold complex,b1681,Fe-S cluster scaffold complex subunit SufD,7.772618e-05,GO:1990229; GO:0006979; GO:0016226; GO:0005515,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Iron-regulated ABC transporter permease protein SufD
sufe,b1679,sulfur carrier protein SufE,2.6228e-05,GO:0031162; GO:0097163; GO:0051347; GO:0006979; GO:0043085; GO:0005829; GO:0016226; GO:0005515; GO:0006790; GO:0008047; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Cysteine desulfuration protein SufE
ynha,b1679,sulfur carrier protein SufE,2.6228e-05,GO:0031162; GO:0097163; GO:0051347; GO:0006979; GO:0043085; GO:0005829; GO:0016226; GO:0005515; GO:0006790; GO:0008047; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Cysteine desulfuration protein SufE
sulfur acceptor for sufs cysteine desulfurase,b1679,sulfur carrier protein SufE,2.6228e-05,GO:0031162; GO:0097163; GO:0051347; GO:0006979; GO:0043085; GO:0005829; GO:0016226; GO:0005515; GO:0006790; GO:0008047; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Cysteine desulfuration protein SufE
sufs,b1680,L-cysteine desulfurase,7.376043999999999e-05,GO:0031162; GO:0003824; GO:0006534; GO:0016226; GO:0005515; GO:0001887; GO:0042803; GO:0030170; GO:0005829; GO:0031071; GO:0016829; GO:0016740; GO:0009000; GO:0006790; GO:0005737,metabolism,E,amino acid transport and metabolism,cysteine desulfurase (EC 2.8.1.7)/L-selenocysteine selenide-lyase (L-alanine-forming) (EC 4.4.1.16)
csdb,b1680,L-cysteine desulfurase,7.376043999999999e-05,GO:0031162; GO:0003824; GO:0006534; GO:0016226; GO:0005515; GO:0001887; GO:0042803; GO:0030170; GO:0005829; GO:0031071; GO:0016829; GO:0016740; GO:0009000; GO:0006790; GO:0005737,metabolism,E,amino acid transport and metabolism,cysteine desulfurase (EC 2.8.1.7)/L-selenocysteine selenide-lyase (L-alanine-forming) (EC 4.4.1.16)
ynhb,b1680,L-cysteine desulfurase,7.376043999999999e-05,GO:0031162; GO:0003824; GO:0006534; GO:0016226; GO:0005515; GO:0001887; GO:0042803; GO:0030170; GO:0005829; GO:0031071; GO:0016829; GO:0016740; GO:0009000; GO:0006790; GO:0005737,metabolism,E,amino acid transport and metabolism,cysteine desulfurase (EC 2.8.1.7)/L-selenocysteine selenide-lyase (L-alanine-forming) (EC 4.4.1.16)
suhb,b2533,inositol-phosphate phosphatase,4.842552e-05,GO:0052834; GO:0007165; GO:0046872; GO:0016787; GO:0046854; GO:0052833; GO:0052832; GO:0005829; GO:0046855; GO:0031403; GO:0047954; GO:0043175; GO:0000287; GO:0008934; GO:0005737,metabolism,G,carbohydrate transport and metabolism,inositol monophosphatase
ssya,b2533,inositol-phosphate phosphatase,4.842552e-05,GO:0052834; GO:0007165; GO:0046872; GO:0016787; GO:0046854; GO:0052833; GO:0052832; GO:0005829; GO:0046855; GO:0031403; GO:0047954; GO:0043175; GO:0000287; GO:0008934; GO:0005737,metabolism,G,carbohydrate transport and metabolism,inositol monophosphatase
sula,b0958,cell division inhibitor SulA,3.120966e-05,GO:0000917; GO:0032272; GO:2000245; GO:0034260; GO:0005886; GO:0051301; GO:0005515; GO:0051782; GO:0032466; GO:0007049; GO:0006974; GO:0009432,cellular processes and signaling,D,"cell cycle control, cell division, chromosome partitioning",SOS cell division inhibitor SulA
suf,b0958,cell division inhibitor SulA,3.120966e-05,GO:0000917; GO:0032272; GO:2000245; GO:0034260; GO:0005886; GO:0051301; GO:0005515; GO:0051782; GO:0032466; GO:0007049; GO:0006974; GO:0009432,cellular processes and signaling,D,"cell cycle control, cell division, chromosome partitioning",SOS cell division inhibitor SulA
sfia,b0958,cell division inhibitor SulA,3.120966e-05,GO:0000917; GO:0032272; GO:2000245; GO:0034260; GO:0005886; GO:0051301; GO:0005515; GO:0051782; GO:0032466; GO:0007049; GO:0006974; GO:0009432,cellular processes and signaling,D,"cell cycle control, cell division, chromosome partitioning",SOS cell division inhibitor SulA
sos cell division inhibitor,b0958,cell division inhibitor SulA,3.120966e-05,GO:0000917; GO:0032272; GO:2000245; GO:0034260; GO:0005886; GO:0051301; GO:0005515; GO:0051782; GO:0032466; GO:0007049; GO:0006974; GO:0009432,cellular processes and signaling,D,"cell cycle control, cell division, chromosome partitioning",SOS cell division inhibitor SulA
sura,b0053,peptidyl-prolyl cis-trans isomerase SurA,7.849144e-05,GO:0061077; GO:0000413; GO:0042597; GO:0016853; GO:0060274; GO:0030288; GO:0042710; GO:0043165; GO:0050821; GO:0005515; GO:0042277; GO:0051082; GO:0003755; GO:0006457,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",periplasmic chaperone for outer membrane proteins SurA
ppiase,b0053,peptidyl-prolyl cis-trans isomerase SurA,7.849144e-05,GO:0061077; GO:0000413; GO:0042597; GO:0016853; GO:0060274; GO:0030288; GO:0042710; GO:0043165; GO:0050821; GO:0005515; GO:0042277; GO:0051082; GO:0003755; GO:0006457,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",periplasmic chaperone for outer membrane proteins SurA
sutr,b1434,DNA-binding transcriptional dual regulator SutR,3.275346e-05,GO:0045892; GO:0045893; GO:0003700; GO:0005829; GO:0043565; GO:0003677,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ydcn,b1434,DNA-binding transcriptional dual regulator SutR,3.275346e-05,GO:0045892; GO:0045893; GO:0003700; GO:0005829; GO:0043565; GO:0003677,Not Assigned,Not Assigned,Not Assigned,Not Assigned
sxy,b0959,transcriptional coactivator for CRP,4.008402e-05,GO:0051091; GO:1903658; GO:0051090; GO:0030420; GO:0009290; GO:0005829; GO:0005515,information storage and processing,K,transcription,regulator of competence-specific genes
yccr,b0959,transcriptional coactivator for CRP,4.008402e-05,GO:0051091; GO:1903658; GO:0051090; GO:0030420; GO:0009290; GO:0005829; GO:0005515,information storage and processing,K,transcription,regulator of competence-specific genes
syd,b2793,SecY-interacting protein,3.4375279999999995e-05,GO:0016020; GO:0009898; GO:0005886; GO:0005829; GO:0043254; GO:0005515; GO:0031234; GO:0005737,Not Assigned,Not Assigned,Not Assigned,Not Assigned
