gene_name	ecocyc_gene_id	b_number	gene_product	go_terms	synonyms	common_name	mw_kda
ydfG	EG12345	b1539	3-hydroxy acid dehydrogenase	GO:0008442 // GO:0042802 // GO:0051289 // GO:0005829 // GO:0016491 // GO:0035527 // GO:0006212 // GO:0055114 // GO:0031132	YdfG	3-hydroxy acid dehydrogenase	27.249
ybdF	G6324	b0579	PF04237 family protein YbdF	GO:0005829	YbdF	PF04237 family protein YbdF	14.05
cynS	EG10175	b0340	cyanase	GO:0005829 // GO:0016829 // GO:0009439 // GO:0003677 // GO:0008824 // GO:0009440	"Cnt // ""CyaN"" // ""CynS"""	cyanase	17.049
ecpC	G6162	b0291	putative fimbrial usher protein EcpC	GO:0009279 // GO:0005515	"MatD // ""YagX"""	putative fimbrial usher protein EcpC	91.228
rutB	G6522	b1011	peroxyureidoacrylate/ureidoacrylate amidohydrolase	GO:0005829 // GO:0016787 // GO:0003824 // GO:0016811 // GO:0006212 // GO:0006208 // GO:0019740	"YcdL // ""RutB"""	peroxyureidoacrylate/ureidoacrylate amidohydrolase	25.209
naRNA1	G0-16694		naRNA1			naRNA1	
rutE	G6519	b1008	putative malonic semialdehyde reductase	GO:0016491 // GO:0010181 // GO:0006974 // GO:0035527 // GO:0006212 // GO:0055114 // GO:0006208 // GO:0019740	"YcdI // ""RutE"""	putative malonic semialdehyde reductase	21.57
mntS	G0-10715	b4705	small protein MntS	GO:0005623 // GO:0005737 // GO:0030026 // GO:0071287	MntS	small protein MntS	5.031
allD	G6286	b0517	ureidoglycolate dehydrogenase	GO:0005829 // GO:0016491 // GO:0000256 // GO:0055114 // GO:0006144 // GO:0005737 // GO:0009040 // GO:0009442	"YlbC // ""AllD"""	ureidoglycolate dehydrogenase	37.967
yeiW	G0-10511	b4502	PF03692 putative metal-chelating domain-containing protein YeiW	GO:0005515	YeiW	PF03692 putative metal-chelating domain-containing protein YeiW	8.954
patA	G7596	b3073	putrescine aminotransferase	GO:0042803 // GO:0016740 // GO:0008483 // GO:0003824 // GO:0030170 // GO:0005829 // GO:0033094 // GO:0009447	"PatA // ""YgjG"" // ""Oat"" // ""Pat"""	putrescine aminotransferase	49.661
yedJ	EG12710	b1962	putative HD superfamily phosphohydrolase YedJ	GO:0005829	YedJ	putative HD superfamily phosphohydrolase YedJ	25.904
allB	G6281	b0512	allantoinase	GO:0006145 // GO:0005829 // GO:0016810 // GO:0016787 // GO:0000256 // GO:0050897 // GO:0046872 // GO:0005737 // GO:0008270 // GO:0006144 // GO:0004038 // GO:0009442	"YbbX // ""AllB"""	allantoinase	49.602
yiaW	EG12291	b3587	DUF3302 domain-containing protein YiaW	GO:0005886 // GO:0016021 // GO:0016020	YiaW	DUF3302 domain-containing protein YiaW	12.409
astC	G6944	b1748	succinylornithine transaminase	GO:0019544 // GO:0042450 // GO:0005829 // GO:0016740 // GO:0008483 // GO:0006527 // GO:0006525 // GO:0006520 // GO:0003824 // GO:0030170 // GO:0019545 // GO:0006593 // GO:0043825 // GO:0003992	"AstC // ""YdjW"" // ""CstC"" // ""ArgM"""	succinylornithine transaminase	43.665
yeiR	EG12104	b2173	zinc-binding GTPase YeiR	GO:0016787 // GO:0046872 // GO:0005525 // GO:0000166 // GO:0005829 // GO:0008270 // GO:0003924	YeiR	zinc-binding GTPase YeiR	36.113
glaR	EG12386	b2664	DNA-binding transcriptional repressor GlaR	GO:2000143 // GO:0005829 // GO:0003700 // GO:0006355 // GO:0005737 // GO:0003677	"GlaR // ""CsiR"" // ""YgaE"" // ""GabC"""	DNA-binding transcriptional repressor GlaR	24.991
yjbQ	EG11935	b4056	UPF0047 protein YjbQ	GO:0005829	YjbQ	UPF0047 protein YjbQ	15.656
cynT	EG10176	b0339	carbonic anhydrase 1	GO:0016829 // GO:0015976 // GO:0005829 // GO:0042802 // GO:0046872 // GO:0008270 // GO:0004089 // GO:0009440 // GO:0005737	CynT	carbonic anhydrase 1	23.764
yibH	EG11764	b3597	inner membrane protein YibH	GO:0022857 // GO:0016020 // GO:0055085 // GO:0006974 // GO:0005886 // GO:0016021	YibH	inner membrane protein YibH	41.988
rutA	G6523	b1012	pyrimidine oxygenase	GO:0006210 // GO:0016491 // GO:0016705 // GO:0052614 // GO:0006212 // GO:0055114 // GO:0004497 // GO:0006208 // GO:0019740	"YcdM // ""RutA"""	pyrimidine oxygenase	42.219
yabI	EG11571	b0065	DedA family protein YabI	GO:0010212 // GO:0005886 // GO:0043093 // GO:0016021 // GO:0016020	YabI	DedA family protein YabI	28.244
ptsP	EG12188	b2829	"PtsP-phosphorylated // ""phosphoenolpyruvate-protein phosphotransferase PtsP"""	GO:0005829 // GO:0009401 // GO:0008643 // GO:0010243 // GO:0006468 // GO:0016772 // GO:0003824 // GO:0046872 // GO:0016740 // GO:0016310 // GO:0016301 // GO:0008965 // GO:0005737	"YgdO // ""YgdF"" // ""PtsP"" // ""EINtr"" // ""EInitrogen"" // ""enzyme INtr"""	"PtsP-phosphorylated // ""phosphoenolpyruvate-protein phosphotransferase PtsP"""	83.716
yhiD	EG11400	b3508	inner membrane protein YhiD	GO:0005886 // GO:0016021 // GO:0016020	"YhhE // ""YhiD"""	inner membrane protein YhiD	23.213
ygaQ	G7389	b4462	putative uncharacterized protein YgaQ			putative uncharacterized protein YgaQ	
yjfM	G7850	b4185	DUF1190 domain-containing protein YjfM		YjfM	DUF1190 domain-containing protein YjfM	23.352
crl	EG11092	b0240	RNA polymerase holoenzyme assembly factor Crl	GO:2000144 // GO:0034622 // GO:0005515 // GO:0005829 // GO:0045893	Crl	RNA polymerase holoenzyme assembly factor Crl	
yibA	EG11187	b3594	putative lyase containing HEAT-repeat	GO:0009314 // GO:0005829 // GO:0006974 // GO:0046677	YibA	putative lyase containing HEAT-repeat	31.874
yehH	G8208	b4499					
yhfS	G7728	b3376	putative aminotransferase YhfS	GO:0005829 // GO:0030170 // GO:0009058 // GO:0003824	YhfS	putative aminotransferase YhfS	38.599
yncK	G0-10557	b4578					
yciB	EG11122	b1254	inner membrane protein	GO:0090529 // GO:0000917 // GO:0005887 // GO:0005886 // GO:0051301 // GO:0016021 // GO:0016020 // GO:0007049	YciB	inner membrane protein	20.79
cybC	EG50008	b4236					
yqjF	G7615	b3101	DoxX family protein	GO:0005886 // GO:0016021 // GO:0016020	YqjF	DoxX family protein	14.102
yhcE	G7671	b4569	putative uncharacterized protein YhcE		YhcE	putative uncharacterized protein YhcE	
glpE	EG10395	b3425	thiosulfate sulfurtransferase GlpE	GO:0006071 // GO:0005829 // GO:0016740 // GO:0005737 // GO:0004792	GlpE	thiosulfate sulfurtransferase GlpE	12.082
yhiS	EG12238	b3504	putative uncharacterized protein YhiS		YhiS	putative uncharacterized protein YhiS	
ygfM	G7499	b2880	putative oxidoreductase	GO:0071949 // GO:0055114 // GO:0050660 // GO:0016491 // GO:0003674	YgfM	putative oxidoreductase	28.65
ybcY	G6316	b0562	DLP12 prophage; putative SAM-dependent methyltransferase YbcY	GO:0005829	YbcY	DLP12 prophage; putative SAM-dependent methyltransferase YbcY	
ygbJ	G7417	b2736	putative L-threonate dehydrogenase	GO:0050661 // GO:0005975 // GO:0051287 // GO:0005829 // GO:0055114 // GO:0016491	"YgbJ // ""putative dehydrogenase, with NAD(P)-binding Rossmann-fold domain"""	putative L-threonate dehydrogenase	30.751
yejO	EG12051	b2190	adhesin-like autotransporter YejO	GO:0005576	YejO	adhesin-like autotransporter YejO	
oxc	G7236	b2373	oxalyl-CoA decarboxylase	GO:0016830 // GO:0001561 // GO:0000166 // GO:0042802 // GO:0016831 // GO:0016829 // GO:0003824 // GO:0071468 // GO:0046872 // GO:0000287 // GO:0033611 // GO:0043531 // GO:0030976 // GO:0008949	"YfdU // ""Oxc"""	oxalyl-CoA decarboxylase	60.581
ygaY	G7403	b2681	"putative transporter YgaY, N-terminal fragment"	GO:0005886	"YgaY // ""YgaX"" // ""YgaY_1"""	"putative transporter YgaY, N-terminal fragment"	
hiuH	G7058	b1970	hydroxyisourate hydrolase / transthyretin-related protein	GO:0051289 // GO:0042802 // GO:0030288 // GO:0033971 // GO:0016787 // GO:0006144 // GO:0042597	"HiuH // ""YedX"""	hydroxyisourate hydrolase / transthyretin-related protein	15.46
yneO	EG11780	b4696	AIDA-I family autotransporter YneO		"YdeU // ""YneO"" // ""YdeK"" // ""OrfT"""	AIDA-I family autotransporter YneO	
yeaQ	G6981	b1795	PF04226 family protein YeaQ	GO:0005886 // GO:0016021 // GO:0016020	YeaQ	PF04226 family protein YeaQ	8.671
ilvG	G8221	b4488	"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)"		"IlvO // ""IlvG_1"" // ""IlvG"" // ""acetolactate synthase II, large subunit, N-ter fragment (pseudogene)"""	"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)"	
slyB	G6881	b1641	outer membrane lipoprotein SlyB	GO:0019867 // GO:0009279 // GO:0009279 // GO:0016020	SlyB	outer membrane lipoprotein SlyB	15.602
yfaS	G7155	b4500	"putative macroglobulin family protein, N-terminal fragment"		"YfaR // ""YfaS_1"" // ""YfaS"""	"putative macroglobulin family protein, N-terminal fragment"	
uspF	G6699	b1376	nucleotide binding filament protein	GO:0005524 // GO:0006979 // GO:0007155	"YzzL // ""UspF"" // ""YnaF"""	nucleotide binding filament protein	16.017
insB-7	G0-10569	b4576					
efeO	G6527	b1018	ferrous iron transport system protein EfeO	GO:0009411 // GO:0009636 // GO:0006979 // GO:0030288 // GO:0046677 // GO:0042597	"YcdO // ""EfeO"""	ferrous iron transport system protein EfeO	41.138
yedS	G7052	b4496	"putative outer membrane protein YedS, N-terminal fragment"		"YedS // ""YedT"" // ""YedS_1"""	"putative outer membrane protein YedS, N-terminal fragment"	
ybiV	G6425	b0822	sugar phosphatase YbiV	GO:0016791 // GO:0050286 // GO:0103026 // GO:0016311 // GO:0005829 // GO:0046872 // GO:0016787 // GO:0000287 // GO:0050308	"YbiV // ""SupH"" // ""HAD12"""	sugar phosphatase YbiV	30.413
insX	G0-10433	b4505					
fdrA	G6287	b0518	putative acyl-CoA synthetase FdrA	GO:0009142 // GO:0006165 // GO:0006105 // GO:0006104 // GO:0006099 // GO:0004775 // GO:0004550 // GO:0005829 // GO:0048037 // GO:0003824 // GO:0071973 // GO:0005886 // GO:0016021 // GO:0016020	"YlbD // ""FdrA"" // ""putative acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain"""	putative acyl-CoA synthetase FdrA	58.596
yjgX	G7898	b4575	"KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment"		"YjgX // ""YjgY"""	"KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment"	
yafV	G6103	b0219	2-oxoglutaramate amidase	GO:0106008 // GO:0050152 // GO:0005829 // GO:0006807 // GO:0016787	YafV	2-oxoglutaramate amidase	28.925
ydbA	G6722	b4492	"putative outer membrane protein, N-terminal fragment"		"YdbA_1 // ""YdbA"""	"putative outer membrane protein, N-terminal fragment"	
ynfQ	G0-16689	b4724	Qin prophage; protein YnfQ		YnfQ	Qin prophage; protein YnfQ	7.141
bcsQ	EG12261	b3534	cellulose biosynthesis protein			cellulose biosynthesis protein	
och5	G0-10701		small regulatory RNA Och5	GO:1902201 // GO:0048027	Och5	small regulatory RNA Och5	
yghX	G7557	b4658	putative hydrolase fragment		"YghY // ""ORF_f141"" // ""YghX"""	putative hydrolase fragment	
ydaF	G0-10448	b4527	Rac prophage; DUF1391 domain-containing protein YdaF		YdaF	Rac prophage; DUF1391 domain-containing protein YdaF	5.769
efeU	G6525	b4490	inactive ferrous iron permease EfeU		"YcdN // ""EfeU"""	inactive ferrous iron permease EfeU	
yggM	EG12704	b2956	DUF1202 domain-containing protein YggM		YggM	DUF1202 domain-containing protein YggM	38.459
gatR	EG12162	b4498	"DNA-binding transcriptional repressor GatR, N-terminal fragment"		GatR	"DNA-binding transcriptional repressor GatR, N-terminal fragment"	
yiaF	EG12273	b3554	DUF3053 domain-containing protein YiaF	GO:0044764	YiaF	DUF3053 domain-containing protein YiaF	25.663
ygeF	G7470	b2850	protein YgeF		YgeF	protein YgeF	
yejG	EG12042	b2181	protein YejG	GO:0005515	YejG	protein YejG	12.525
yaiT	G6222	b4580	putative autotransporter YaiT		"YaiU // ""YaiT"""	putative autotransporter YaiT	
yjaH	EG11917	b4001	DUF1481 domain-containing protein YjaH		YjaH	DUF1481 domain-containing protein YjaH	26.317
yfcU	G7209	b4661	putative outer membrane usher protein YfcU	GO:0015473 // GO:0043711 // GO:0009279	"YfcT // ""YfcU"""	putative outer membrane usher protein YfcU	
efeB	EG11735	b1019	heme-containing peroxidase/deferrochelatase	GO:0006974 // GO:0005623 // GO:0098869 // GO:0016491 // GO:0030288 // GO:0005829 // GO:0020037 // GO:0033212 // GO:0055114 // GO:0046872 // GO:0042597 // GO:0004601	"YcdB // ""EfeB"""	heme-containing peroxidase/deferrochelatase	46.754
G0-10697	G0-10697						
wrbA	EG11540	b1004	NAD(P)H:quinone oxidoreductase	GO:0051287 // GO:0050661 // GO:0050660 // GO:0032991 // GO:0016491 // GO:0000166 // GO:0005829 // GO:0042802 // GO:0055114 // GO:0003955 // GO:0010181 // GO:0006979	WrbA	NAD(P)H:quinone oxidoreductase	20.846
gapC	G8205	b4493	glyceraldehyde-3-phosphate dehydrogenase			glyceraldehyde-3-phosphate dehydrogenase	
hflD	EG11345	b1132	lysogenization regulator	GO:0016020 // GO:0005886 // GO:0009408 // GO:0005737 // GO:0031234 // GO:0005515	"HslZ // ""HflD"" // ""YcfC"""	lysogenization regulator	22.948
yeeL	G7066	b4497	"putative glycosyltransferase, N-terminal fragment"		"YeeK // ""YeeL_1"" // ""YeeL"""	"putative glycosyltransferase, N-terminal fragment"	
yjeT	G7844	b4176	DUF2065 domain-containing protein YjeT	GO:0005886 // GO:0016021 // GO:0016020	YjeT	DUF2065 domain-containing protein YjeT	7.166
arpB	G6926	b4494	"putative ankyrin repeat protein B, N-terminal fragment"		"YdiX // ""YdiW"" // ""ArpB"" // ""ArpB_1"""	"putative ankyrin repeat protein B, N-terminal fragment"	
yjeJ	G7835	b4145	protein YjeJ	GO:0005829	YjeJ	protein YjeJ	32.947
yqiG	G7585	b3046	putative outer membrane usher protein YqiG			putative outer membrane usher protein YqiG	
yhaC	EG11174	b3121	uncharacterized protein YhaC	GO:0006974	YhaC	uncharacterized protein YhaC	45.251
ycgH	G6609	b4491	"putative transporter component, N-terminal fragment"		"YcgH // ""YcgH_1"""	"putative transporter component, N-terminal fragment"	
yrdA	G7696	b3279	hexapeptide repeats-containing protein YrdA	GO:0032991 // GO:0042802 // GO:0005829 // GO:0008270	YrdA	hexapeptide repeats-containing protein YrdA	20.245
renD	G6298	b0542	DLP12 prophage; protein RenD	GO:0005829	"YbcE // ""RenD"""	DLP12 prophage; protein RenD	
ybgC	EG11110	b0736	esterase/thioesterase	GO:0047617 // GO:0005829 // GO:0006629 // GO:0016790 // GO:0016020 // GO:0005886 // GO:0016787 // GO:0005515	YbgC	esterase/thioesterase	15.562
wbbL	EG11986	b4571	interrupted rhamnosyltransferase WbbL		"WbbL // ""YefJ"" // ""lipopolysaccharide biosynthesis protein, N-terminal fragment"""	interrupted rhamnosyltransferase WbbL	
yqjC	G7611	b3097	DUF1090 domain-containing protein YqjC		YqjC	DUF1090 domain-containing protein YqjC	13.906
yjbT	G0-10606	b4620	PF17089 family protein YjbT		YjbT	PF17089 family protein YjbT	10.049
dedD	EG10218	b2314	cell division protein DedD	GO:0005887 // GO:0051301 // GO:0016021 // GO:0016020 // GO:0007049 // GO:0005886 // GO:0042834 // GO:0030428 // GO:0032153 // GO:0032506	DedD	cell division protein DedD	22.938
ysaB	G0-10467	b4553	putative lipoprotein YsaB	GO:0016020 // GO:0005886	YsaB	putative lipoprotein YsaB	11.336
yqeC	G7495	b2876	uncharacterized protein YqeC	GO:0009058 // GO:0005524	YqeC	uncharacterized protein YqeC	28.103
yohO	G0-10459	b4542	UPF0387 family protein YohO	GO:0005887 // GO:0016021 // GO:0016020 // GO:0005886	YohO	UPF0387 family protein YohO	3.643
ypjB	G7384	b2649	DUF5508 domain-containing protein YpjB	GO:0009279	YpjB	DUF5508 domain-containing protein YpjB	29.787
yobH	G0-10454	b4536	protein YobH		YobH	protein YobH	8.514
yfcE	G7192	b2300	phosphodiesterase YfcE	GO:0032991 // GO:0030145 // GO:0042802 // GO:0008081 // GO:0005829 // GO:0046872 // GO:0016787	YfcE	phosphodiesterase YfcE	20.122
yicS	G0-10469	b4555	uncharacterized protein YicS	GO:0005887	YicS	uncharacterized protein YicS	11.07
cutC	G7024	b1874	protein CutC	GO:0005623 // GO:0006878 // GO:0055070 // GO:0005507 // GO:0005829 // GO:0005737	"CutC // ""protein potentially involved in copper homeostasis"""	protein CutC	26.762
ypeB	G0-10462	b4546	PF12843 family protein YpeB	GO:0005829	YpeB	PF12843 family protein YpeB	8.415
yeaD	G6966	b1780	putative aldose 1-epimerase YeaD	GO:0005829 // GO:0030246 // GO:0005975 // GO:0003824 // GO:0006974 // GO:0047938 // GO:0016853	"YzzQ // ""YeaD"""	putative aldose 1-epimerase YeaD	32.666
yecJ	G0-10455	b4537	DUF2766 domain-containing protein YecJ	GO:0005829	YecJ	DUF2766 domain-containing protein YecJ	9.123
ydgA	G6865	b1614	DUF945 domain-containing protein YdgA	GO:0042803 // GO:0042802 // GO:0005886 // GO:0006928 // GO:0016020	YdgA	DUF945 domain-containing protein YdgA	54.689
ydbJ	G0-10450	b4529	DUF333 domain-containing protein YdbJ	GO:0030288	YdbJ	DUF333 domain-containing protein YdbJ	8.696
ycjR	G6652	b1314	3-dehydro-D-guloside 4-epimerase	GO:0030145 // GO:0016857 // GO:0046872 // GO:0016853 // GO:0005975 // GO:0005829	"Dte // ""YcjR"" // ""putative ketohexose-3-epimerase YcjR"" // ""3-ketohexose 4-epimerase"""	3-dehydro-D-guloside 4-epimerase	29.832
ytjA	G0-10475	b4568	DUF1328 domain-containing protein YtjA	GO:0016021 // GO:0016020 // GO:0005886	YtjA	DUF1328 domain-containing protein YtjA	5.536
gfcD	G6505	b0984	putative lipoprotein GfcD	GO:0009279 // GO:0005886 // GO:0016020	"YmcA // ""GfcD"""	putative lipoprotein GfcD	78.687
yheV	G0-10466	b4551	DUF2387 domain-containing protein YheV	GO:0005829	YheV	DUF2387 domain-containing protein YheV	7.599
ybhN	G6405	b0788	PF03706 family inner membrane protein YbhN	GO:0005886 // GO:0016021 // GO:0016020	YbhN	PF03706 family inner membrane protein YbhN	35.86
yehK	G0-10458	b4541	uncharacterized protein YehK	GO:0005829	YehK	uncharacterized protein YehK	12.603
ybaP	G6258	b0482	TraB family protein YbaP		YbaP	TraB family protein YbaP	29.902
yniD	G0-10453	b4535	uncharacterized protein YniD	GO:0005887 // GO:0016021 // GO:0016020	YniD	uncharacterized protein YniD	4.115
dgd	G26		D-galactose 1-dehydrogenase		Dgd	D-galactose 1-dehydrogenase	
yqjK	G7614	b3100	PF13997 family protein YqjK	GO:0005829	YqjK	PF13997 family protein YqjK	11.811
ytiC	G0-16686	b4720	protein YtiC	GO:0016021 // GO:0016020 // GO:0005886	YtiC	protein YtiC	3.949
yecR	G7035	b1904	lipoprotein YecR	GO:0005829	YecR	lipoprotein YecR	11.741
yohP	G0-10652	b4679	uncharacterized membrane protein YohP	GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020	YohP	uncharacterized membrane protein YohP	3.092
ynfB	G6841	b1583	DUF1283 domain-containing protein YnfB	GO:0005515 // GO:0009279	YnfB	DUF1283 domain-containing protein YnfB	12.909
ybfQ	G0-10440	b4514	inactive transposase YbfQ	GO:0005829	YbfQ	inactive transposase YbfQ	9.555
chiQ	G6371	b0682	lipoprotein ChiQ	GO:0030288 // GO:0005886 // GO:0016020	"YbfN // ""ChiQ"""	lipoprotein ChiQ	11.999
ydiE	EG12391	b1705	PF10636 family protein YdiE	GO:0042803	"YdiE // ""conserved protein YdiE"""	PF10636 family protein YdiE	7.117
yacL	EG12605	b0119	UPF0231 family protein YacL	GO:0005829 // GO:0005515	YacL	UPF0231 family protein YacL	13.942
yhjR	EG12262	b3535	PF10945 family protein YhjR	GO:0030244 // GO:0090540	YhjR	PF10945 family protein YhjR	7.018
yiiX	EG11882	b3937	putative lipid binding hydrolase		YiiX	putative lipid binding hydrolase	23.14
yehL	EG11998	b2119	putative AAA+ MoxR family ATPase YehL	GO:0005515 // GO:0005829 // GO:0016887 // GO:0005524	YehL	putative AAA+ MoxR family ATPase YehL	39.682
ygfB	EG11323	b2909	UPF0149 family protein YgfB	GO:0005829	YgfB	UPF0149 family protein YgfB	21.23
yiiQ	EG11874	b3920	DUF1454 domain-containing protein YiiQ		YiiQ	DUF1454 domain-containing protein YiiQ	21.763
yghW	G7555	b2998	DUF2623 domain-containing protein YghW	GO:1901422	YghW	DUF2623 domain-containing protein YghW	10.945
yidX	EG11719	b3696	putative lipoprotein YidX	GO:0005887 // GO:0016021 // GO:0016020	YidX	putative lipoprotein YidX	24.17
yebY	G7012	b1839	DUF2511 domain-containing protein YebY	GO:0005829	YebY	DUF2511 domain-containing protein YebY	12.378
ybfB	EG11522	b0702	uncharacterized protein YbfB	GO:0005886 // GO:0016021 // GO:0016020	YbfB	uncharacterized protein YbfB	12.557
ydbL	G6705	b1383	DUF1318 domain-containing protein YdbL		YdbL	DUF1318 domain-containing protein YdbL	11.878
yjjU	G7951	b4377	putative patatin-like phospholipase YjjU	GO:0006974 // GO:0016787 // GO:0016042 // GO:0006629	"YjjU // ""putative esterase"""	putative patatin-like phospholipase YjjU	39.832
ybeQ	G6351	b0644	Sel1 repeat-containing protein YbeQ	GO:0043085 // GO:0008047 // GO:0006979	YbeQ	Sel1 repeat-containing protein YbeQ	37.031
lolB	EG11293	b1209	outer membrane lipoprotein LolB	GO:0009279 // GO:0036406 // GO:0030288 // GO:0005515 // GO:0044874 // GO:0042157 // GO:0016020 // GO:0015031	"YchC // ""LolB"" // ""HemM"""	outer membrane lipoprotein LolB	23.551
ybiJ	EG12422	b0802	DUF1471 domain-containing protein YbiJ	GO:0006974 // GO:0042597	YbiJ	DUF1471 domain-containing protein YbiJ	8.568
