SwissProt ID,SwissProt accession,Protein description,Observed parent ions,Protein score,Observable peptides,PAI lysate,emPAI,emPAI-derived copy no/cell (see Figure 2),Detection Frequency,Molecular mass (Da),Isoelectric point (pI),GRAVY (Kyte-Doolittle),number of alternating hydrophobic/hydrophilic stretches,CAI,Essentiality,hgt,Expr_value,FunCat (v.1.3) top level classification,FunCat (v.1.3) complete classification,FunCat class description,SCOP Fold,SCOP Family,SCOP Class,SCOP Fold Description,TMHMM 2.0 number of transmembrane segments,PSORT localisation,Experimentally derived localization,Group,Operon,Running Number,ribosomal protein,log copynumber
GCVR_ECOLI,P23483,Glycine cleavage system transcriptional repressor (Gcv operon repressor),3,109,5,0.6,2.98E+00,5.46E+02,0.004784689,20639,5.54,-0.03,7,0.24,E,,,"01,40,04",01.01;01;04;01.01.10;04.05;04.05.01.04.03;01.01.10.05.04;40.03;04.05.01;04.05.01.04;01.01.10.05;40;,METABOLISM; SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,,,,,0,Cytoplasmic,,low,,861,no,2.737192643
HCHA_ECOLI,P31658,Chaperone protein hchA (Hsp31) (EcHsp31),3,109,10,0.3,9.95E-01,2.89E+02,0.004784689,31060,5.96,-0.23,8,,,,,"11,63,06",11.01;63.19;06.10;63;63.01;11;63.19.03;06;06.01;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); ",,,,,0,Unknown,C,low,,862,no,2.460897843
YCIO_ECOLI,P45847,Protein yciO,2,89,7,0.29,9.31E-01,2.78E+02,0.011961722,23213,6.29,-0.31,2,0.36,N,,,99,99;,UNCLASSIFIED PROTEINS; ,d.115,d.115.1;,Alpha and beta proteins (a+b),YrdC/RibB,0,Cytoplasmic,,low,,863,no,2.444044796
ENGC_ECOLI,P39286,Probable GTPase engC precursor (EC 3.6.1.-),3,107,16,0.19,5.40E-01,2.02E+02,0.004784689,39194,5.81,-0.4,10,,,,,63,63.19.05;63.19;63;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,,,,,0,Cytoplasmic,,low,,864,no,2.305351369
GNTR_ECOLI,P46860,HTH-type transcriptional regulator gntR (Gluconate utilization system GNT-I transcriptiona,3,107,15,0.2,5.85E-01,2.12E+02,0.009569378,36423,6.88,-0.1,9,,,,,"01,63,04",63.03.01;01;01.03;01.03.01.03;63;04;04.05;04.05.01.04.03;04.05.01;63.03;04.05.01.04;01.03.01;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,"c.93,a.35",c.93.1;a.35.1;,"Alpha and beta proteins (a/b),All alpha proteins","Periplasmic binding protein-like I,lambda repressor-like DNA-binding domains",0,Cytoplasmic,C,low,gntR,865,no,2.326335861
PDXK_ECOLI,P40191,Pyridoxine kinase (EC 2.7.1.35) (Pyridoxal kinase) (Vitamin B6 kinase) (Pyridoxamine kinas,3,107,10,0.3,9.95E-01,2.89E+02,0.004784689,30848,5.04,0.09,8,,N,,,1,01;01.07;01.07.04;01.07.01;,METABOLISM; ,,,,,0,Unknown,C,low,,866,no,2.460897843
YGDH_ECOLI,P37350,Hypothetical protein ygdH,3,106,22,0.14,3.69E-01,1.62E+02,0.004784689,50973,6.45,-0.11,13,0.36,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,,low,,867,no,2.209515015
TATA_ECOLI,O65938,Sec-independent protein translocase protein tatA,3,105,5,0.6,2.98E+00,5.46E+02,0.009569378,9665,5.89,-0.47,2,,,,,"40,08,06",08.16;06.04;40;40.30;06;08.16.11;08;,"SUBCELLULAR LOCALISATION; CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; PROTEIN FATE (folding, modification, destination); ",,,,,1,Unknown,,low,,868,no,2.737192643
YJAG_ECOLI,P32680,Hypothetical protein yjaG,3,105,11,0.27,8.74E-01,2.68E+02,0.006379585,22614,4.27,-0.24,7,0.34,?,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,869,no,2.428134794
AROC_ECOLI,P12008,Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),3,104,13,0.23,7.01E-01,2.36E+02,0.007974482,39007,6.13,-0.27,7,,,,,1,01.01.01;01.01;01;01.01.01.11;,METABOLISM; ,,,,,0,Cytoplasmic,C,low,,870,no,2.372912003
EMRA_ECOLI,P27303,Multidrug resistance protein A,3,102,19,0.16,4.38E-01,1.79E+02,0.006379585,42737,10.16,-0.13,15,0.39,N,,,"11,67,40",11.07.05;67.28;11;40;40.30;11.07;67;,"CELL RESCUE, DEFENSE AND VIRULENCE; TRANSPORT FACILITATION; SUBCELLULAR LOCALISATION; ",,,,,1,Unknown,,low,emrRAB,871,no,2.252853031
MIOC_ECOLI,P03817,Protein mioC,2,81,3,0.67,3.64E+00,6.13E+02,0.023923445,15677,4.13,-0.17,4,,,,,"67,01,63,03",01;03;63;63.01;01.07;03.01.03;67.15;03.01;01.07.07;67;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; ,"c.48,c.23",c.23.5;c.23.5;c.48.1;,Alpha and beta proteins (a/b),"Flavodoxin-like,Transketolase C-terminal domain-like",0,Cytoplasmic,,low,,872,no,2.787460475
MODE_ECOLI,P46930,Transcriptional regulator modE,3,101,10,0.3,9.95E-01,2.89E+02,0.004784689,28282,5.15,-0.02,5,0.3,N,,,"63,40,13,04",63.03.01;13.01;13.01.01;63;04.05;40.03;63.03;04.05.01.04;04;13;04.05.01;63.01;40;13.01.01.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; TRANSCRIPTION; ,"b.40,a.4",a.4.5;b.40.6;b.40.6;,"All beta proteins,All alpha proteins","DNA/RNA-binding 3-helical bundle,OB-fold",0,Unknown,,low,,873,no,2.460897843
SRMB_ECOLI,P21507,ATP-dependent RNA helicase srmB,3,101,23,0.13,3.50E-01,1.57E+02,0.004784689,49915,10.03,-0.56,15,0.42,?,,,"63,05",63.19;63;05;63.03.03;63.03;05.01;05.01.99;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Cytoplasmic,,low,,874,no,2.195899652
SUFC_ECOLI,P77499,Probable ATP-dependent transporter sufC,2,80,13,0.15,4.25E-01,1.76E+02,0.004784689,27583,4.68,-0.21,14,,N,,,"67,63,01,40",67.50;01.01;01;63.19;63;67.10;01.01.07;67.50.25;40;40.30;63.19.03;67;,TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; SUBCELLULAR LOCALISATION; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Unknown (This protein may have multiple localization sites.),C,low,sufABCDSE,875,no,2.245512668
YFFS_ECOLI,P76550,Hypothetical protein yffS,3,101,16,0.19,5.40E-01,2.02E+02,0.004784689,31043,5.32,-0.63,10,,E,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,876,no,2.305351369
YGIW_ECOLI,P52083,Protein ygiW precursor,3,101,6,0.5,2.16E+00,4.53E+02,0.009569378,14012,4.93,-0.27,6,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,P,low,,877,no,2.656098202
YCFH_ECOLI,P37346,Putative deoxyribonuclease ycfH (EC 3.1.21.-),3,99,15,0.2,5.85E-01,2.12E+02,0.004784689,29810,5.15,-0.21,4,0.37,N,,,"01,63,40",01;01.03;63.17;63;01.03.16;40.03;63.17.09;63.17.07;40;01.03.16.03;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,C,low,,878,no,2.326335861
YEEF_ECOLI,P33016,Hypothetical transport protein yeeF,3,99,7,0.43,1.68E+00,3.92E+02,0.007974482,49539,9.15,0.73,10,0.53,X,,1.5,"67,01,40",01.01;01;67.10;01.01.07;40;40.30;67;,TRANSPORT FACILITATION; METABOLISM; SUBCELLULAR LOCALISATION; ,,,,,12,CytoplasmicMembrane,,low,,879,no,2.593286067
ARGT_ECOLI,P09551,Lysine-arginine-ornithine-binding periplasmic protein precursor (LAO-binding protein),3,98,15,0.2,5.85E-01,2.12E+02,0.004784689,27993,5.52,-0.23,13,0.37,N,,,63,63;63.11;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.94,c.94.1;,Alpha and beta proteins (a/b),Periplasmic binding protein-like II,0,Periplasmic,C,low,argT-hisJQMP,880,no,2.326335861
CRL_ECOLI,P24251,Curlin genes transcriptional activatory protein,3,98,8,0.38,1.37E+00,3.48E+02,0.019138756,15526,5.8,-0.53,6,0.43,N,,,"40,04",04;04.05;40.03;04.05.01.04.01;04.05.01;04.05.01.04;40;,SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,,,,,0,Cytoplasmic,,low,,881,no,2.541579244
HFLX_ECOLI,P25519,GTP-binding protein hflX,3,98,21,0.14,3.89E-01,1.67E+02,0.004784689,48328,5.88,-0.33,17,0.34,N,,,"11,63",63.19.05;63.19;63;11;11.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ",,,,,0,Cytoplasmic,,low,yjeFE-amiB-mutL-miaA-hfq-hflXKC,882,no,2.222716471
OXYR_ECOLI,P11721,Hydrogen peroxide-inducible genes activator (Morphology and auto-aggregation control prote,2,78,15,0.13,3.59E-01,1.60E+02,0.007177033,34277,6.38,-0.09,7,0.39,N,,,"11,63,06,04",11.01.01;63.03.01;63;04.05;04.05.01.04.01;04.05.01.04;63.03;06;11.01;06.10;04;04.05.01;11;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); TRANSCRIPTION; ",c.94,c.94.1;,Alpha and beta proteins (a/b),Periplasmic binding protein-like II,0,Cytoplasmic,,low,oxyR,883,no,2.204119983
ROB_ECOLI,P27292,Right origin-binding protein,2,71,11,0.18,5.20E-01,1.98E+02,0.007177033,33146,7.17,-0.36,12,0.38,N,,,"63,03,40",63.03.01;03;63;40.03;03.01.03.03;63.03;03.01.03;40;03.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ,"d.60,a.4",d.60.1;a.4.1;,"Alpha and beta proteins (a+b),All alpha proteins","DNA/RNA-binding 3-helical bundle,Probable bacterial effector-binding domain",0,Cytoplasmic,,low,,884,no,2.29666519
TRPA_ECOLI,P00928,Tryptophan synthase alpha chain (EC 4.2.1.20),3,95,14,0.21,6.38E-01,2.23E+02,0.004784689,28725,5.23,0.12,2,,,,,"01,63",01.01.01;01.01;01;01.04;63;01.01.10;01.01.01.11;63.11;01.01.10.05.01;01.01.10.05;63.01;01.01.01.11.13;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.1,c.1.2;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Cytoplasmic,C,low,trpLEDCBA,885,no,2.348304863
DHAB_ECOLI,P17445,Betaine aldehyde dehydrogenase (EC 1.2.1.8) (BADH),3,94,17,0.18,5.01E-01,1.94E+02,0.014354067,52781,5.06,-0.08,10,,,,,"67,01,63,02",01;63;63.21.07;02;01.05;67.15;63.21;01.05.01;02.11;01.05.01.01;67;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ,c.82,c.82.1;,Alpha and beta proteins (a/b),ALDH-like,0,Cytoplasmic,,low,betIBA,886,no,2.28780173
UUP_ECOLI,P43672,ABC transporter ATP-binding protein uup,3,93,27,0.11,2.92E-01,1.41E+02,0.004784689,72068,5.29,-0.47,21,,N,,,29,29.07;29;,"TRANSPOSABLE ELEMENTS, VIRAL AND PLASMID PROTEINS; ",c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,CytoplasmicMembrane,,low,ycbY-uup,887,no,2.149219113
FEOB_ECOLI,P33650,Ferrous iron transport protein B,3,92,22,0.14,3.69E-01,1.62E+02,0.004784689,84475,6.12,0.42,21,0.42,N,,,"67,63,40,10,20",63.19;63.17;63;67.04;20.07;63.17.09;20;10.05;10.05.01;20.07.03;40.30;67.50;67.04.01;63.19.05;10;10.01;10.05.01.10;40;67.04.01.01;67;,TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM; SYSTEMIC REGULATION OF / INTERACTION WITH ENVIRONMENT; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,10,CytoplasmicMembrane,,low,feoAB,888,no,2.209515015
INTD_ECOLI,P24218,Prophage DLP12 integrase (Prophage QSR' integrase),3,92,15,0.2,5.85E-01,2.12E+02,0.007974482,45091,10.53,-0.67,9,0.2,N,,,"63,03,29",63.03.01;03.01.05.03;03;63;29;63.03;29.06;03.01.05;03.01;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; TRANSPOSABLE ELEMENTS, VIRAL AND PLASMID PROTEINS; ",d.163,d.163.1;,Alpha and beta proteins (a+b),DNA breaking-rejoining enzymes,0,Cytoplasmic,,low,,889,no,2.326335861
TYRR_ECOLI,P07604,Transcriptional regulatory protein tyrR,3,92,26,0.12,3.04E-01,1.45E+02,0.006379585,57657,5.6,-0.21,19,0.28,N,,,"63,01,04",01.01.01;01;63.19;63;04.05;04.05.01.04;63.19.03;01.01;04;63.11;04.05.01;01.01.07;63.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; TRANSCRIPTION; ,a.4,a.4.1;,All alpha proteins,DNA/RNA-binding 3-helical bundle,0,Cytoplasmic,C,low,tyrR,890,no,2.161368002
YJGK_ECOLI,P39335,Protein yjgK,2,66,8,0.25,7.78E-01,2.50E+02,0.004784689,16866,5.32,-0.25,5,0.34,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,891,no,2.397940009
PRMA_ECOLI,P28637,Ribosomal protein L11 methyltransferase (EC 2.1.1.-) (L11 Mtase),2,71,9,0.22,6.68E-01,2.29E+02,0.011961722,31878,4.15,-0.06,6,,,,,"40,05,06",06.07;05;40.03;05.01;05.01.99;40;06.07.09;06;,"SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; PROTEIN FATE (folding, modification, destination); ",c.66,c.66.1;c.66.1;,Alpha and beta proteins (a/b),S-adenosyl-L-methionine-dependent methyltransferases,0,Cytoplasmic,,low,panF-prmA,892,no,2.359835482
PEPT_ECOLI,P29745,Peptidase T (EC 3.4.11.4) (Tripeptide aminopeptidase) (Aminotripeptidase) (Tripeptidase),3,90,17,0.18,5.01E-01,1.94E+02,0.004784689,44925,5.39,-0.22,22,,,,,"63,40,06",06.13.01;63.17;63.02;63;06.13;40.03;63.17.09;40;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ","d.58,c.56",c.56.5;d.58.19;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Phosphorylase/hydrolase-like,Ferredoxin-like",0,Cytoplasmic,,low,,893,no,2.28780173
TATB_ECOLI,O69415,Sec-independent protein translocase protein tatB,2,70,8,0.25,7.78E-01,2.50E+02,0.009569378,18422,4.99,-0.38,4,,,,,"08,06",08.16;06.04;06;08.16.11;08;,"CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; PROTEIN FATE (folding, modification, destination); ",,,,,1,Unknown,IM,low,,894,no,2.397940009
ALF1_ECOLI,P71295,Fructose-bisphosphate aldolase class I (EC 4.1.2.13) (FBP aldolase),3,89,15,0.2,5.85E-01,2.12E+02,0.004784689,37979,6.71,-0.15,2,,,,,"01,02",01;02.01;02;01.05;01.05.01;01.05.01.01;01.05.01.01.01;,METABOLISM; ENERGY; ,,,,,0,Unknown,,low,,895,no,2.326335861
E4PD_ECOLI,P11603,D-erythrose-4-phosphate dehydrogenase (EC 1.2.1.-) (E4PDH),2,68,16,0.13,3.34E-01,1.53E+02,0.009569378,37169,6.75,-0.05,11,0.3,N,,,"01,63,40,06",01;63;01.04;63.21.07;63.13;40.03;01.05;01.05.01;06;06.10;01.07;63.01;40;01.07.01;63.21;,"METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ","d.81,c.2",c.2.1;d.81.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain,NAD(P)-binding Rossmann-fold domains",0,Cytoplasmic,,low,epd-pgk,896,no,2.184691431
YEBT_ECOLI,P76272,Hypothetical protein yebT,2,64,34,0.06,1.45E-01,9.43E+01,0.007177033,94972,5.96,-0.1,39,,N,,,11,11.05.01.03;11.05.01;11;11.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; ",,,,,1,CytoplasmicMembrane,P,low,,897,no,1.974511693
LPLA_ECOLI,P32099,Lipoate-protein ligase A (EC 6.3.2.-),2,62,16,0.13,3.34E-01,1.53E+02,0.004784689,37796,5.93,-0.33,11,,,,,"40,06",06.07;40.03;06.07.99;40;06;,"SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",,,,,0,Cytoplasmic,,low,,898,no,2.184691431
MAOC_ECOLI,P77455,MaoC protein (Phenylacetic acid degradation protein paaZ),3,85,23,0.13,3.50E-01,1.57E+02,0.004784689,73004,6.43,0,19,,N,,,"01,63",01;63;63.13;63.01;01.05;01.05.01;01.05.01.01;63.13.99;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.82,c.82.1;,Alpha and beta proteins (a/b),ALDH-like,0,CytoplasmicMembrane,,low,paaZ,899,no,2.195899652
NANE_ECOLI,P45426,Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase),2,64,9,0.22,6.68E-01,2.29E+02,0.011961722,24075,4.75,0.16,5,,,,,"01,40",01;40.03;01.05.01.01.04;01.05;40;01.05.01;01.05.01.01;,METABOLISM; SUBCELLULAR LOCALISATION; ,,,,,0,Unknown,,low,,900,no,2.359835482
CS32_ECOLI,P15484,Outer membrane usher protein CS3-2 (CS3 pili synthesis 104 kDa protein),3,83,37,0.08,2.05E-01,1.15E+02,0.004784689,104041,6.63,-0.37,40,,,,,"40,30,06",06.10;40.31;30;06.04;30.33;40;06;06.01;,"SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; PROTEIN FATE (folding, modification, destination); ",,,,,0,,,low,,901,no,2.06069784
FECB_ECOLI,P15028,Iron(III) dicitrate-binding periplasmic protein precursor,3,83,8,0.38,1.37E+00,3.48E+02,0.004784689,33147,9.66,0.03,9,0.36,X,H,,"67,63,08,40,13",13.01;13.01.01;63.17;63;40.28;67.04;63.17.09;67.50.25;67.50;67.04.01.01.02;67.04.01;13;63.01;08.19;40;13.01.01.01;67.04.01.01;08;67;,TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; SUBCELLULAR LOCALISATION; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; ,c.92,c.92.2;,Alpha and beta proteins (a/b),Chelatase-like,0,Periplasmic,,low,fecABCDE,902,no,2.541579244
GLGA_ECOLI,P08323,Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase),2,54,15,0.13,3.59E-01,1.60E+02,0.011961722,52824,6.62,0,12,,,,,"01,02",01;01.05.01.03.02;02;02.19;01.05;01.05.01;01.05.01.03;,METABOLISM; ENERGY; ,,,,,0,Unknown,,low,glgCAP,903,no,2.204119983
PTMA_ECOLI,P00550,"PTS system, mannitol-specific IIABC component (EIIABC-Mtl) (Mannitol-permease IIABC compon",3,81,18,0.17,4.68E-01,1.86E+02,0.004784689,67973,6.46,0.33,14,0.55,N,,1.85,"67,01,40",01;01.05.07;01.05;40;40.30;01.05.01;67.07.01;67;67.07;,TRANSPORT FACILITATION; METABOLISM; SUBCELLULAR LOCALISATION; ,d.112,d.112.1;,Alpha and beta proteins (a+b),Phoshotransferase/anion transport protein,8,CytoplasmicMembrane,IM,low,mtlADR,904,no,2.269512944
PBPA_ECOLI,P02918,Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglyc,2,55,44,0.05,1.10E-01,8.04E+01,0.007177033,93637,6.54,-0.26,18,,,,,"40,30",30.34;30;30.34.07;40;40.30;,SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; ,e.3,e.3.1;,Multi-domain proteins (alpha and beta),beta-Lactamase/D-ala carboxypeptidase,1,Unknown (This protein may have multiple localization sites.),OM,low,,905,no,1.905256049
GLNE_ECOLI,P30870,Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42) ([Glutamate--ammonia-ligase] ad,2,56,38,0.05,1.29E-01,8.80E+01,0.004784689,108420,4.93,-0.32,21,,,,,"63,01,06,62",01;62.01;63.19;01.04;63;06.07;62.01.01;63.01;06.07.03;62;63.19.03;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; PROTEIN FATE (folding, modification, destination); PROTEIN ACTIVITY REGULATION; ",,,,,0,Cytoplasmic,,low,,906,no,1.944482672
YFCY_ECOLI,P76503,Probable 3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothio,2,52,21,0.1,2.45E-01,1.28E+02,0.007177033,46532,8.65,0.04,8,,,,,"01,02",01.06;01.06.04;01;02.25;02;,METABOLISM; ENERGY; ,c.95,c.95.1;,Alpha and beta proteins (a/b),Thiolase-like,0,Cytoplasmic,,low,fadIJ,907,no,2.10720997
FDNG_ECOLI,P24183,"Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.2.1.2) (Formate dehydrogenas",2,50,52,0.04,9.26E-02,7.27E+01,0.009569378,112918,6.97,-0.42,28,0.48,N,,,"01,63,40,02",01;02.13.01;63;63.21.07;40.28;63.13;02;01.05;01.05.01;01.05.01.01;63.13.99;01.05.01.01.03;63.01;40;63.21;02.13;63.21.03;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ENERGY; ,"b.52,c.81",c.81.1;b.52.2;,"Alpha and beta proteins (a/b),All beta proteins","Formate dehydrogenase/DMSO reductase, domains 1-3,Double psi beta-barrel",0,Periplasmic,,low,fdnGHI,908,no,1.861534411
PTTB_ECOLI,P36672,"PTS system, trehalose-specific IIBC component (EIIBC-Tre) (Trehalose-permease IIBC component) (Phosp",2,56,8,0.25,7.78E-01,2.50E+02,0.007177033,51082,9.57,0.65,13,0.34,N,,,"67,11,01,63,40,08,10,06",01;63;01.05.07;01.05;06;11.01.03;40.02;67.07;11.01;10;63.13.01;10.01;10.01.05;06.07.03;08.19;11;40;67.07.01;08;67;,"TRANSPORT FACILITATION; CELL RESCUE, DEFENSE AND VIRULENCE; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; CELLULAR COMMUNICATION/SIGNAL T",,,,,10,CytoplasmicMembrane,,low,treBC,909,no,2.397940009
HIPA_ECOLI,P23874,Protein hipA,2,55,24,0.08,2.12E-01,1.17E+02,0.007177033,49277,8.36,-0.15,17,0.22,N,H,,"63,04",63;04;04.05;04.05.01.04.03;04.05.01;04.05.01.04;63.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,,,,,0,Unknown,,low,hipBA,910,no,2.068185862
YIEM_ECOLI,P03818,Hypothetical protein yieM,2,55,24,0.08,2.12E-01,1.17E+02,0.009569378,55908,6.45,-0.31,13,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,911,no,2.068185862
CEA1_ECOLI,P02978,Colicin E1 protein,2,54,28,0.07,1.79E-01,1.06E+02,0.016746411,57281,10.11,-0.59,17,,,,,"11,67,40,13",13.01;67.01;13.01.01;67.04;67.01.01;40.30;11.01.03;11.01;67.04.01;13;67.04.01.02;11;40;13.01.01.01;67;,"CELL RESCUE, DEFENSE AND VIRULENCE; TRANSPORT FACILITATION; SUBCELLULAR LOCALISATION; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; ",f.1,f.1.1;,Membrane and cell surface proteins and peptides,Toxins' membrane translocation domains,1,,,low,,912,no,2.025305865
YEHM_ECOLI,P33349,Hypothetical protein yehM,3,74,25,0.12,3.18E-01,1.49E+02,0.004784689,83391,5.86,-0.11,17,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,913,no,2.173186268
YBIO_ECOLI,P75783,Hypothetical UPF0003 protein ybiO,2,50,26,0.08,1.94E-01,1.12E+02,0.004784689,81905,9.96,0.39,13,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,11,CytoplasmicMembrane,,low,,914,no,2.049218023
YEJF_ECOLI,P33916,Hypothetical ABC transporter ATP-binding protein yejF,2,50,28,0.07,1.79E-01,1.06E+02,0.007177033,58727,9.61,-0.06,17,0.23,N,,,"67,63",67.50;63.19;63;67.50.25;63.19.03;67;,TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,CytoplasmicMembrane,,low,,915,no,2.025305865
YGIS_ECOLI,Q46863,Putative binding protein ygiS precursor,3,73,21,0.14,3.89E-01,1.67E+02,0.006379585,60695,6.82,-0.37,18,,N,,,"63,40,08",63.02;63;40.28;08.19;40;08;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; ,c.94,c.94.1;,Alpha and beta proteins (a/b),Periplasmic binding protein-like II,0,Periplasmic,,low,,916,no,2.222716471
