Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	Annotation	Function [CC]
P33030	reviewed	Zinc-binding GTPase YeiR (EC 3.6.-.-)	yeiR b2173 JW2161		YEIR_ECOLI	GO:0003924; GO:0005525; GO:0008270	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; zinc ion binding [GO:0008270]		36,113		KW-0342; KW-0378; KW-0479; KW-0547; KW-0862; KW-1185	4 out of 5	FUNCTION: Involved in metal homeostasis. Has GTPase activity. Binds several Zn(2+) ions in vitro. {ECO:0000269|PubMed:22511334}.
P64536	reviewed	Uncharacterized protein YeiS	yeiS b2145 JW5359		YEIS_ECOLI	GO:0016021	integral component of membrane [GO:0016021]		9,264		KW-0472; KW-0812; KW-1133; KW-1185	1 out of 5	
P0AFT8	reviewed	UPF0153 protein YeiW	yeiW b4502 JW5361		YEIW_ECOLI				8,954		KW-1185	1 out of 5	
P33913	reviewed	Uncharacterized protein YejA	yejA b2177 JW2165		YEJA_ECOLI	GO:0006857; GO:0030288; GO:0042884; GO:0043190; GO:1904680	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; microcin transport [GO:0042884]; oligopeptide transport [GO:0006857]	microcin transport [GO:0042884]; oligopeptide transport [GO:0006857]	69,669		KW-0732; KW-1185	2 out of 5	
P0AFU0	reviewed	Inner membrane ABC transporter permease protein YejB	yejB b2178 JW2166		YEJB_ECOLI	GO:0005886; GO:0016021; GO:0035672; GO:0042884	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; microcin transport [GO:0042884]; oligopeptide transmembrane transport [GO:0035672]	microcin transport [GO:0042884]; oligopeptide transmembrane transport [GO:0035672]	40,360		KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	3 out of 5	FUNCTION: Probably part of a binding-protein-dependent transport system. Probably responsible for the translocation of the substrate across the membrane.
P33915	reviewed	Inner membrane ABC transporter permease protein YejE	yejE b2179 JW2167		YEJE_ECOLI	GO:0005886; GO:0016021; GO:0035672; GO:0042884	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; microcin transport [GO:0042884]; oligopeptide transmembrane transport [GO:0035672]	microcin transport [GO:0042884]; oligopeptide transmembrane transport [GO:0035672]	38,092		KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	3 out of 5	FUNCTION: Probably part of a binding-protein-dependent transport system. Probably responsible for the translocation of the substrate across the membrane.
P33916	reviewed	Uncharacterized ABC transporter ATP-binding protein YejF	yejF b2180 JW2168		YEJF_ECOLI	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0035672; GO:0035673; GO:0042626; GO:0042884; GO:0055085	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; oligopeptide transmembrane transporter activity [GO:0035673]; transmembrane transporter activity [GO:0022857]; microcin transport [GO:0042884]; oligopeptide transmembrane transport [GO:0035672]; transmembrane transport [GO:0055085]	microcin transport [GO:0042884]; oligopeptide transmembrane transport [GO:0035672]; transmembrane transport [GO:0055085]	58,726		KW-0067; KW-0547; KW-0677; KW-0813; KW-1185	3 out of 5	
P0AD21	reviewed	Uncharacterized protein YejG	yejG b2181 JW2169		YEJG_ECOLI				12,525		KW-0002; KW-1185	1 out of 5	
P33919	reviewed	Putative DNA repair helicase RadD (EC 3.6.4.12)	radD yejH yejI yejJ b2184 JW2172		RADD_ECOLI	GO:0003677; GO:0003678; GO:0003723; GO:0005524; GO:0006302; GO:0006412; GO:0010212; GO:0042493; GO:0051301	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; RNA binding [GO:0003723]; cell division [GO:0051301]; double-strand break repair [GO:0006302]; response to drug [GO:0042493]; response to ionizing radiation [GO:0010212]; translation [GO:0006412]	cell division [GO:0051301]; double-strand break repair [GO:0006302]; response to drug [GO:0042493]; response to ionizing radiation [GO:0010212]; translation [GO:0006412]	66,413		KW-0002; KW-0067; KW-0227; KW-0234; KW-0347; KW-0378; KW-0547; KW-1185	5 out of 5	FUNCTION: May be a helicase. In combination with RadA is important in repair of double-strand DNA breaks (DSB) (PubMed:25425430, PubMed:25484163). {ECO:0000269|PubMed:25425430, ECO:0000269|PubMed:25484163}.
P33920	reviewed	Nucleoid-associated protein YejK	yejK b2186 JW2174		NDPA_ECOLI	GO:0003690; GO:0003727; GO:0005737; GO:0042802; GO:0043590	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; single-stranded RNA binding [GO:0003727]		37,823		KW-0903; KW-0963; KW-1185	3 out of 5	
P0AD24	reviewed	UPF0352 protein YejL	yejL b2187 JW2175		YEJL_ECOLI	GO:0005829	cytosol [GO:0005829]		8,288		KW-0002; KW-1185	1 out of 5	
P0AD27	reviewed	Inner membrane protein YejM	yejM yejN b2188 JW2176		YEJM_ECOLI	GO:0005886; GO:0008484; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sulfuric ester hydrolase activity [GO:0008484]		67,296		KW-0002; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	2 out of 5	
P17994	reviewed	Uncharacterized protein YfaA	yfaA pufY b2230 JW2224		YFAA_ECOLI	GO:0005829	cytosol [GO:0005829]		62,671		KW-1185	1 out of 5	
P37014	reviewed	Inactive recombination-promoting nuclease-like protein RpnE	yfaD b2244 JW2238		RPNE_ECOLI	GO:0006310; GO:1990238	double-stranded DNA endodeoxyribonuclease activity [GO:1990238]; DNA recombination [GO:0006310]	DNA recombination [GO:0006310]	34,923		KW-1185	2 out of 5	FUNCTION: Upon expression has no effect on RecA-independent DNA recombination, cell viability or DNA damage (PubMed:28096446). {ECO:0000269|PubMed:28096446}.
P0ABW3	reviewed	Uncharacterized ferredoxin-like protein YfaE	yfaE b2236 JW2230	COFACTOR: Name=[2Fe-2S] cluster; Xref=ChEBI:CHEBI:49601; Evidence={ECO:0000305};  Note=Binds 1 [2Fe-2S] cluster. {ECO:0000305};	YFAE_ECOLI	GO:0005737; GO:0006124; GO:0006464; GO:0009055; GO:0030091; GO:0046872; GO:0051537	cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; cellular protein modification process [GO:0006464]; ferredoxin metabolic process [GO:0006124]; protein repair [GO:0030091]	cellular protein modification process [GO:0006464]; ferredoxin metabolic process [GO:0006124]; protein repair [GO:0030091]	9,293	METAL 37;  /note="Iron-sulfur (2Fe-2S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00465"; METAL 42;  /note="Iron-sulfur (2Fe-2S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00465"; METAL 45;  /note="Iron-sulfur (2Fe-2S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00465"; METAL 74;  /note="Iron-sulfur (2Fe-2S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00465"	KW-0001; KW-0249; KW-0408; KW-0411; KW-0479; KW-0813; KW-1185	3 out of 5	
P45508	reviewed	Probable autotransporter YfaL [Cleaved into: Probable secreted autotransporter protein YfaL; Probable autotransporter YfaL translocator]	yfaL yfaF yfaJ yfaK b2233 JW2227		YFAL_ECOLI	GO:0005576; GO:0008236; GO:0009279; GO:0009411; GO:0009986; GO:0042597; GO:0043709	cell outer membrane [GO:0009279]; cell surface [GO:0009986]; extracellular region [GO:0005576]; periplasmic space [GO:0042597]; serine-type peptidase activity [GO:0008236]; cell adhesion involved in single-species biofilm formation [GO:0043709]; response to UV [GO:0009411]	cell adhesion involved in single-species biofilm formation [GO:0043709]; response to UV [GO:0009411]	131,153		KW-0378; KW-0472; KW-0574; KW-0645; KW-0677; KW-0720; KW-0732; KW-0964; KW-0998; KW-1185	4 out of 5	FUNCTION: Probably an autotransporter. {ECO:0000305|PubMed:16522795, ECO:0000305|PubMed:22344647}.
P76462	reviewed	Uncharacterized protein YfaP	yfaP b2225 JW2219		YFAP_ECOLI				28,304		KW-0732; KW-1185	1 out of 5	
P76463	reviewed	Uncharacterized protein YfaQ	yfaQ b2226 JW2220		YFAQ_ECOLI				61,476		KW-0732; KW-1185	1 out of 5	
P76466	reviewed	Uncharacterized protein YfaT	yfaT b2229 JW2223		YFAT_ECOLI				23,767		KW-0732; KW-1185	1 out of 5	
P77808	reviewed	NMN amidohydrolase-like protein YfaY	yfaY b2249 JW2243		CINAL_ECOLI				44,226		KW-1185	2 out of 5	FUNCTION: Does not have nicotinamide-nucleotide (NMN) amidohydrolase activity.
P76471	reviewed	Outer membrane protein YfaZ	yfaZ b2250 JW5371		YFAZ_ECOLI	GO:0009279	cell outer membrane [GO:0009279]		18,610		KW-0472; KW-0732; KW-0998; KW-1185	2 out of 5	
P76483	reviewed	Protein YfbM	yfbM b2272 JW2267		YFBM_ECOLI				19,019		KW-0002; KW-1185	2 out of 5	
P76491	reviewed	5'-deoxynucleotidase YfbR (EC 3.1.3.89) (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase)	yfbR b2291 JW2288	COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:15489502}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:15489502}; Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000269|PubMed:15489502};  Note=A divalent metal cation. Highest activity with Co(2+), followed by Mn(2+) and Cu(2+). {ECO:0000269|PubMed:15489502};	5DNU_ECOLI	GO:0000166; GO:0002953; GO:0005737; GO:0006226; GO:0010139; GO:0042802; GO:0050897	cytoplasm [GO:0005737]; 5'-deoxynucleotidase activity [GO:0002953]; cobalt ion binding [GO:0050897]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; dUMP biosynthetic process [GO:0006226]; pyrimidine deoxyribonucleotide salvage [GO:0010139]	dUMP biosynthetic process [GO:0006226]; pyrimidine deoxyribonucleotide salvage [GO:0010139]	22,708	METAL 33;  /note="Cobalt; via tele nitrogen"; METAL 68;  /note="Cobalt; via tele nitrogen"; METAL 69;  /note="Cobalt"; METAL 137;  /note="Cobalt"	KW-0002; KW-0170; KW-0186; KW-0378; KW-0464; KW-0479; KW-0547; KW-0963; KW-1185	5 out of 5	FUNCTION: Essential component of the deoxycytidine triphosphate (dCTP) pathway for de novo synthesis of thymidylate. Catalyzes the strictly specific dephosphorylation of 2'-deoxyribonucleoside 5'-monophosphates (dAMP, dGMP, dTMP, dUMP, dIMP and dCMP) and does not dephosphorylate 5'-ribonucleotides or ribonucleoside 3'-monophosphates. {ECO:0000269|PubMed:15489502, ECO:0000269|PubMed:17827303, ECO:0000269|PubMed:18353368}.
P0AFU2	reviewed	Uncharacterized transporter YfbS	yfbS b2292 JW2289		YFBS_ECOLI	GO:0005886; GO:0006813; GO:0008324; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]	potassium ion transport [GO:0006813]	65,872		KW-0472; KW-0677; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	2 out of 5	
P77625	reviewed	Hexitol phosphatase A (Mannitol-1-phosphatase) (EC 3.1.3.22) (Sorbitol-6-phosphatase) (EC 3.1.3.50) (Sugar-phosphatase) (EC 3.1.3.23)	hxpA yfbT b2293 JW5376	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:16990279}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:16990279}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:16990279};  Note=Requires the presence of a divalent metal cation for activity. Can use magnesium, manganese or cobalt. {ECO:0000269|PubMed:16990279};	HXPA_ECOLI	GO:0000287; GO:0005975; GO:0016791; GO:0030145; GO:0043136; GO:0050084; GO:0050286; GO:0050308; GO:0050897	cobalt ion binding [GO:0050897]; glycerol-3-phosphatase activity [GO:0043136]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; mannitol-1-phosphatase activity [GO:0050084]; phosphatase activity [GO:0016791]; sorbitol-6-phosphatase activity [GO:0050286]; sugar-phosphatase activity [GO:0050308]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	23,008	METAL 9;  /note="Divalent metal cation";  /evidence="ECO:0000250|UniProtKB:P77247"; METAL 11;  /note="Divalent metal cation; via carbonyl oxygen";  /evidence="ECO:0000250|UniProtKB:P77247"; METAL 163;  /note="Divalent metal cation";  /evidence="ECO:0000250|UniProtKB:P77247"	KW-0119; KW-0170; KW-0378; KW-0460; KW-0464; KW-0479; KW-1185	5 out of 5	FUNCTION: Sugar-phosphate phosphohydrolase that appears to contribute to butanol tolerance (PubMed:27941785). Catalyzes the dephosphorylation of D-mannitol 1-phosphate and D-sorbitol 6-phosphate (PubMed:27941785). Is also able to dephosphorylate other sugar phosphates in vitro including ribose-5-phosphate (Rib5P), 2-deoxyribose-5-phosphate, fructose-1-phosphate (Fru1P), fructose-6-phosphate (Fru6P), and glucose-6-phosphate (Glu6P) (PubMed:16990279). Selectively hydrolyzes beta-D-glucose-1-phosphate (bGlu1P) and has no activity with the alpha form (PubMed:16990279). {ECO:0000269|PubMed:15808744, ECO:0000269|PubMed:16990279, ECO:0000269|PubMed:27941785}.
P0A8W8	reviewed	UPF0304 protein YfbU	yfbU b2294 JW2291		YFBU_ECOLI	GO:0005829; GO:0006974	cytosol [GO:0005829]; cellular response to DNA damage stimulus [GO:0006974]	cellular response to DNA damage stimulus [GO:0006974]	19,536		KW-1185	2 out of 5	
P0A8D9	reviewed	UPF0208 membrane protein YfbV	yfbV b2295 JW2292		YFBV_ECOLI	GO:0005886; GO:0016021; GO:2001251	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; negative regulation of chromosome organization [GO:2001251]	negative regulation of chromosome organization [GO:2001251]	17,213		KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	2 out of 5	
P0AD30	reviewed	Probable membrane transporter protein YfcA	yfcA b2327 JW2324		YFCA_ECOLI	GO:0005886; GO:0009408; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; response to heat [GO:0009408]	response to heat [GO:0009408]	28,643		KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	2 out of 5	
P39263	reviewed	Putative basic amino acid antiporter YfcC	yfcC b2298 JW2295		YFCC_ECOLI	GO:0005886; GO:0015297; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]		54,797		KW-0050; KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	2 out of 5	FUNCTION: Metabolomic profiling of different yfcC over-expression and deletion strains suggests that it may affect the glyoxylate shunt. {ECO:0000305|PubMed:24513124}.
P65556	reviewed	Uncharacterized Nudix hydrolase YfcD (EC 3.6.-.-)	yfcD b2299 JW2296	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; 	YFCD_ECOLI	GO:0005829; GO:0016817; GO:0046872	cytosol [GO:0005829]; hydrolase activity, acting on acid anhydrides [GO:0016817]; metal ion binding [GO:0046872]		20,376	METAL 88;  /note="Magnesium"; METAL 92;  /note="Magnesium";  /evidence="ECO:0000250"	KW-0002; KW-0378; KW-0460; KW-0479; KW-1185	3 out of 5	
P67095	reviewed	Phosphodiesterase YfcE (EC 3.1.4.-)	yfcE b2300 JW5377	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:15808744};  Note=Binds 2 manganese ions per subunit. {ECO:0000269|PubMed:15808744};	YFCE_ECOLI	GO:0005829; GO:0008081; GO:0030145; GO:0042802; GO:0051289	cytosol [GO:0005829]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; phosphoric diester hydrolase activity [GO:0008081]; protein homotetramerization [GO:0051289]	protein homotetramerization [GO:0051289]	20,122	METAL 9;  /note="Manganese 1"; METAL 11;  /note="Manganese 1"; METAL 37;  /note="Manganese 1"; METAL 37;  /note="Manganese 2"; METAL 73;  /note="Manganese 2"; METAL 105;  /note="Manganese 2"; METAL 127;  /note="Manganese 2"; METAL 129;  /note="Manganese 1"	KW-0002; KW-0378; KW-0464; KW-0479; KW-1185	4 out of 5	FUNCTION: Shows phosphodiesterase activity, hydrolyzing phosphodiesters bonds in the artificial chromogenic substrates bis-p-nitrophenyl phosphate (bis-pNPP), and less efficiently thymidine 5'-monophosphate p-nitrophenyl ester (pNP-TMP) and p-nitrophenylphosphorylcholine (pNPPC). The physiological substrate is unknown. {ECO:0000269|PubMed:15808744}.
P77544	reviewed	Glutathione S-transferase YfcF (EC 2.5.1.18)	yfcF b2301 JW2298		YFCF_ECOLI	GO:0004364; GO:0004601; GO:0006749; GO:0016034; GO:0042542	glutathione transferase activity [GO:0004364]; maleylacetoacetate isomerase activity [GO:0016034]; peroxidase activity [GO:0004601]; glutathione metabolic process [GO:0006749]; response to hydrogen peroxide [GO:0042542]	glutathione metabolic process [GO:0006749]; response to hydrogen peroxide [GO:0042542]	24,326		KW-0002; KW-0560; KW-0575; KW-0808; KW-1185	4 out of 5	FUNCTION: Exhibits glutathione (GSH) S-transferase activity toward 1-chloro-2,4-dinitrobenzene (CDNB); however this activity is as low as 1% of that of GstA. Also displays a GSH-dependent peroxidase activity toward cumene hydroperoxide. Is involved in defense against oxidative stress, probably via its peroxidase activity. {ECO:0000269|PubMed:17018556}.
P77526	reviewed	Disulfide-bond oxidoreductase YfcG (EC 1.8.4.-) (GSH-dependent disulfide-bond oxidoreductase YfcG) (GST N1-1) (GST-like protein YfcG) (Organic hydroperoxidase) (EC 1.11.1.-)	yfcG b2302 JW2299		YFCG_ECOLI	GO:0004601; GO:0006979; GO:0015036	disulfide oxidoreductase activity [GO:0015036]; peroxidase activity [GO:0004601]; response to oxidative stress [GO:0006979]	response to oxidative stress [GO:0006979]	24,516		KW-0002; KW-0560; KW-0575; KW-1185	5 out of 5	FUNCTION: Exhibits a very robust glutathione (GSH)-dependent disulfide-bond reductase activity toward the model substrate, 2-hydroxyethyl disulfide; the actual physiological substrates are not known. Has also a low GSH-dependent hydroperoxidase activity toward cumene hydroperoxide, but does not reduce H(2)O(2), tert-butyl hydroperoxide, benzyl peroxide, or lauroyl peroxide. Exhibits little or no GSH transferase activity with most typical electrophilic substrates, and has no detectable transferase activity using glutathionylspermidine (GspSH) as the nucleophilic substrate. Is involved in defense against oxidative stress, probably via its peroxidase activity. {ECO:0000269|PubMed:17018556, ECO:0000269|PubMed:19537707}.
P77775	reviewed	Epimerase family protein YfcH	yfcH b2304 JW2301		YFCH_ECOLI	GO:0003824; GO:0050662	catalytic activity [GO:0003824]; coenzyme binding [GO:0050662]		32,699		KW-1185	1 out of 5	
P77768	reviewed	Recombination-promoting nuclease RpnB (EC 3.1.21.-)	rpnB yfcI b2305 JW2302		RPNB_ECOLI	GO:0006310; GO:1990238	double-stranded DNA endodeoxyribonuclease activity [GO:1990238]; DNA recombination [GO:0006310]	DNA recombination [GO:0006310]	34,179		KW-0233; KW-0255; KW-0378; KW-0460; KW-0540; KW-1185	3 out of 5	FUNCTION: A low activity DNA endonuclease yielding 3'-hydroxyl ends (Probable). Upon expression enhances RecA-independent DNA recombination 19-fold, concomitantly reducing viability by 98% and inducing DNA damage as measured by induction of the SOS repair response. {ECO:0000269|PubMed:28096446, ECO:0000305|PubMed:28096446}.
